,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
12,COM ARTS,651,001,16,3.875,75.0,25.0,.,.,.,.,.,.
13,COM ARTS,659,001,18,3.944,88.9,11.1,.,.,.,.,.,.
0,COMP BIO,502,001,95,3.216,35.8,6.3,36.8,7.4,13.7,.,.,.
1,COMP BIO,505,001,95,3.289,32.6,23.2,23.2,11.6,9.5,.,.,.
2,COMP BIO,506,001,95,3.526,46.3,21.1,27.4,2.1,3.2,.,.,.
3,COMP BIO,550,001,95,3.505,50.5,16.8,22.1,4.2,6.3,.,.,.
4,COMP BIO,555,001,91,3.588,47.3,25.3,25.3,2.2,.,.,.,.
5,COMP BIO,556,001,92,3.386,33.7,23.9,30.4,9.8,2.2,.,.,.
0,COMP LIT,203,001,20,3.200,20.0,45.0,20.0,5.0,.,10.0,.,.
1,COMP LIT,350,001,23,3.650,73.9,.,4.3,.,4.3,.,4.3,.
2,COMP LIT,358,001,7,3.375,14.3,28.6,.,14.3,.,.,.,14.3
0,COMP SCI,200,001,188,3.247,38.3,20.7,20.2,8.5,7.4,2.1,2.7,.
1,COMP SCI,200,002,183,3.236,41.0,16.9,19.7,8.2,7.7,3.8,2.2,.
2,COMP SCI,200,003,38,3.329,36.8,23.7,18.4,5.3,2.6,2.6,2.6,.
4,COMP SCI,202,001,23,3.739,69.6,17.4,4.3,8.7,.,.,.,.
5,COMP SCI,220,001,179,3.531,44.7,28.5,21.8,1.7,.,1.1,1.1,0.6
6,COMP SCI,220,002,186,3.409,40.9,26.9,22.0,3.2,3.2,2.7,1.1,.
7,COMP SCI,220,003,183,3.346,32.8,26.2,30.1,4.4,3.3,2.2,0.5,0.5
8,COMP SCI,220,004,187,3.238,29.9,23.5,30.5,9.1,2.7,2.1,2.1,.
10,COMP SCI,240,001,208,2.981,25.5,15.9,30.8,6.3,12.5,7.7,1.4,.
11,COMP SCI,240,002,198,3.095,30.8,16.7,26.8,4.0,15.2,2.5,2.5,.
13,COMP SCI,252,002,255,3.433,52.5,12.9,18.4,4.7,9.0,.,1.6,.
14,COMP SCI,252,004,237,3.388,48.1,17.7,14.3,9.7,7.2,1.3,1.3,.
20,COMP SCI,300,001,207,3.517,39.1,33.8,21.7,3.9,1.0,.,0.5,.
21,COMP SCI,300,002,207,3.488,44.0,28.5,20.3,2.9,1.4,0.5,1.9,.
22,COMP SCI,300,003,202,3.318,29.2,36.1,21.3,6.4,2.0,3.0,1.5,0.5
23,COMP SCI,300,004,215,3.444,38.6,30.7,21.4,4.2,1.9,0.9,1.4,.
25,COMP SCI,304,001,9,3.750,77.8,.,.,.,11.1,.,11.1,.
26,COMP SCI,304,002,7,3.857,85.7,.,14.3,.,.,.,.,.
28,COMP SCI,304,005,6,3.417,66.7,16.7,.,.,.,16.7,.,.
29,COMP SCI,304,006,7,4.000,100.0,.,.,.,.,.,.,.
32,COMP SCI,319,001,6,3.750,50.0,50.0,.,.,.,.,.,.
33,COMP SCI,319,002,10,3.700,40.0,60.0,.,.,.,.,.,.
35,COMP SCI,319,004,7,3.929,85.7,14.3,.,.,.,.,.,.
37,COMP SCI,320,001,179,3.304,29.1,29.6,26.8,7.8,1.7,1.7,1.7,1.7
38,COMP SCI,320,002,181,3.312,30.4,27.6,29.8,6.1,3.3,1.7,1.1,.
40,COMP SCI,352,001,12,3.417,41.7,25.0,8.3,25.0,.,.,.,.
1,COMP SCI,354,001,207,3.157,18.4,21.3,44.0,9.2,5.8,1.4,.,.
2,COMP SCI,354,002,190,3.226,27.4,19.5,35.3,12.1,3.7,1.6,0.5,.
3,COMP SCI,354,010,40,3.713,65.0,20.0,10.0,2.5,2.5,.,.,.
9,COMP SCI,400,001,178,3.22,33.7,16.9,28.7,11.2,3.9,4.5,0.6,.
10,COMP SCI,400,002,191,3.264,33.0,19.4,32.5,7.3,3.7,3.7,0.5,.
11,COMP SCI,400,003,192,3.18,28.6,20.3,27.6,14.6,4.7,3.6,0.5,.
12,COMP SCI,400,004,185,3.251,33.5,15.1,33.5,7.0,4.9,3.2,0.5,.
14,COMP SCI,402,001,38,3.875,84.2,2.6,5.3,.,2.6,.,.,5.3
15,COMP SCI,403,001,12,3.875,75.0,25.0,.,.,.,.,.,.
16,COMP SCI,435,001,86,3.145,25.6,26.7,20.9,14.0,8.1,4.7,.,.
17,COMP SCI,475,001,17,2.824,29.4,11.8,23.5,11.8,5.9,11.8,5.9,.
18,COMP SCI,475,002,14,3.286,42.9,14.3,21.4,.,21.4,.,.,.
19,COMP SCI,475,003,22,2.727,18.2,13.6,27.3,13.6,18.2,.,9.1,.
21,COMP SCI,502,001,20,3.85,85.0,10.0,.,.,5.0,.,.,.
22,COMP SCI,506,001,111,3.563,49.5,22.5,18.9,9.0,.,.,.,.
23,COMP SCI,506,002,95,3.479,43.2,24.2,24.2,6.3,1.1,.,1.1,.
25,COMP SCI,513,001,19,3.079,42.1,10.5,15.8,15.8,5.3,5.3,5.3,.
26,COMP SCI,514,001,6,1.917,16.7,.,.,50.0,.,.,33.3,.
27,COMP SCI,524,001,65,3.462,43.1,27.7,15.4,9.2,3.1,1.5,.,.
28,COMP SCI,525,001,27,3.259,44.4,14.8,14.8,7.4,14.8,3.7,.,.
29,COMP SCI,532,001,27,3.574,59.3,25.9,3.7,7.4,.,.,3.7,.
30,COMP SCI,532,002,94,3.5,50.0,24.5,12.8,7.4,3.2,1.1,1.1,.
32,COMP SCI,536,001,97,2.856,20.6,17.5,17.5,23.7,12.4,5.2,3.1,.
33,COMP SCI,536,002,89,3.096,37.1,14.6,24.7,6.7,9.0,1.1,6.7,.
34,COMP SCI,536,010,34,3.603,41.2,38.2,20.6,.,.,.,.,.
36,COMP SCI,537,001,194,3.361,42.8,21.1,17.5,7.7,5.7,2.6,1.0,1.0
37,COMP SCI,537,002,168,3.407,39.3,26.2,14.3,8.3,7.7,0.6,.,0.6
39,COMP SCI,538,001,91,3.236,39.6,22.0,13.2,5.5,16.5,2.2,1.1,.
40,COMP SCI,539,001,39,3.154,7.7,46.2,35.9,5.1,.,2.6,2.6,.
0,COMP SCI,540,001,182,3.395,35.2,32.4,20.3,5.5,3.8,1.1,1.1,.
1,COMP SCI,540,002,173,3.460,39.3,31.2,17.3,8.7,2.9,.,0.6,.
3,COMP SCI,552,001,16,3.438,50.0,18.8,12.5,6.3,12.5,.,.,.
4,COMP SCI,559,001,168,3.302,31.5,33.9,18.5,6.0,5.4,2.4,1.8,0.6
5,COMP SCI,564,001,245,3.271,30.2,24.9,26.1,10.6,6.5,1.2,0.4,.
6,COMP SCI,564,002,97,3.320,45.4,17.5,12.4,11.3,11.3,1.0,1.0,.
8,COMP SCI,570,001,196,3.804,81.1,9.7,4.6,1.0,2.6,0.5,0.5,.
9,COMP SCI,571,001,171,3.576,49.1,24.6,20.5,4.1,1.8,.,.,.
10,COMP SCI,577,001,241,2.994,33.2,14.5,17.8,11.6,8.7,10.8,1.7,.
11,COMP SCI,577,002,243,3.042,32.9,16.5,16.9,13.2,7.4,11.5,.,.
13,COMP SCI,579,001,96,3.693,69.8,12.5,12.5,1.0,3.1,.,1.0,.
15,COMP SCI,638,001,10,3.950,90.0,10.0,.,.,.,.,.,.
16,COMP SCI,638,002,11,3.909,90.9,.,9.1,.,.,.,.,.
18,COMP SCI,638,004,9,4.000,100.0,.,.,.,.,.,.,.
20,COMP SCI,639,001,27,3.538,44.4,29.6,11.1,7.4,3.7,.,.,3.7
21,COMP SCI,639,002,103,3.644,68.0,10.7,8.7,4.9,4.9,.,1.0,1.0
22,COMP SCI,639,004,180,3.281,38.9,17.8,22.8,11.1,3.9,2.8,1.7,1.1
23,COMP SCI,639,006,25,3.700,56.0,28.0,16.0,.,.,.,.,.
24,COMP SCI,639,007,32,3.734,65.6,18.8,12.5,3.1,.,.,.,.
25,COMP SCI,639,008,27,3.615,29.6,59.3,7.4,.,.,.,.,.
27,COMP SCI,640,001,79,3.205,27.8,24.1,22.8,13.9,8.9,.,1.3,1.3
28,COMP SCI,642,001,72,3.514,38.9,30.6,25.0,5.6,.,.,.,.
5,COMP SCI,699,005,7,4.000,100.0,.,.,.,.,.,.,.
0,COUN PSY,105,002,7,4.000,100.0,.,.,.,.,.,.,.
1,COUN PSY,105,003,9,3.833,88.9,.,.,11.1,.,.,.,.
2,COUN PSY,105,004,10,3.800,90.0,.,.,.,10.0,.,.,.
4,COUN PSY,110,001,13,3.615,61.5,15.4,15.4,.,7.7,.,.,.
5,COUN PSY,115,011,24,3.167,50.0,12.5,4.2,20.8,4.2,.,8.3,.
6,COUN PSY,115,012,27,3.222,48.1,25.9,7.4,3.7,3.7,.,11.1,.
7,COUN PSY,115,013,12,2.625,41.7,8.3,16.7,.,8.3,.,25.0,.
8,COUN PSY,115,014,26,3.442,57.7,23.1,.,11.5,.,3.8,3.8,.
9,COUN PSY,115,021,10,4.000,100.0,.,.,.,.,.,.,.
10,COUN PSY,115,022,11,4.000,100.0,.,.,.,.,.,.,.
11,COUN PSY,115,023,8,4.000,100.0,.,.,.,.,.,.,.
12,COUN PSY,115,024,10,4.000,100.0,.,.,.,.,.,.,.
13,COUN PSY,115,031,8,3.813,87.5,.,.,12.5,.,.,.,.
14,COUN PSY,115,032,11,3.909,81.8,18.2,.,.,.,.,.,.
15,COUN PSY,115,033,7,3.929,85.7,14.3,.,.,.,.,.,.
16,COUN PSY,115,034,10,3.800,60.0,40.0,.,.,.,.,.,.
17,COUN PSY,115,041,20,3.650,85.0,.,5.0,.,5.0,.,5.0,.
18,COUN PSY,115,042,19,3.605,78.9,5.3,.,10.5,.,.,5.3,.
19,COUN PSY,115,043,17,3.412,76.5,5.9,.,5.9,.,.,11.8,.
20,COUN PSY,115,044,12,3.458,50.0,41.7,.,.,.,.,8.3,.
21,COUN PSY,115,045,16,3.656,87.5,.,.,6.3,.,.,6.3,.
22,COUN PSY,115,046,19,3.737,68.4,15.8,10.5,5.3,.,.,.,.
23,COUN PSY,115,051,9,3.278,33.3,22.2,22.2,11.1,11.1,.,.,.
25,COUN PSY,115,053,8,3.714,37.5,50.0,.,.,.,.,.,.
27,COUN PSY,125,001,17,3.971,94.1,5.9,.,.,.,.,.,.
28,COUN PSY,125,002,17,4.000,100.0,.,.,.,.,.,.,.
29,COUN PSY,125,003,15,3.767,60.0,33.3,6.7,.,.,.,.,.
30,COUN PSY,125,004,8,3.750,62.5,25.0,12.5,.,.,.,.,.
32,COUN PSY,225,001,216,3.837,81.0,11.1,2.3,1.4,1.4,0.5,0.5,1.9
33,COUN PSY,237,001,110,3.922,91.8,4.5,1.8,.,.,.,0.9,.
34,COUN PSY,300,020,15,4.000,100.0,.,.,.,.,.,.,.
35,COUN PSY,325,001,8,4.000,100.0,.,.,.,.,.,.,.
36,COUN PSY,372,001,14,3.821,78.6,7.1,14.3,.,.,.,.,.
37,COUN PSY,525,001,7,3.857,71.4,28.6,.,.,.,.,.,.
38,COUN PSY,531,001,78,3.936,91.0,5.1,3.8,.,.,.,.,.
39,COUN PSY,580,001,8,3.813,87.5,.,.,12.5,.,.,.,.
1,COUN PSY,620,005,40,3.934,87.5,2.5,5.0,.,.,.,.,.
3,COUN PSY,655,001,123,3.752,78.9,8.1,4.9,5.7,0.8,0.8,0.8,.
5,COUN PSY,699,040,8,4.000,100.0,.,.,.,.,.,.,.
1,CRB,625,001,32,4.000,100.0,.,.,.,.,.,.,.
2,CRB,630,001,8,3.750,62.5,25.0,12.5,.,.,.,.,.
3,CRB,640,002,19,4.000,100.0,.,.,.,.,.,.,.
4,CRB,650,001,19,3.868,84.2,5.3,10.5,.,.,.,.,.
0,CS&D,110,001,122,3.316,33.6,27.0,21.3,8.2,8.2,1.6,.,.
1,CS&D,201,001,64,3.195,37.5,14.1,26.6,9.4,6.3,4.7,1.6,.
2,CS&D,202,001,84,3.345,36.9,25.0,19.0,13.1,4.8,.,1.2,.
3,CS&D,210,001,197,3.531,47.7,26.4,14.7,8.1,1.0,1.5,.,0.5
4,CS&D,318,001,98,3.837,75.5,18.4,5.1,.,1.0,.,.,.
5,CS&D,371,001,100,3.950,93.0,4.0,3.0,.,.,.,.,.
6,CS&D,425,001,111,3.703,62.2,24.3,10.8,0.9,.,1.8,.,.
7,CS&D,440,001,104,3.923,88.5,8.7,1.9,1.0,.,.,.,.
15,CS&D,699,005,11,4.000,100.0,.,.,.,.,.,.,.
18,CS&D,699,014,22,3.636,45.5,36.4,18.2,.,.,.,.,.
20,CS&D,699,022,9,4.000,100.0,.,.,.,.,.,.,.
21,CS&D,699,024,7,4.000,100.0,.,.,.,.,.,.,.
22,CS&D,699,046,6,4.000,100.0,.,.,.,.,.,.,.
0,CSCS,125,001,55,3.391,29.1,41.8,14.5,7.3,7.3,.,.,.
1,CSCS,254,001,38,3.763,65.8,23.7,7.9,2.6,.,.,.,.
3,CSCS,345,001,17,3.529,52.9,17.6,11.8,17.6,.,.,.,.
4,CSCS,375,001,37,3.903,83.8,10.8,.,2.7,.,.,.,.
5,CSCS,400,001,38,3.618,78.9,.,7.9,2.6,5.3,5.3,.,.
6,CSCS,430,001,43,3.872,76.7,20.9,2.3,.,.,.,.,.
7,CSCS,455,001,36,3.875,77.8,19.4,2.8,.,.,.,.,.
8,CSCS,455,002,24,3.979,95.8,4.2,.,.,.,.,.,.
11,CSCS,570,001,13,4.000,100.0,.,.,.,.,.,.,.
12,CSCS,600,001,37,3.986,94.6,2.7,.,.,.,.,.,.
13,CSCS,601,001,12,3.917,83.3,16.7,.,.,.,.,.,.
14,CSCS,699,004,16,4.000,100.0,.,.,.,.,.,.,.
0,CURRIC,209,001,51,4.000,100.0,.,.,.,.,.,.,.
1,CURRIC,240,001,73,3.932,93.2,.,6.8,.,.,.,.,.
2,CURRIC,276,001,13,3.923,92.3,.,7.7,.,.,.,.,.
3,CURRIC,277,001,182,3.766,82.4,8.8,3.8,0.5,1.1,1.1,2.2,.
4,CURRIC,318,001,120,4.000,100.0,.,.,.,.,.,.,.
5,CURRIC,320,001,112,3.770,74.1,11.6,10.7,.,1.8,0.9,.,.
6,CURRIC,329,001,9,4.000,100.0,.,.,.,.,.,.,.
7,CURRIC,338,001,44,4.000,100.0,.,.,.,.,.,.,.
8,CURRIC,339,001,41,3.950,87.8,9.8,.,.,.,.,.,.
14,CURRIC,357,001,19,4.000,100.0,.,.,.,.,.,.,.
15,CURRIC,366,001,15,3.300,33.3,33.3,20.0,.,6.7,6.7,.,.
16,CURRIC,372,001,24,3.913,87.5,.,8.3,.,.,.,.,.
17,CURRIC,372,002,7,4.000,100.0,.,.,.,.,.,.,.
18,CURRIC,372,003,28,3.982,96.4,3.6,.,.,.,.,.,.
19,CURRIC,372,004,13,3.875,69.2,23.1,.,.,.,.,.,.
20,CURRIC,372,005,24,4.000,100.0,.,.,.,.,.,.,.
23,CURRIC,394,001,11,4.000,100.0,.,.,.,.,.,.,.
28,CURRIC,405,001,7,3.714,71.4,14.3,.,14.3,.,.,.,.
29,CURRIC,432,001,20,4.000,100.0,.,.,.,.,.,.,.
35,CURRIC,463,001,24,3.917,91.7,.,8.3,.,.,.,.,.
36,CURRIC,463,002,20,4.000,100.0,.,.,.,.,.,.,.
37,CURRIC,463,003,21,4.000,100.0,.,.,.,.,.,.,.
38,CURRIC,463,004,24,4.000,100.0,.,.,.,.,.,.,.
11,CURRIC,506,001,22,3.619,68.2,.,18.2,.,9.1,.,.,.
12,CURRIC,534,003,13,4.000,100.0,.,.,.,.,.,.,.
13,CURRIC,534,004,13,3.962,92.3,7.7,.,.,.,.,.,.
15,CURRIC,550,001,101,3.945,91.1,5.0,3.0,.,.,.,.,.
16,CURRIC,559,001,24,3.891,79.2,12.5,4.2,.,.,.,.,.
18,CURRIC,590,001,18,4.000,94.4,.,.,.,.,.,.,.
19,CURRIC,596,001,16,3.900,81.3,6.3,6.3,.,.,.,.,.
22,CURRIC,630,006,7,4.000,100.0,.,.,.,.,.,.,.
24,CURRIC,674,002,27,4.000,100.0,.,.,.,.,.,.,.
25,CURRIC,674,003,16,4.000,81.3,.,.,.,.,.,.,.
26,CURRIC,674,004,24,3.913,83.3,8.3,4.2,.,.,.,.,.
28,CURRIC,675,001,16,3.906,87.5,6.3,6.3,.,.,.,.,.
29,CURRIC,675,002,10,4.000,100.0,.,.,.,.,.,.,.
30,CURRIC,675,003,17,4.000,94.1,.,.,.,.,.,.,.
31,CURRIC,675,004,25,4.000,100.0,.,.,.,.,.,.,.
32,CURRIC,675,005,7,4.000,100.0,.,.,.,.,.,.,.
34,CURRIC,676,002,8,3.875,75.0,25.0,.,.,.,.,.,.
0,DANCE,101,001,42,4.000,100.0,.,.,.,.,.,.,.
1,DANCE,101,002,36,3.929,88.9,2.8,5.6,.,.,.,.,2.8
3,DANCE,103,001,25,3.978,88.0,4.0,.,.,.,.,.,8.0
4,DANCE,105,001,20,3.975,95.0,5.0,.,.,.,.,.,.
5,DANCE,106,001,27,3.963,96.3,.,3.7,.,.,.,.,.
6,DANCE,107,001,24,3.958,91.7,8.3,.,.,.,.,.,.
7,DANCE,108,001,21,4.000,100.0,.,.,.,.,.,.,.
8,DANCE,110,001,24,3.854,87.5,4.2,4.2,.,4.2,.,.,.
9,DANCE,110,010,34,3.912,85.3,11.8,2.9,.,.,.,.,.
10,DANCE,110,011,38,3.921,86.8,10.5,2.6,.,.,.,.,.
11,DANCE,110,012,32,3.906,87.5,6.3,6.3,.,.,.,.,.
12,DANCE,110,013,40,3.988,97.5,2.5,.,.,.,.,.,.
14,DANCE,112,001,25,3.860,72.0,28.0,.,.,.,.,.,.
15,DANCE,112,002,7,3.643,71.4,14.3,.,.,14.3,.,.,.
16,DANCE,112,003,18,4.000,100.0,.,.,.,.,.,.,.
18,DANCE,118,001,10,3.800,80.0,10.0,.,10.0,.,.,.,.
19,DANCE,118,002,23,3.978,95.7,4.3,.,.,.,.,.,.
21,DANCE,121,001,19,3.947,89.5,10.5,.,.,.,.,.,.
22,DANCE,126,001,20,3.800,70.0,20.0,10.0,.,.,.,.,.
23,DANCE,131,001,29,4.000,100.0,.,.,.,.,.,.,.
24,DANCE,133,001,43,3.854,88.4,2.3,.,2.3,.,.,2.3,2.3
25,DANCE,135,001,38,3.816,86.8,5.3,2.6,.,2.6,2.6,.,.
26,DANCE,135,002,34,3.379,50.0,14.7,17.6,.,11.8,.,2.9,2.9
27,DANCE,135,003,32,3.844,81.3,12.5,3.1,.,3.1,.,.,.
28,DANCE,135,004,40,3.875,95.0,.,2.5,.,.,.,2.5,.
30,DANCE,136,001,14,3.808,64.3,21.4,7.1,.,.,.,.,.
31,DANCE,140,001,6,4.000,100.0,.,.,.,.,.,.,.
32,DANCE,157,001,31,3.952,93.5,3.2,3.2,.,.,.,.,.
34,DANCE,212,003,7,4.000,100.0,.,.,.,.,.,.,.
36,DANCE,226,001,9,4.000,100.0,.,.,.,.,.,.,.
37,DANCE,226,002,16,4.000,93.8,.,.,.,.,.,.,6.3
39,DANCE,232,001,13,4.000,100.0,.,.,.,.,.,.,.
0,DANCE,235,001,19,4.000,89.5,.,.,.,.,.,.,5.3
1,DANCE,236,001,7,3.800,57.1,.,14.3,.,.,.,.,14.3
2,DANCE,240,001,9,4.000,100.0,.,.,.,.,.,.,.
3,DANCE,255,001,16,3.933,87.5,.,6.3,.,.,.,.,.
4,DANCE,255,002,14,3.929,85.7,14.3,.,.,.,.,.,.
6,DANCE,259,001,14,4.000,100.0,.,.,.,.,.,.,.
7,DANCE,268,001,98,3.853,82.7,7.1,2.0,3.1,2.0,.,.,1.0
8,DANCE,312,001,11,3.636,63.6,18.2,9.1,.,9.1,.,.,.
9,DANCE,312,003,15,3.933,93.3,.,6.7,.,.,.,.,.
12,DANCE,318,001,17,4.000,88.2,.,.,.,.,.,.,11.8
14,DANCE,326,001,8,4.000,87.5,.,.,.,.,.,.,12.5
17,DANCE,341,001,8,3.875,87.5,.,12.5,.,.,.,.,.
18,DANCE,341,002,11,3.682,63.6,9.1,27.3,.,.,.,.,.
20,DANCE,365,001,10,3.950,90.0,10.0,.,.,.,.,.,.
27,DANCE,452,001,8,4.000,100.0,.,.,.,.,.,.,.
28,DANCE,463,001,17,3.971,94.1,5.9,.,.,.,.,.,.
29,DANCE,560,001,18,3.806,66.7,27.8,5.6,.,.,.,.,.
0,DS,101,001,15,4.000,100.0,.,.,.,.,.,.,.
1,DS,140,001,17,3.382,11.8,58.8,23.5,5.9,.,.,.,.
2,DS,140,002,16,3.125,18.8,43.8,12.5,18.8,.,.,6.3,.
3,DS,140,003,13,3.154,7.7,46.2,23.1,15.4,7.7,.,.,.
4,DS,140,004,16,3.000,18.8,31.3,25.0,6.3,.,6.3,6.3,.
5,DS,140,005,13,3.192,30.8,23.1,38.5,.,.,.,7.7,.
7,DS,150,001,29,3.586,62.1,17.2,3.4,10.3,6.9,.,.,.
8,DS,154,001,30,3.317,46.7,13.3,23.3,3.3,10.0,.,3.3,.
9,DS,220,001,76,3.711,80.3,6.6,3.9,3.9,2.6,.,2.6,.
10,DS,225,001,14,3.857,71.4,28.6,.,.,.,.,.,.
11,DS,225,002,10,3.700,50.0,40.0,10.0,.,.,.,.,.
13,DS,228,001,14,3.929,92.9,.,7.1,.,.,.,.,.
14,DS,229,001,12,3.833,75.0,16.7,8.3,.,.,.,.,.
15,DS,242,001,15,3.857,80.0,.,13.3,.,.,.,.,.
16,DS,242,002,17,3.765,70.6,11.8,17.6,.,.,.,.,.
18,DS,251,001,41,2.939,12.2,24.4,26.8,22.0,12.2,.,2.4,.
20,DS,321,001,29,3.966,93.1,6.9,.,.,.,.,.,.
21,DS,322,001,32,3.710,53.1,31.3,12.5,.,.,.,.,.
22,DS,341,001,30,3.967,93.3,6.7,.,.,.,.,.,.
34,DS,422,001,36,3.828,61.1,25.0,2.8,.,.,.,.,2.8
37,DS,430,001,32,3.621,46.9,28.1,9.4,3.1,3.1,.,.,3.1
38,DS,451,001,29,3.362,24.1,41.4,17.2,17.2,.,.,.,.
39,DS,501,002,12,3.750,66.7,25.0,.,8.3,.,.,.,.
0,DS,501,003,20,3.900,80.0,20.0,.,.,.,.,.,.
2,DS,527,001,18,3.667,72.2,11.1,.,11.1,5.6,.,.,.
3,DS,529,001,13,3.923,92.3,.,7.7,.,.,.,.,.
4,DS,549,001,24,3.261,33.3,29.2,12.5,4.2,12.5,4.2,.,4.2
7,DS,623,001,31,3.919,83.9,16.1,.,.,.,.,.,.
8,DS,624,001,31,3.935,96.8,.,.,.,3.2,.,.,.
0,DY SCI,205,001,13,3.731,69.2,7.7,23.1,.,.,.,.,.
1,DY SCI,234,001,14,3.893,85.7,7.1,7.1,.,.,.,.,.
10,DY SCI,361,001,8,2.750,37.5,.,12.5,.,37.5,12.5,.,.
12,DY SCI,373,001,9,2.389,33.3,.,.,11.1,22.2,33.3,.,.
14,DY SCI,375,004,9,4.000,100.0,.,.,.,.,.,.,.
21,DY SCI,534,001,6,3.417,33.3,33.3,16.7,16.7,.,.,.,.
0,E C E,1,001,23,3.891,91.3,.,4.3,4.3,.,.,.,.
1,E C E,203,001,64,3.586,51.6,20.3,10.9,1.6,4.7,1.6,.,1.6
2,E C E,203,002,76,3.500,44.7,21.1,21.1,7.9,2.6,.,.,.
4,E C E,204,001,12,3.333,16.7,41.7,33.3,8.3,.,.,.,.
5,E C E,204,002,69,3.812,66.7,29.0,4.3,.,.,.,.,.
7,E C E,210,001,95,3.905,96.8,.,1.1,.,.,.,2.1,.
8,E C E,210,002,72,4.000,100.0,.,.,.,.,.,.,.
10,E C E,219,001,124,3.992,98.4,1.6,.,.,.,.,.,.
11,E C E,220,001,105,3.410,42.9,21.9,21.9,6.7,3.8,2.9,.,.
12,E C E,230,001,116,3.181,35.3,20.7,17.2,9.5,7.8,5.2,1.7,.
13,E C E,230,002,58,3.009,34.5,24.1,13.8,8.6,6.9,1.7,10.3,.
15,E C E,235,001,30,3.383,36.7,26.7,20.0,10.0,6.7,.,.,.
16,E C E,235,002,39,3.244,28.2,23.1,25.6,15.4,7.7,.,.,.
18,E C E,252,001,127,3.303,50.4,15.7,13.4,7.1,6.3,3.1,3.9,.
19,E C E,252,003,87,3.264,37.9,19.5,23.0,3.4,12.6,3.4,.,.
21,E C E,270,001,88,3.665,54.5,27.3,15.9,1.1,1.1,.,.,.
22,E C E,270,002,48,3.396,41.7,27.1,22.9,2.1,2.1,.,4.2,.
24,E C E,271,001,33,3.500,42.4,39.4,12.1,.,3.0,.,3.0,.
25,E C E,271,002,20,3.550,30.0,50.0,20.0,.,.,.,.,.
27,E C E,303,001,15,3.767,66.7,20.0,13.3,.,.,.,.,.
28,E C E,303,002,15,3.933,86.7,13.3,.,.,.,.,.,.
29,E C E,303,003,18,3.389,22.2,33.3,44.4,.,.,.,.,.
31,E C E,304,001,15,4.000,93.3,.,.,.,.,.,.,.
32,E C E,313,001,10,4.000,100.0,.,.,.,.,.,.,.
33,E C E,313,002,11,4.000,100.0,.,.,.,.,.,.,.
36,E C E,315,002,18,3.972,94.4,5.6,.,.,.,.,.,.
37,E C E,315,003,18,3.750,83.3,5.6,5.6,.,.,5.6,.,.
38,E C E,315,005,17,3.971,94.1,5.9,.,.,.,.,.,.
39,E C E,315,006,15,3.900,86.7,6.7,6.7,.,.,.,.,.
0,E C E,317,001,15,4.000,100.0,.,.,.,.,.,.,.
1,E C E,317,003,7,4.000,100.0,.,.,.,.,.,.,.
3,E C E,330,001,55,3.343,50.9,14.5,10.9,5.5,10.9,5.5,.,1.8
4,E C E,334,001,25,3.580,48.0,28.0,20.0,.,4.0,.,.,.
5,E C E,335,001,31,3.452,45.2,19.4,22.6,6.5,6.5,.,.,.
6,E C E,340,001,37,2.676,21.6,16.2,16.2,5.4,21.6,18.9,.,.
7,E C E,340,002,67,3.567,40.3,38.8,14.9,6.0,.,.,.,.
9,E C E,342,001,64,3.672,70.3,7.8,15.6,1.6,3.1,1.6,.,.
10,E C E,352,001,68,3.231,32.4,27.9,16.2,11.8,5.9,1.5,2.9,.
11,E C E,352,002,30,3.217,23.3,26.7,23.3,23.3,3.3,.,.,.
13,E C E,353,001,78,3.244,23.1,34.6,21.8,11.5,7.7,1.3,.,.
14,E C E,354,001,33,3.333,30.3,21.2,39.4,3.0,6.1,.,.,.
15,E C E,354,002,46,3.217,23.9,21.7,34.8,13.0,6.5,.,.,.
17,E C E,355,002,49,3.000,6.1,34.7,24.5,22.4,12.2,.,.,.
18,E C E,370,001,15,4.000,100.0,.,.,.,.,.,.,.
19,E C E,370,002,14,4.000,100.0,.,.,.,.,.,.,.
20,E C E,370,003,8,4.000,100.0,.,.,.,.,.,.,.
21,E C E,370,004,9,4.000,100.0,.,.,.,.,.,.,.
23,E C E,376,001,137,3.181,26.3,21.9,23.4,18.2,7.3,1.5,.,.
24,E C E,377,001,77,3.253,19.5,29.9,35.1,13.0,2.6,.,.,.
1,E C E,399,116,17,3.830,70.6,23.5,5.9,.,.,.,.,.
3,E C E,401,001,58,3.664,63.8,17.2,12.1,5.2,.,1.7,.,.
4,E C E,412,001,38,3.618,60.5,18.4,10.5,5.3,5.3,.,.,.
5,E C E,412,003,18,3.861,72.2,27.8,.,.,.,.,.,.
7,E C E,420,001,16,3.967,87.5,6.3,.,.,.,.,.,6.3
8,E C E,432,001,28,3.571,42.9,35.7,17.9,.,3.6,.,.,.
9,E C E,434,001,13,3.731,69.2,23.1,.,.,7.7,.,.,.
10,E C E,435,001,7,3.143,28.6,14.3,28.6,14.3,14.3,.,.,.
11,E C E,437,001,7,3.500,42.9,14.3,42.9,.,.,.,.,.
12,E C E,439,001,29,3.362,27.6,27.6,37.9,3.4,3.4,.,.,.
13,E C E,453,001,47,3.670,48.9,36.2,14.9,.,.,.,.,.
14,E C E,454,001,40,3.938,87.5,12.5,.,.,.,.,.,.
