,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
0,A A E,215,001,73,3.007,23.3,19.2,28.8,9.6,12.3,5.5,1.4,.
1,A A E,244,001,48,3.448,60.4,4.2,18.8,6.3,8.3,.,2.1,.
2,A A E,267,001,30,3.900,86.7,6.7,6.7,.,.,.,.,.
4,A A E,319,001,45,3.211,17.8,35.6,26.7,11.1,8.9,.,.,.
5,A A E,320,001,31,3.081,25.8,19.4,22.6,9.7,22.6,.,.,.
6,A A E,335,001,95,3.600,56.8,29.5,5.3,2.1,3.2,2.1,1.1,.
7,A A E,352,001,90,3.139,30.0,20.0,21.1,14.4,11.1,2.2,1.1,.
8,A A E,373,001,21,3.444,33.3,14.3,33.3,4.8,.,.,.,4.8
9,A A E,375,003,13,4.000,92.3,.,.,.,.,.,.,7.7
11,A A E,421,001,23,3.261,39.1,21.7,13.0,4.3,21.7,.,.,.
12,A A E,422,001,20,2.675,10.0,10.0,30.0,25.0,15.0,10.0,.,.
13,A A E,531,001,16,3.433,37.5,25.0,12.5,18.8,.,.,.,.
14,A A E,635,001,22,3.250,22.7,27.3,27.3,22.7,.,.,.,.
15,A A E,636,001,32,3.484,40.6,15.6,37.5,3.1,.,.,.,3.1
0,A F AERO,101,001,14,3.786,64.3,28.6,7.1,.,.,.,.,.
1,A F AERO,101,002,12,3.625,58.3,25.0,8.3,.,8.3,.,.,.
4,A F AERO,201,002,9,3.944,88.9,11.1,.,.,.,.,.,.
6,A F AERO,301,001,8,3.875,87.5,.,12.5,.,.,.,.,.
7,A F AERO,401,001,14,4.000,100.0,.,.,.,.,.,.,.
0,ACCT I S,100,001,28,2.875,21.4,3.6,32.1,14.3,28.6,.,.,.
1,ACCT I S,100,002,34,3.235,44.1,8.8,17.6,8.8,20.6,.,.,.
2,ACCT I S,100,003,35,3.129,25.7,20.0,28.6,5.7,20.0,.,.,.
3,ACCT I S,100,004,34,3.147,26.5,17.6,26.5,17.6,11.8,.,.,.
4,ACCT I S,100,005,33,3.015,21.2,21.2,18.2,18.2,21.2,.,.,.
5,ACCT I S,100,006,34,2.706,11.8,11.8,23.5,23.5,26.5,.,2.9,.
6,ACCT I S,100,007,36,3.069,38.9,8.3,11.1,22.2,16.7,.,2.8,.
7,ACCT I S,100,008,36,3.167,38.9,11.1,13.9,22.2,11.1,2.8,.,.
8,ACCT I S,100,009,36,3.071,30.6,13.9,16.7,16.7,16.7,2.8,.,.
9,ACCT I S,100,010,35,3.086,31.4,11.4,25.7,17.1,11.4,.,2.9,.
10,ACCT I S,100,012,32,2.922,31.3,12.5,12.5,21.9,12.5,6.3,3.1,.
11,ACCT I S,100,013,35,3.029,22.9,14.3,25.7,20.0,17.1,.,.,.
12,ACCT I S,100,015,31,2.774,16.1,9.7,16.1,29.0,29.0,.,.,.
13,ACCT I S,100,016,35,3.057,28.6,2.9,37.1,14.3,17.1,.,.,.
14,ACCT I S,100,018,35,2.7,22.9,5.7,17.1,14.3,34.3,2.9,2.9,.
15,ACCT I S,100,019,36,3.028,30.6,13.9,25.0,8.3,16.7,2.8,2.8,.
16,ACCT I S,100,100,21,3.025,33.3,19.0,19.0,4.8,9.5,.,9.5,.
18,ACCT I S,211,001,34,3.103,23.5,14.7,38.2,5.9,17.6,.,.,.
19,ACCT I S,211,002,37,3.122,29.7,8.1,35.1,10.8,16.2,.,.,.
20,ACCT I S,211,003,33,2.894,12.1,3.0,57.6,12.1,12.1,3.0,.,.
21,ACCT I S,211,004,37,3.203,24.3,8.1,56.8,5.4,5.4,.,.,.
22,ACCT I S,211,005,40,3.15,37.5,2.5,35.0,12.5,10.0,.,2.5,.
23,ACCT I S,211,006,29,3.017,20.7,10.3,37.9,13.8,17.2,.,.,.
24,ACCT I S,211,007,39,3.141,25.6,10.3,46.2,2.6,15.4,.,.,.
25,ACCT I S,211,008,36,2.903,19.4,5.6,41.7,8.3,22.2,2.8,.,.
26,ACCT I S,211,009,34,3.015,14.7,8.8,55.9,5.9,14.7,.,.,.
27,ACCT I S,211,010,36,3.139,27.8,11.1,38.9,5.6,16.7,.,.,.
28,ACCT I S,211,011,34,2.75,14.7,2.9,47.1,5.9,20.6,8.8,.,.
29,ACCT I S,211,100,15,2.833,13.3,.,53.3,6.7,26.7,.,.,.
30,ACCT I S,211,150,13,3.458,30.8,23.1,38.5,.,.,.,.,.
32,ACCT I S,300,001,151,3.308,29.8,35.1,14.6,14.6,4.0,0.7,1.3,.
33,ACCT I S,300,002,45,3.322,24.4,33.3,26.7,13.3,2.2,.,.,.
34,ACCT I S,300,003,35,3.2,22.9,31.4,25.7,14.3,2.9,.,2.9,.
35,ACCT I S,300,004,42,3.452,28.6,45.2,16.7,7.1,2.4,.,.,.
37,ACCT I S,301,001,41,3.415,34.1,36.6,17.1,2.4,9.8,.,.,.
38,ACCT I S,301,002,36,3.236,22.2,27.8,27.8,19.4,2.8,.,.,.
39,ACCT I S,301,003,38,3.303,23.7,26.3,36.8,13.2,.,.,.,.
40,ACCT I S,301,004,41,3.244,19.5,22.0,48.8,7.3,2.4,.,.,.
41,ACCT I S,301,005,37,3.311,27.0,18.9,43.2,10.8,.,.,.,.
42,ACCT I S,301,006,41,3.232,26.8,14.6,48.8,2.4,4.9,2.4,.,.
0,ACCT I S,301,007,36,3.181,19.4,33.3,27.8,2.8,16.7,.,.,.
2,ACCT I S,302,001,28,3.232,10.7,39.3,39.3,7.1,3.6,.,.,.
3,ACCT I S,302,002,39,3.372,28.2,33.3,25.6,10.3,2.6,.,.,.
5,ACCT I S,310,001,17,3.412,52.9,11.8,17.6,.,17.6,.,.,.
6,ACCT I S,310,002,33,3.318,33.3,27.3,21.2,12.1,3.0,3.0,.,.
8,ACCT I S,340,001,22,3.045,13.6,27.3,31.8,18.2,4.5,4.5,.,.
9,ACCT I S,340,002,33,3.348,33.3,18.2,33.3,15.2,.,.,.,.
10,ACCT I S,340,003,35,3.286,37.1,17.1,22.9,11.4,11.4,.,.,.
11,ACCT I S,340,004,33,3.379,33.3,21.2,33.3,12.1,.,.,.,.
13,ACCT I S,406,001,21,3.452,33.3,28.6,33.3,4.8,.,.,.,.
16,ACCT I S,603,001,28,3.661,46.4,39.3,14.3,.,.,.,.,.
17,ACCT I S,603,002,27,3.556,40.7,29.6,29.6,.,.,.,.,.
18,ACCT I S,603,003,25,3.750,64.0,16.0,16.0,.,.,.,.,4.0
20,ACCT I S,620,001,45,3.378,31.1,26.7,31.1,8.9,2.2,.,.,.
21,ACCT I S,620,002,37,3.324,16.2,48.6,24.3,5.4,5.4,.,.,.
23,ACCT I S,621,001,26,3.231,26.9,11.5,42.3,19.2,.,.,.,.
24,ACCT I S,621,002,29,3.155,17.2,17.2,44.8,20.7,.,.,.,.
26,ACCT I S,630,001,40,3.538,45.0,20.0,32.5,2.5,.,.,.,.
27,ACCT I S,630,002,34,3.750,67.6,17.6,11.8,2.9,.,.,.,.
2,ACT SCI,303,001,23,3.217,47.8,17.4,4.3,8.7,17.4,.,4.3,.
3,ACT SCI,303,002,17,2.971,17.6,23.5,35.3,5.9,5.9,11.8,.,.
6,ACT SCI,650,001,27,3.241,29.6,29.6,14.8,18.5,3.7,3.7,.,.
7,ACT SCI,650,002,29,2.879,10.3,37.9,10.3,20.7,10.3,10.3,.,.
9,ACT SCI,652,001,21,3.119,14.3,33.3,33.3,9.5,4.8,4.8,.,.
10,ACT SCI,652,002,33,3.212,45.5,12.1,15.2,12.1,9.1,3.0,3.0,.
13,ACT SCI,653,001,14,3.571,42.9,28.6,28.6,.,.,.,.,.
14,ACT SCI,654,001,26,3.154,26.9,11.5,38.5,11.5,11.5,.,.,.
0,AFRICAN,100,001,96,3.974,95.8,3.1,1.0,.,.,.,.,.
1,AFRICAN,201,001,21,3.738,66.7,14.3,19.0,.,.,.,.,.
2,AFRICAN,202,001,17,3.882,76.5,23.5,.,.,.,.,.,.
3,AFRICAN,202,002,20,4.000,100.0,.,.,.,.,.,.,.
5,AFRICAN,203,001,19,3.694,73.7,15.8,.,.,.,.,5.3,.
6,AFRICAN,203,002,22,3.682,59.1,27.3,4.5,9.1,.,.,.,.
8,AFRICAN,204,001,19,3.842,84.2,.,15.8,.,.,.,.,.
9,AFRICAN,210,001,11,3.955,90.9,9.1,.,.,.,.,.,.
10,AFRICAN,210,002,28,3.893,85.7,7.1,7.1,.,.,.,.,.
11,AFRICAN,210,003,29,3.569,62.1,17.2,.,13.8,6.9,.,.,.
12,AFRICAN,210,004,28,3.750,75.0,14.3,3.6,.,7.1,.,.,.
13,AFRICAN,210,005,29,3.625,72.4,6.9,3.4,10.3,.,.,3.4,.
14,AFRICAN,210,006,21,3.905,85.7,9.5,4.8,.,.,.,.,.
16,AFRICAN,212,001,24,3.783,87.5,.,4.2,.,.,.,4.2,.
17,AFRICAN,230,001,9,3.833,77.8,11.1,11.1,.,.,.,.,.
18,AFRICAN,231,001,19,3.368,36.8,26.3,15.8,15.8,5.3,.,.,.
19,AFRICAN,233,001,11,3.045,45.5,27.3,9.1,.,.,.,18.2,.
20,AFRICAN,277,001,15,3.433,40.0,40.0,6.7,6.7,.,6.7,.,.
21,AFRICAN,303,001,23,3.848,87.0,4.3,.,8.7,.,.,.,.
22,AFRICAN,321,001,9,3.333,55.6,22.2,11.1,.,.,.,11.1,.
23,AFRICAN,321,002,14,3.857,78.6,14.3,7.1,.,.,.,.,.
24,AFRICAN,321,003,7,3.714,71.4,.,28.6,.,.,.,.,.
26,AFRICAN,323,001,12,3.375,33.3,25.0,33.3,.,8.3,.,.,.
29,AFRICAN,329,001,6,3.250,16.7,50.0,16.7,.,16.7,.,.,.
30,AFRICAN,331,001,6,4.000,100.0,.,.,.,.,.,.,.
39,AFRICAN,413,001,7,4.000,85.7,.,.,.,.,.,.,14.3
0,AFROAMER,154,001,180,3.618,61.7,18.3,8.3,7.2,1.7,0.6,1.1,1.1
1,AFROAMER,156,001,269,3.865,79.2,11.2,5.9,.,.,.,0.4,3.3
2,AFROAMER,222,001,20,3.650,55.0,20.0,25.0,.,.,.,.,.
3,AFROAMER,225,001,26,3.769,80.8,15.4,.,.,.,.,3.8,.
4,AFROAMER,227,001,15,3.167,6.7,40.0,13.3,13.3,6.7,.,.,13.3
5,AFROAMER,231,001,84,3.731,79.8,3.6,4.8,.,3.6,2.4,1.2,.
6,AFROAMER,233,001,13,3.308,23.1,61.5,7.7,.,.,.,7.7,.
7,AFROAMER,242,001,25,3.816,60.0,4.0,12.0,.,.,.,.,.
8,AFROAMER,271,001,31,3.968,96.8,.,3.2,.,.,.,.,.
9,AFROAMER,271,002,49,3.745,81.6,6.1,6.1,.,4.1,.,2.0,.
10,AFROAMER,271,003,29,3.897,82.8,13.8,3.4,.,.,.,.,.
12,AFROAMER,272,001,48,3.791,81.3,4.2,.,.,.,.,4.2,10.4
13,AFROAMER,275,001,9,3.611,44.4,44.4,.,11.1,.,.,.,.
14,AFROAMER,277,001,10,3.350,10.0,50.0,40.0,.,.,.,.,.
17,AFROAMER,326,001,13,3.115,30.8,7.7,38.5,.,23.1,.,.,.
18,AFROAMER,338,001,21,3.952,95.2,.,4.8,.,.,.,.,.
19,AFROAMER,347,001,12,3.583,58.3,16.7,16.7,.,8.3,.,.,.
21,AFROAMER,624,001,7,3.571,57.1,14.3,14.3,14.3,.,.,.,.
22,AFROAMER,628,001,7,3.250,14.3,28.6,28.6,14.3,.,.,.,14.3
23,AFROAMER,671,001,6,3.100,50.0,16.7,.,.,.,.,16.7,.
24,AFROAMER,671,002,9,3.556,88.9,.,.,.,.,.,11.1,.
0,AGROECOL,103,002,71,3.394,33.8,32.4,19.7,9.9,2.8,1.4,.,.
0,AGRONOMY,100,001,58,3.733,77.6,1.7,19.0,.,.,.,1.7,.
1,AGRONOMY,103,002,47,3.435,40.4,23.4,21.3,6.4,6.4,.,.,2.1
2,AGRONOMY,203,001,38,3.895,78.9,21.1,.,.,.,.,.,.
4,AGRONOMY,340,001,9,2.778,22.2,11.1,11.1,11.1,44.4,.,.,.
5,AGRONOMY,370,001,110,3.927,95.5,.,1.8,.,0.9,.,0.9,.
9,AGRONOMY,376,001,15,3.967,93.3,6.7,.,.,.,.,.,.
11,AGRONOMY,501,001,8,3.438,50.0,37.5,.,.,.,12.5,.,.
12,AGRONOMY,532,001,10,3.900,90.0,.,10.0,.,.,.,.,.
0,AMER IND,100,001,302,3.625,61.3,26.8,3.6,1.0,3.3,.,3.0,.
1,AMER IND,172,001,12,3.833,66.7,33.3,.,.,.,.,.,.
2,AMER IND,172,002,10,3.750,70.0,20.0,.,10.0,.,.,.,.
3,AMER IND,172,003,19,3.711,68.4,15.8,10.5,.,5.3,.,.,.
5,AMER IND,301,001,30,3.217,46.7,23.3,10.0,6.7,.,6.7,6.7,.
6,AMER IND,303,001,8,4.000,100.0,.,.,.,.,.,.,.
7,AMER IND,303,002,16,3.167,56.3,6.3,6.3,12.5,.,.,12.5,6.3
10,AMER IND,306,001,81,3.677,54.3,35.8,2.5,2.5,1.2,.,1.2,2.5
11,AMER IND,308,001,6,4.000,83.3,.,.,.,.,.,.,16.7
12,AMER IND,330,001,22,3.658,59.1,4.5,18.2,.,4.5,.,.,13.6
16,AMER IND,437,001,8,4.000,87.5,.,.,.,.,.,.,.
17,AMER IND,450,001,20,3.200,40.0,.,20.0,.,10.0,.,5.0,20.0
18,AMER IND,490,001,6,3.800,66.7,.,16.7,.,.,.,.,16.7
0,AN SCI,101,001,118,3.021,20.3,17.8,28.0,15.3,16.1,1.7,.,.
1,AN SCI,102,001,25,3.938,92.0,.,.,4.0,.,.,.,.
2,AN SCI,102,002,25,3.840,76.0,16.0,8.0,.,.,.,.,.
3,AN SCI,102,003,26,3.769,76.9,7.7,11.5,.,3.8,.,.,.
5,AN SCI,135,001,46,3.859,84.8,2.2,13.0,.,.,.,.,.
6,AN SCI,200,001,144,3.111,33.3,21.5,14.6,13.2,11.1,3.5,2.8,.
7,AN SCI,245,001,36,3.186,27.8,22.2,30.6,2.8,11.1,.,2.8,2.8
14,AN SCI,305,001,37,2.944,24.3,8.1,27.0,13.5,21.6,2.7,.,.
15,AN SCI,336,001,29,3.931,89.7,6.9,3.4,.,.,.,.,.
16,AN SCI,375,002,6,4.000,83.3,.,.,.,.,.,.,16.7
17,AN SCI,375,004,10,3.222,20.0,20.0,40.0,.,10.0,.,.,10.0
21,AN SCI,415,001,6,3.667,50.0,33.3,16.7,.,.,.,.,.
22,AN SCI,431,001,6,3.417,50.0,16.7,16.7,.,16.7,.,.,.
23,AN SCI,434,001,40,3.650,50.0,35.0,10.0,5.0,.,.,.,.
24,AN SCI,435,001,30,3.617,43.3,36.7,20.0,.,.,.,.,.
26,AN SCI,699,001,6,4.000,100.0,.,.,.,.,.,.,.
0,ANAT&PHY,235,001,78,2.923,17.9,21.8,23.1,19.2,11.5,3.8,2.6,.
1,ANAT&PHY,335,001,532,3.011,34.6,9.6,25.6,6.6,13.7,7.0,2.4,.
2,ANAT&PHY,337,001,106,3.279,41.5,22.6,11.3,7.5,9.4,4.7,0.9,1.9
3,ANAT&PHY,337,002,116,3.138,36.2,19.8,15.5,9.5,12.9,3.4,2.6,.
4,ANAT&PHY,337,003,82,2.610,14.6,14.6,17.1,14.6,26.8,9.8,2.4,.
5,ANAT&PHY,337,004,84,2.554,14.3,13.1,16.7,17.9,21.4,11.9,3.6,.
7,ANAT&PHY,338,001,28,3.375,32.1,35.7,17.9,3.6,10.7,.,.,.
8,ANAT&PHY,338,002,27,3.077,22.2,29.6,11.1,14.8,14.8,3.7,.,.
9,ANAT&PHY,338,003,29,3.310,34.5,24.1,20.7,10.3,10.3,.,.,.
10,ANAT&PHY,338,004,24,3.313,33.3,29.2,29.2,.,.,8.3,.,.
11,ANAT&PHY,338,005,30,3.450,50.0,13.3,20.0,10.0,6.7,.,.,.
12,ANAT&PHY,338,006,16,3.250,37.5,31.3,.,6.3,25.0,.,.,.
13,ANAT&PHY,338,007,29,3.241,34.5,20.7,20.7,6.9,17.2,.,.,.
14,ANAT&PHY,338,008,21,3.167,33.3,19.0,23.8,14.3,4.8,.,4.8,.
16,ANAT&PHY,399,001,7,4.000,100.0,.,.,.,.,.,.,.
20,ANAT&PHY,699,006,7,4.000,100.0,.,.,.,.,.,.,.
2,ANESTHES,699,104,8,4.000,100.0,.,.,.,.,.,.,.
0,ANTHRO,100,001,52,3.567,50.0,28.8,11.5,7.7,.,1.9,.,.
1,ANTHRO,100,002,59,3.709,55.9,23.7,10.2,3.4,.,.,.,6.8
3,ANTHRO,102,001,168,3.269,30.4,23.8,23.8,7.1,7.7,1.8,0.6,4.2
4,ANTHRO,104,001,403,3.800,79.2,12.4,3.7,2.2,1.5,0.2,0.7,.
5,ANTHRO,104,002,422,3.818,81.3,12.1,2.1,1.9,0.7,0.9,0.7,.
6,ANTHRO,104,003,19,3.789,78.9,10.5,5.3,.,5.3,.,.,.
7,ANTHRO,104,009,19,3.342,42.1,36.8,.,.,15.8,5.3,.,.
8,ANTHRO,104,032,17,3.781,70.6,11.8,5.9,5.9,.,.,.,.
9,ANTHRO,104,039,20,3.700,75.0,10.0,5.0,.,10.0,.,.,.
10,ANTHRO,104,042,20,3.925,85.0,15.0,.,.,.,.,.,.
12,ANTHRO,105,001,298,3.681,63.1,24.8,5.0,4.0,1.0,1.7,0.3,.
13,ANTHRO,105,002,275,3.708,60.0,29.8,4.7,3.6,0.4,1.1,.,0.4
14,ANTHRO,105,011,19,3.895,78.9,21.1,.,.,.,.,.,.
16,ANTHRO,211,001,11,3.773,72.7,9.1,18.2,.,.,.,.,.
17,ANTHRO,212,001,84,3.652,65.5,4.8,19.0,1.2,1.2,2.4,.,6.0
18,ANTHRO,264,001,11,3.773,63.6,27.3,9.1,.,.,.,.,.
19,ANTHRO,277,001,16,3.344,18.8,68.8,6.3,.,.,.,6.3,.
20,ANTHRO,300,001,35,4.000,100.0,.,.,.,.,.,.,.
21,ANTHRO,303,001,10,2.800,20.0,.,50.0,.,20.0,10.0,.,.
22,ANTHRO,310,001,14,3.214,35.7,14.3,42.9,.,.,.,7.1,.
23,ANTHRO,321,001,51,2.926,23.5,21.6,13.7,11.8,13.7,2.0,5.9,3.9
24,ANTHRO,330,001,15,3.840,86.7,6.7,.,.,6.7,.,.,.
25,ANTHRO,357,001,15,3.942,86.7,13.3,.,.,.,.,.,.
27,ANTHRO,405,001,14,3.538,71.4,.,14.3,.,.,.,7.1,7.1
28,ANTHRO,410,001,10,3.500,50.0,10.0,30.0,10.0,.,.,.,.
29,ANTHRO,420,001,9,3.778,66.7,22.2,11.1,.,.,.,.,.
30,ANTHRO,430,001,11,3.818,81.8,9.1,.,9.1,.,.,.,.
31,ANTHRO,437,001,12,3.958,91.7,8.3,.,.,.,.,.,.
33,ANTHRO,490,002,17,3.588,64.7,11.8,11.8,.,11.8,.,.,.
34,ANTHRO,570,001,7,3.857,71.4,28.6,.,.,.,.,.,.
35,ANTHRO,668,001,15,3.467,60.0,26.7,.,.,6.7,.,6.7,.
0,ART,100,001,20,4.0,100.0,.,.,.,.,.,.,.
1,ART,100,002,21,3.667,76.2,9.5,.,.,14.3,.,.,.
2,ART,100,003,19,4.0,94.7,.,.,.,.,.,.,.
3,ART,100,004,18,3.75,83.3,5.6,.,.,11.1,.,.,.
4,ART,100,005,19,3.684,78.9,10.5,.,.,5.3,5.3,.,.
5,ART,100,006,16,3.875,81.3,12.5,6.3,.,.,.,.,.
6,ART,100,007,18,3.917,88.9,5.6,5.6,.,.,.,.,.
7,ART,100,008,19,3.921,89.5,5.3,5.3,.,.,.,.,.
8,ART,100,009,19,4.0,100.0,.,.,.,.,.,.,.
9,ART,100,010,19,4.0,100.0,.,.,.,.,.,.,.
10,ART,100,011,20,4.0,100.0,.,.,.,.,.,.,.
11,ART,100,012,20,4.0,100.0,.,.,.,.,.,.,.
12,ART,100,013,20,4.0,100.0,.,.,.,.,.,.,.
13,ART,100,014,20,4.0,100.0,.,.,.,.,.,.,.
14,ART,100,015,20,3.9,90.0,.,10.0,.,.,.,.,.
15,ART,100,016,20,3.95,90.0,10.0,.,.,.,.,.,.
16,ART,100,017,20,3.875,80.0,15.0,5.0,.,.,.,.,.
17,ART,100,018,20,3.8,70.0,25.0,.,5.0,.,.,.,.
18,ART,100,019,19,3.947,89.5,10.5,.,.,.,.,.,.
19,ART,100,020,16,3.938,93.8,.,6.3,.,.,.,.,.
20,ART,100,021,19,3.789,73.7,15.8,5.3,5.3,.,.,.,.
21,ART,100,022,17,3.676,82.4,.,.,5.9,11.8,.,.,.
22,ART,100,023,19,3.658,84.2,5.3,.,.,5.3,.,5.3,.
23,ART,100,024,19,3.684,73.7,10.5,5.3,.,10.5,.,.,.
24,ART,100,025,19,3.947,94.7,.,5.3,.,.,.,.,.
25,ART,100,026,20,4.0,90.0,.,.,.,.,.,.,.
26,ART,100,027,20,3.725,75.0,15.0,5.0,.,.,5.0,.,.
27,ART,100,028,17,3.912,94.1,.,.,5.9,.,.,.,.
29,ART,102,001,18,3.806,77.8,16.7,.,.,5.6,.,.,.
30,ART,102,002,20,3.85,80.0,10.0,10.0,.,.,.,.,.
31,ART,102,003,19,3.868,73.7,26.3,.,.,.,.,.,.
32,ART,102,004,20,3.85,85.0,10.0,.,.,5.0,.,.,.
33,ART,102,005,20,3.7,75.0,10.0,.,10.0,5.0,.,.,.
34,ART,102,006,20,3.85,85.0,.,15.0,.,.,.,.,.
36,ART,104,001,18,3.75,72.2,16.7,5.6,.,5.6,.,.,.
37,ART,104,002,16,3.933,81.3,12.5,.,.,.,.,.,.
38,ART,104,004,17,3.971,94.1,5.9,.,.,.,.,.,.
39,ART,104,005,17,3.853,82.4,5.9,11.8,.,.,.,.,.
41,ART,107,001,153,3.845,86.3,7.2,2.0,.,2.0,2.0,.,.
0,ART,108,001,163,3.756,78.5,8.0,5.5,1.8,1.8,1.8,0.6,1.8
1,ART,112,003,16,3.75,93.8,.,.,.,.,.,6.3,.
2,ART,112,004,15,3.833,80.0,6.7,13.3,.,.,.,.,.
3,ART,112,005,18,3.765,88.9,.,.,.,.,.,5.6,5.6
4,ART,112,006,15,3.714,86.7,.,.,.,.,.,6.7,6.7
5,ART,112,007,16,3.75,62.5,31.3,.,6.3,.,.,.,.
7,ART,176,001,15,3.7,73.3,6.7,6.7,13.3,.,.,.,.
8,ART,176,002,14,3.929,85.7,14.3,.,.,.,.,.,.
9,ART,176,003,12,4.0,100.0,.,.,.,.,.,.,.
10,ART,176,004,8,4.0,100.0,.,.,.,.,.,.,.
11,ART,176,005,12,4.0,100.0,.,.,.,.,.,.,.
13,ART,212,001,20,3.925,90.0,5.0,5.0,.,.,.,.,.
14,ART,212,002,20,3.825,85.0,5.0,5.0,.,5.0,.,.,.
15,ART,212,003,20,3.8,70.0,20.0,10.0,.,.,.,.,.
16,ART,212,004,16,3.594,68.8,18.8,.,.,6.3,6.3,.,.
18,ART,214,001,9,3.889,77.8,22.2,.,.,.,.,.,.
19,ART,214,002,12,4.0,100.0,.,.,.,.,.,.,.
21,ART,222,001,18,3.722,88.9,.,5.6,.,.,.,5.6,.
22,ART,222,002,17,4.0,100.0,.,.,.,.,.,.,.
24,ART,224,001,14,4.0,100.0,.,.,.,.,.,.,.
25,ART,224,002,13,3.846,84.6,.,15.4,.,.,.,.,.
26,ART,224,003,14,3.846,85.7,.,.,.,7.1,.,.,7.1
27,ART,224,004,15,4.0,100.0,.,.,.,.,.,.,.
28,ART,224,005,13,3.923,92.3,.,7.7,.,.,.,.,.
30,ART,232,002,11,3.909,81.8,18.2,.,.,.,.,.,.
31,ART,242,001,9,4.0,100.0,.,.,.,.,.,.,.
32,ART,244,001,10,4.0,100.0,.,.,.,.,.,.,.
33,ART,244,002,10,4.0,100.0,.,.,.,.,.,.,.
34,ART,244,003,11,3.95,81.8,9.1,.,.,.,.,.,.
36,ART,302,001,18,4.0,100.0,.,.,.,.,.,.,.
37,ART,306,001,12,4.0,91.7,.,.,.,.,.,.,.
38,ART,307,001,13,3.538,69.2,15.4,7.7,.,.,.,7.7,.
39,ART,307,002,13,3.923,92.3,.,7.7,.,.,.,.,.
0,ART,312,001,8,3.625,25.0,75.0,.,.,.,.,.,.
2,ART,316,001,9,4.000,100.0,.,.,.,.,.,.,.
3,ART,318,001,10,4.000,100.0,.,.,.,.,.,.,.
4,ART,322,001,6,4.000,100.0,.,.,.,.,.,.,.
6,ART,326,001,6,4.000,100.0,.,.,.,.,.,.,.
8,ART,334,001,11,3.909,81.8,18.2,.,.,.,.,.,.
9,ART,334,002,7,4.000,100.0,.,.,.,.,.,.,.
11,ART,336,001,11,3.955,90.9,9.1,.,.,.,.,.,.
12,ART,338,001,18,3.944,94.4,.,5.6,.,.,.,.,.
13,ART,341,001,7,3.857,85.7,.,14.3,.,.,.,.,.
15,ART,346,001,13,3.769,61.5,30.8,7.7,.,.,.,.,.
16,ART,346,002,14,3.500,57.1,14.3,7.1,14.3,7.1,.,.,.
17,ART,346,003,15,3.067,40.0,6.7,20.0,6.7,20.0,6.7,.,.
18,ART,346,004,12,3.750,75.0,8.3,8.3,8.3,.,.,.,.
20,ART,348,002,7,3.857,85.7,.,14.3,.,.,.,.,.
21,ART,354,001,11,4.000,100.0,.,.,.,.,.,.,.
24,ART,376,001,9,3.778,66.7,22.2,11.1,.,.,.,.,.
25,ART,376,002,6,3.917,83.3,16.7,.,.,.,.,.,.
26,ART,376,003,11,3.909,81.8,18.2,.,.,.,.,.,.
29,ART,428,001,14,3.929,85.7,14.3,.,.,.,.,.,.
30,ART,428,002,16,4.000,100.0,.,.,.,.,.,.,.
32,ART,429,001,12,3.833,75.0,16.7,8.3,.,.,.,.,.
33,ART,429,002,14,4.000,100.0,.,.,.,.,.,.,.
35,ART,438,001,37,3.743,78.4,8.1,8.1,.,2.7,2.7,.,.
36,ART,446,001,9,3.833,66.7,33.3,.,.,.,.,.,.
37,ART,448,001,8,3.938,87.5,12.5,.,.,.,.,.,.
38,ART,448,004,13,3.923,92.3,.,7.7,.,.,.,.,.
39,ART,448,009,17,4.000,100.0,.,.,.,.,.,.,.
2,ART,454,001,12,3.750,75.0,16.7,.,.,8.3,.,.,.
3,ART,458,001,16,3.375,56.3,18.8,6.3,6.3,6.3,.,6.3,.
4,ART,458,002,16,3.656,62.5,25.0,.,6.3,6.3,.,.,.
6,ART,466,002,10,3.600,70.0,20.0,.,.,.,10.0,.,.
7,ART,467,001,15,3.867,80.0,13.3,6.7,.,.,.,.,.
8,ART,467,002,16,3.906,87.5,6.3,6.3,.,.,.,.,.
10,ART,476,001,12,3.458,58.3,25.0,8.3,.,.,.,8.3,.
12,ART,508,001,121,3.675,71.9,6.6,0.8,2.5,0.8,0.8,4.1,10.7
13,ART,508,002,19,3.944,89.5,.,5.3,.,.,.,.,.
27,ART,546,001,15,3.071,40.0,13.3,13.3,.,13.3,13.3,.,.
30,ART,556,001,12,3.500,58.3,8.3,16.7,8.3,8.3,.,.,.
31,ART,575,001,16,3.250,68.8,.,6.3,.,12.5,6.3,6.3,.
32,ART,576,001,8,3.875,75.0,25.0,.,.,.,.,.,.
33,ART,608,001,10,4.000,100.0,.,.,.,.,.,.,.
36,ART,622,001,9,4.000,100.0,.,.,.,.,.,.,.
37,ART,622,002,9,4.000,100.0,.,.,.,.,.,.,.
0,ART ED,323,002,12,3.292,16.7,50.0,16.7,8.3,8.3,.,.,.
1,ART ED,324,001,12,3.375,33.3,25.0,25.0,16.7,.,.,.,.
2,ART ED,470,001,12,3.792,83.3,.,8.3,8.3,.,.,.,.
3,ART ED,493,001,12,3.833,83.3,8.3,.,8.3,.,.,.,.
0,ART HIST,103,001,248,3.837,73.8,17.7,5.6,0.4,0.4,.,.,2.0
