,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
4,GEN BUS,360,011,18,3.611,38.9,50.0,5.6,5.6,.,.,.,.
5,GEN BUS,360,013,16,3.750,50.0,50.0,.,.,.,.,.,.
6,GEN BUS,360,014,18,3.639,44.4,38.9,16.7,.,.,.,.,.
7,GEN BUS,360,015,16,3.594,50.0,31.3,12.5,.,6.3,.,.,.
8,GEN BUS,360,016,16,3.688,56.3,25.0,18.8,.,.,.,.,.
9,GEN BUS,360,017,18,3.611,33.3,55.6,11.1,.,.,.,.,.
10,GEN BUS,360,018,18,3.556,33.3,44.4,22.2,.,.,.,.,.
11,GEN BUS,360,019,18,3.611,38.9,44.4,16.7,.,.,.,.,.
12,GEN BUS,360,020,17,3.794,70.6,23.5,.,5.9,.,.,.,.
13,GEN BUS,360,021,18,3.694,50.0,38.9,11.1,.,.,.,.,.
14,GEN BUS,360,023,17,3.706,52.9,35.3,11.8,.,.,.,.,.
15,GEN BUS,360,024,16,3.625,37.5,50.0,12.5,.,.,.,.,.
16,GEN BUS,360,026,18,3.667,38.9,55.6,5.6,.,.,.,.,.
17,GEN BUS,360,027,19,3.658,36.8,57.9,5.3,.,.,.,.,.
18,GEN BUS,360,028,18,3.722,50.0,44.4,5.6,.,.,.,.,.
19,GEN BUS,360,029,15,3.400,33.3,53.3,6.7,.,.,.,6.7,.
21,GEN BUS,365,001,19,3.868,78.9,15.8,5.3,.,.,.,.,.
25,GEN BUS,656,010,64,3.734,54.7,37.5,7.8,.,.,.,.,.
26,GEN BUS,656,011,56,3.625,50.0,37.5,8.9,1.8,.,.,1.8,.
1,GEN&WS,102,001,227,3.788,85.9,6.6,1.3,1.3,1.3,0.4,2.6,.
2,GEN&WS,103,001,477,3.831,80.3,13.0,3.4,1.5,1.3,0.2,0.4,.
3,GEN&WS,103,002,22,4.000,100.0,.,.,.,.,.,.,.
4,GEN&WS,103,003,10,3.278,60.0,10.0,.,.,.,20.0,.,.
5,GEN&WS,103,004,36,3.458,36.1,33.3,19.4,8.3,2.8,.,.,.
7,GEN&WS,134,001,45,3.163,22.2,24.4,33.3,11.1,.,.,4.4,.
8,GEN&WS,144,002,9,3.944,88.9,11.1,.,.,.,.,.,.
9,GEN&WS,200,001,126,3.571,55.6,22.2,11.9,4.8,4.0,1.6,.,.
10,GEN&WS,270,001,14,3.357,64.3,14.3,.,.,7.1,14.3,.,.
11,GEN&WS,305,001,27,3.481,40.7,44.4,7.4,.,3.7,.,3.7,.
13,GEN&WS,326,001,14,3.393,35.7,21.4,28.6,14.3,.,.,.,.
14,GEN&WS,330,001,20,4.000,100.0,.,.,.,.,.,.,.
15,GEN&WS,331,001,37,3.694,75.7,10.8,.,5.4,2.7,.,2.7,.
16,GEN&WS,331,002,20,3.925,90.0,5.0,5.0,.,.,.,.,.
18,GEN&WS,332,001,10,3.800,80.0,.,20.0,.,.,.,.,.
19,GEN&WS,342,001,40,3.449,57.5,15.0,12.5,2.5,2.5,5.0,2.5,.
20,GEN&WS,343,001,43,4.000,95.3,.,.,.,.,.,.,.
21,GEN&WS,344,001,39,3.513,43.6,41.0,2.6,2.6,5.1,.,2.6,.
22,GEN&WS,351,001,44,3.693,50.0,38.6,11.4,.,.,.,.,.
23,GEN&WS,359,001,35,3.900,82.9,14.3,2.9,.,.,.,.,.
24,GEN&WS,374,001,18,3.250,44.4,27.8,11.1,.,5.6,5.6,5.6,.
25,GEN&WS,401,001,16,4.000,100.0,.,.,.,.,.,.,.
26,GEN&WS,410,001,39,3.731,74.4,10.3,10.3,2.6,.,2.6,.,.
27,GEN&WS,418,001,30,3.383,23.3,36.7,33.3,6.7,.,.,.,.
28,GEN&WS,420,001,21,3.500,42.9,28.6,14.3,.,9.5,.,.,4.8
29,GEN&WS,423,001,43,3.845,76.7,16.3,2.3,.,2.3,.,.,.
30,GEN&WS,425,001,11,3.682,54.5,36.4,.,9.1,.,.,.,.
31,GEN&WS,437,001,9,3.500,77.8,11.1,.,.,.,.,11.1,.
32,GEN&WS,449,001,38,3.961,92.1,7.9,.,.,.,.,.,.
33,GEN&WS,449,002,38,3.811,71.1,21.1,2.6,.,2.6,.,.,.
35,GEN&WS,533,002,30,3.633,46.7,40.0,6.7,6.7,.,.,.,.
36,GEN&WS,533,003,23,3.739,56.5,34.8,8.7,.,.,.,.,.
38,GEN&WS,535,001,35,3.929,85.7,14.3,.,.,.,.,.,.
0,GEN&WS,539,001,26,3.269,23.1,34.6,19.2,19.2,3.8,.,.,.
2,GEN&WS,640,001,8,4.000,100.0,.,.,.,.,.,.,.
3,GEN&WS,677,001,8,3.688,50.0,37.5,12.5,.,.,.,.,.
0,GENETICS,133,001,137,3.676,62.8,20.4,10.9,2.9,0.7,0.7,0.7,0.7
1,GENETICS,133,003,101,3.646,65.3,12.9,14.9,1.0,2.0,.,2.0,2.0
3,GENETICS,155,001,59,3.822,89.8,3.4,1.7,1.7,.,1.7,1.7,.
4,GENETICS,155,002,62,3.839,88.7,6.5,1.6,.,.,1.6,1.6,.
24,GENETICS,466,001,151,2.900,21.2,11.9,28.5,9.3,24.5,4.0,.,0.7
25,GENETICS,467,001,112,2.829,19.6,22.3,15.2,13.4,18.8,7.1,2.7,0.9
26,GENETICS,470,001,10,3.722,40.0,50.0,.,.,.,.,.,.
27,GENETICS,520,001,56,3.491,44.6,30.4,14.3,3.6,5.4,1.8,.,.
29,GENETICS,522,002,25,3.920,92.0,4.0,.,4.0,.,.,.,.
31,GENETICS,527,001,41,3.927,92.7,4.9,.,.,2.4,.,.,.
32,GENETICS,545,002,12,3.583,66.7,16.7,8.3,.,.,8.3,.,.
33,GENETICS,565,001,40,3.188,22.5,32.5,22.5,15.0,2.5,5.0,.,.
34,GENETICS,567,001,12,3.917,91.7,.,8.3,.,.,.,.,.
35,GENETICS,570,001,10,3.833,60.0,30.0,.,.,.,.,.,.
36,GENETICS,571,001,9,3.938,77.8,11.1,.,.,.,.,.,.
37,GENETICS,572,001,9,3.500,22.2,44.4,22.2,.,.,.,.,.
38,GENETICS,573,001,9,3.688,55.6,11.1,22.2,.,.,.,.,.
39,GENETICS,588,001,40,3.813,75.0,12.5,12.5,.,.,.,.,.
40,GENETICS,612,001,10,3.750,70.0,10.0,20.0,.,.,.,.,.
0,GENETICS,631,001,27,3.852,85.2,7.4,3.7,.,3.7,.,.,.
14,GENETICS,699,142,12,4.000,100.0,.,.,.,.,.,.,.
0,GEOG,101,001,179,3.440,45.8,21.2,20.1,2.8,3.4,2.8,1.1,1.1
1,GEOG,120,001,106,3.265,14.2,42.5,28.3,2.8,0.9,2.8,0.9,7.5
2,GEOG,127,001,11,3.550,36.4,36.4,9.1,9.1,.,.,.,9.1
3,GEOG,139,001,104,3.609,47.1,22.1,12.5,4.8,1.9,.,.,.
4,GEOG,170,001,257,3.455,46.7,20.6,13.6,5.8,6.2,1.2,0.8,.
5,GEOG,244,001,9,3.833,77.8,11.1,11.1,.,.,.,.,.
7,GEOG,305,001,99,3.527,59.6,15.2,10.1,2.0,3.0,2.0,3.0,.
8,GEOG,311,001,65,3.576,43.1,33.8,7.7,3.1,1.5,.,1.5,7.7
9,GEOG,335,001,11,3.100,9.1,36.4,27.3,.,18.2,.,.,9.1
10,GEOG,337,001,21,3.267,19.0,14.3,28.6,4.8,4.8,.,.,28.6
11,GEOG,338,001,34,3.897,91.2,2.9,2.9,.,2.9,.,.,.
12,GEOG,339,001,40,3.179,17.5,37.5,20.0,12.5,7.5,2.5,.,2.5
13,GEOG,340,001,322,3.408,40.4,12.7,13.7,4.0,3.7,.,3.1,21.1
16,GEOG,370,001,39,3.649,38.5,46.2,10.3,.,.,.,.,5.1
17,GEOG,370,070,14,3.357,78.6,.,7.1,.,.,.,14.3,.
19,GEOG,377,001,61,3.229,32.8,19.7,26.2,8.2,3.3,6.6,.,1.6
20,GEOG,377,070,7,3.286,71.4,.,14.3,.,.,.,14.3,.
22,GEOG,378,001,29,3.724,65.5,20.7,10.3,.,3.4,.,.,.
23,GEOG,378,070,10,3.850,80.0,10.0,10.0,.,.,.,.,.
25,GEOG,439,001,14,3.214,57.1,14.3,14.3,.,.,.,14.3,.
26,GEOG,460,001,11,3.227,27.3,45.5,18.2,.,.,.,9.1,.
27,GEOG,523,001,7,3.929,85.7,14.3,.,.,.,.,.,.
29,GEOG,557,001,6,3.100,50.0,16.7,.,.,.,.,16.7,16.7
30,GEOG,560,001,6,4.000,100.0,.,.,.,.,.,.,.
31,GEOG,565,001,40,3.855,75.0,12.5,7.5,.,.,.,.,.
32,GEOG,572,001,25,3.674,56.0,12.0,24.0,.,.,.,.,4.0
33,GEOG,572,070,9,3.111,77.8,.,.,.,.,.,22.2,.
35,GEOG,574,001,28,3.741,82.1,7.1,.,.,3.6,.,3.6,.
36,GEOG,574,070,8,4.000,100.0,.,.,.,.,.,.,.
38,GEOG,575,070,10,3.600,90.0,.,.,.,.,.,10.0,.
0,GEOG,576,070,13,3.692,69.2,7.7,15.4,7.7,.,.,.,.
1,GEOG,579,001,23,3.543,65.2,8.7,13.0,4.3,4.3,4.3,.,.
2,GEOG,579,070,7,3.929,85.7,14.3,.,.,.,.,.,.
0,GEOSCI,100,001,180,3.525,43.9,31.7,16.1,3.9,2.8,0.6,0.6,.
1,GEOSCI,100,002,180,3.628,57.2,26.1,8.9,2.8,4.4,.,0.6,.
3,GEOSCI,106,001,140,3.657,56.4,30.7,7.1,3.6,0.7,0.7,0.7,.
4,GEOSCI,109,001,149,3.127,12.8,20.8,13.4,14.1,7.4,.,.,30.9
5,GEOSCI,110,001,273,3.190,25.6,25.6,26.0,11.0,6.6,2.2,1.1,1.8
6,GEOSCI,117,001,39,3.667,48.7,38.5,10.3,2.6,.,.,.,.
7,GEOSCI,140,001,119,3.614,52.1,24.4,12.6,4.2,1.7,0.8,.,.
12,GEOSCI,202,001,25,3.000,24.0,20.0,32.0,4.0,12.0,4.0,4.0,.
13,GEOSCI,304,001,13,3.154,23.1,15.4,30.8,30.8,.,.,.,.
14,GEOSCI,331,001,232,3.515,47.4,31.0,9.5,4.7,2.6,1.7,1.3,.
15,GEOSCI,335,001,21,3.250,42.9,23.8,4.8,4.8,14.3,.,4.8,4.8
16,GEOSCI,360,001,22,3.310,40.9,31.8,9.1,.,4.5,4.5,4.5,4.5
20,GEOSCI,431,001,11,3.364,18.2,45.5,27.3,9.1,.,.,.,.
21,GEOSCI,556,001,12,3.833,75.0,16.7,8.3,.,.,.,.,.
25,GEOSCI,627,001,9,3.222,33.3,11.1,33.3,11.1,11.1,.,.,.
0,GERMAN,101,001,19,3.658,73.7,5.3,15.8,.,.,5.3,.,.
1,GERMAN,101,002,19,3.474,47.4,15.8,26.3,5.3,5.3,.,.,.
2,GERMAN,101,003,14,2.750,28.6,14.3,21.4,7.1,7.1,14.3,7.1,.
3,GERMAN,101,004,10,3.300,40.0,30.0,.,10.0,20.0,.,.,.
4,GERMAN,101,005,8,3.313,25.0,50.0,.,12.5,12.5,.,.,.
6,GERMAN,102,001,14,3.393,35.7,21.4,35.7,.,7.1,.,.,.
7,GERMAN,102,002,17,3.441,41.2,41.2,11.8,.,.,.,5.9,.
9,GERMAN,111,001,9,3.722,66.7,11.1,22.2,.,.,.,.,.
10,GERMAN,203,001,10,3.500,40.0,30.0,20.0,10.0,.,.,.,.
11,GERMAN,203,002,14,3.821,85.7,.,7.1,7.1,.,.,.,.
12,GERMAN,203,003,14,3.179,28.6,28.6,21.4,7.1,7.1,7.1,.,.
13,GERMAN,203,004,8,3.188,37.5,12.5,25.0,.,25.0,.,.,.
15,GERMAN,204,001,19,3.737,68.4,15.8,10.5,5.3,.,.,.,.
16,GERMAN,204,002,9,3.556,44.4,22.2,33.3,.,.,.,.,.
19,GERMAN,249,001,9,3.778,66.7,22.2,11.1,.,.,.,.,.
20,GERMAN,249,002,19,3.711,57.9,31.6,5.3,5.3,.,.,.,.
21,GERMAN,249,003,13,3.385,53.8,30.8,.,.,7.7,.,7.7,.
23,GERMAN,258,001,16,3.719,75.0,12.5,.,6.3,6.3,.,.,.
24,GERMAN,258,002,17,3.529,52.9,17.6,17.6,5.9,5.9,.,.,.
26,GERMAN,262,001,8,4.000,100.0,.,.,.,.,.,.,.
27,GERMAN,262,002,15,3.833,80.0,6.7,13.3,.,.,.,.,.
28,GERMAN,262,003,7,3.786,71.4,14.3,14.3,.,.,.,.,.
30,GERMAN,267,001,82,3.896,90.2,6.1,1.2,.,1.2,1.2,.,.
31,GERMAN,267,002,25,3.840,88.0,8.0,.,.,.,4.0,.,.
32,GERMAN,267,003,83,3.849,74.7,20.5,4.8,.,.,.,.,.
33,GERMAN,267,004,26,3.846,84.6,7.7,3.8,.,3.8,.,.,.
35,GERMAN,269,001,7,3.286,57.1,28.6,.,.,.,.,14.3,.
36,GERMAN,276,001,13,3.577,46.2,38.5,.,15.4,.,.,.,.
37,GERMAN,278,001,17,3.559,47.1,29.4,11.8,11.8,.,.,.,.
1,GERMAN,337,001,22,3.864,77.3,18.2,4.5,.,.,.,.,.
2,GERMAN,351,001,20,3.500,50.0,25.0,10.0,5.0,10.0,.,.,.
3,GERMAN,372,001,20,4.000,100.0,.,.,.,.,.,.,.
4,GERMAN,372,002,11,3.773,54.5,45.5,.,.,.,.,.,.
6,GERMAN,391,001,12,4.000,100.0,.,.,.,.,.,.,.
4,GNS,339,001,7,3.571,42.9,28.6,28.6,.,.,.,.,.
0,GREEK,103,001,11,2.955,18.2,9.1,45.5,.,27.3,.,.,.
3,GREEK,520,001,14,3.893,85.7,7.1,7.1,.,.,.,.,.
0,HDFS,174,001,95,3.716,75.8,6.3,12.6,2.1,1.1,1.1,1.1,.
1,HDFS,253,001,134,3.519,59.7,16.4,10.4,3.0,3.0,3.0,2.2,.
2,HDFS,362,001,234,3.713,66.7,17.1,10.3,2.1,2.6,0.4,.,0.4
3,HDFS,363,001,236,3.765,71.6,16.9,6.4,1.7,2.1,.,0.4,.
4,HDFS,363,101,6,2.583,16.7,16.7,33.3,.,16.7,.,16.7,.
6,HDFS,425,001,39,3.855,84.6,5.1,2.6,2.6,2.6,.,.,.
7,HDFS,464,001,27,3.907,92.6,3.7,.,.,3.7,.,.,.
8,HDFS,469,001,39,3.908,84.6,7.7,5.1,.,.,.,.,.
9,HDFS,474,002,40,3.888,85.0,10.0,2.5,2.5,.,.,.,.
10,HDFS,501,002,18,4.000,100.0,.,.,.,.,.,.,.
11,HDFS,516,001,39,3.474,48.7,17.9,17.9,10.3,5.1,.,.,.
12,HDFS,517,001,46,3.717,82.6,4.3,6.5,.,2.2,2.2,2.2,.
13,HDFS,592,011,27,4.000,100.0,.,.,.,.,.,.,.
14,HDFS,601,001,34,3.882,85.3,11.8,.,.,2.9,.,.,.
15,HDFS,650,001,35,3.779,77.1,2.9,11.4,5.7,.,.,.,.
16,HDFS,662,001,8,3.813,75.0,12.5,12.5,.,.,.,.,.
17,HDFS,663,001,31,3.823,90.3,3.2,3.2,.,.,.,3.2,.
0,HEBR-MOD,101,001,12,3.875,83.3,8.3,8.3,.,.,.,.,.
1,HEBR-MOD,201,001,11,3.909,81.8,18.2,.,.,.,.,.,.
2,HEBR-MOD,301,001,8,3.500,50.0,25.0,12.5,.,12.5,.,.,.
0,HIST SCI,150,001,241,3.766,73.0,15.4,2.9,0.8,0.4,0.4,2.1,5.0
1,HIST SCI,160,001,43,3.695,62.8,18.6,7.0,2.3,4.7,.,.,4.7
2,HIST SCI,201,001,155,3.778,69.0,11.0,3.2,0.6,1.3,0.6,1.3,12.3
3,HIST SCI,275,001,26,3.635,57.7,34.6,3.8,.,.,.,3.8,.
4,HIST SCI,301,001,8,3.286,.,62.5,12.5,12.5,.,.,.,.
5,HIST SCI,350,001,11,3.636,36.4,54.5,9.1,.,.,.,.,.
6,HIST SCI,350,002,7,3.786,85.7,.,.,14.3,.,.,.,.
8,HIST SCI,401,001,24,3.625,70.8,4.2,8.3,12.5,4.2,.,.,.
9,HIST SCI,404,001,28,3.111,28.6,14.3,3.6,7.1,3.6,.,7.1,35.7
0,HISTORY,101,001,168,3.183,16.1,32.1,20.2,6.0,7.7,1.2,1.2,15.5
1,HISTORY,102,001,142,3.644,62.0,22.5,7.0,3.5,2.8,2.1,.,.
2,HISTORY,103,001,35,3.583,37.1,31.4,11.4,5.7,.,.,.,11.4
3,HISTORY,104,001,38,3.286,28.9,7.9,26.3,7.9,.,.,2.6,.
4,HISTORY,105,001,38,3.77,78.9,7.9,5.3,.,2.6,2.6,.,2.6
5,HISTORY,107,001,13,3.462,61.5,7.7,.,23.1,7.7,.,.,.
6,HISTORY,115,001,71,3.064,18.3,31.0,23.9,12.7,7.0,2.8,2.8,.
7,HISTORY,119,001,73,3.91,80.8,6.8,2.7,1.4,.,.,.,8.2
8,HISTORY,120,001,144,3.392,19.4,45.1,19.4,8.3,.,0.7,.,6.3
9,HISTORY,130,001,75,3.45,52.0,20.0,9.3,2.7,2.7,4.0,2.7,6.7
10,HISTORY,134,001,19,3.474,36.8,31.6,26.3,.,5.3,.,.,.
11,HISTORY,136,001,138,3.6,52.9,32.6,5.8,0.7,2.9,1.4,1.4,2.2
12,HISTORY,139,001,82,3.697,43.9,25.6,9.8,1.2,.,.,.,19.5
13,HISTORY,142,001,39,3.894,76.9,2.6,2.6,.,2.6,.,.,15.4
14,HISTORY,151,001,57,3.737,71.9,17.5,5.3,.,3.5,1.8,.,.
15,HISTORY,160,001,90,3.866,78.9,3.3,5.6,3.3,.,.,.,8.9
16,HISTORY,200,001,16,4.0,100.0,.,.,.,.,.,.,.
17,HISTORY,200,002,19,3.868,78.9,15.8,5.3,.,.,.,.,.
18,HISTORY,200,003,16,4.0,100.0,.,.,.,.,.,.,.
19,HISTORY,200,004,15,3.567,26.7,66.7,.,6.7,.,.,.,.
20,HISTORY,200,006,15,4.0,100.0,.,.,.,.,.,.,.
21,HISTORY,200,008,14,3.231,21.4,28.6,35.7,.,.,7.1,.,.
22,HISTORY,200,009,43,3.595,72.1,7.0,7.0,7.0,.,.,4.7,2.3
23,HISTORY,200,010,51,3.52,68.6,5.9,7.8,7.8,5.9,2.0,2.0,.
24,HISTORY,200,011,50,3.739,74.0,10.0,.,2.0,2.0,4.0,.,2.0
25,HISTORY,200,012,68,3.396,63.2,10.3,4.4,2.9,10.3,4.4,2.9,1.5
27,HISTORY,201,001,58,3.57,44.8,31.0,15.5,5.2,1.7,.,.,.
28,HISTORY,201,004,38,3.703,65.8,21.1,7.9,.,.,.,2.6,.
29,HISTORY,201,005,14,3.5,28.6,42.9,28.6,.,.,.,.,.
30,HISTORY,201,007,14,3.321,64.3,7.1,14.3,.,.,7.1,7.1,.
31,HISTORY,201,009,13,3.615,38.5,46.2,15.4,.,.,.,.,.
32,HISTORY,201,010,13,3.417,61.5,7.7,7.7,7.7,.,.,7.7,.
33,HISTORY,201,011,13,3.654,46.2,38.5,15.4,.,.,.,.,.
34,HISTORY,201,012,13,3.692,53.8,30.8,15.4,.,.,.,.,.
35,HISTORY,201,014,40,3.538,37.5,35.0,25.0,2.5,.,.,.,.
36,HISTORY,201,015,14,3.393,28.6,28.6,35.7,7.1,.,.,.,.
37,HISTORY,201,016,15,3.167,73.3,6.7,.,.,.,.,20.0,.
38,HISTORY,201,017,11,3.182,36.4,18.2,36.4,.,.,.,9.1,.
0,HISTORY,209,001,40,3.625,30.0,17.5,10.0,2.5,.,.,.,40.0
1,HISTORY,219,001,40,3.742,62.5,10.0,2.5,2.5,5.0,.,.,17.5
2,HISTORY,221,001,73,3.405,12.3,9.6,2.7,2.7,.,.,1.4,71.2
3,HISTORY,225,001,14,3.393,35.7,50.0,7.1,.,.,.,7.1,.
4,HISTORY,243,001,18,3.625,38.9,11.1,11.1,5.6,.,.,.,33.3
5,HISTORY,244,001,29,3.593,72.4,6.9,.,6.9,.,3.4,3.4,6.9
6,HISTORY,255,001,31,3.742,74.2,16.1,3.2,3.2,.,3.2,.,.
7,HISTORY,261,001,14,3.107,7.1,28.6,50.0,7.1,7.1,.,.,.
8,HISTORY,264,001,7,3.929,85.7,14.3,.,.,.,.,.,.
10,HISTORY,275,001,19,4.000,100.0,.,.,.,.,.,.,.
11,HISTORY,277,001,37,3.548,16.2,32.4,5.4,2.7,.,.,.,43.2
12,HISTORY,300,001,37,3.593,81.1,.,8.1,.,2.7,.,8.1,.
13,HISTORY,303,001,74,3.644,48.6,24.3,12.2,1.4,2.7,.,.,10.8
14,HISTORY,319,001,69,3.725,58.0,10.1,.,1.4,1.4,1.4,1.4,26.1
15,HISTORY,328,001,15,2.889,6.7,20.0,20.0,6.7,.,.,6.7,40.0
16,HISTORY,337,001,10,4.000,100.0,.,.,.,.,.,.,.
17,HISTORY,340,001,18,3.944,88.9,11.1,.,.,.,.,.,.
18,HISTORY,340,002,21,3.810,71.4,23.8,.,4.8,.,.,.,.
20,HISTORY,341,001,30,3.630,40.0,40.0,6.7,.,3.3,.,.,10.0
21,HISTORY,345,001,77,3.194,22.1,20.8,10.4,1.3,3.9,.,5.2,31.2
22,HISTORY,347,001,21,3.619,57.1,14.3,23.8,4.8,.,.,.,.
23,HISTORY,357,001,68,3.309,41.2,25.0,19.1,7.4,1.5,.,5.9,.
24,HISTORY,360,001,9,3.278,11.1,55.6,22.2,.,11.1,.,.,.
25,HISTORY,366,002,64,3.788,46.9,7.8,4.7,3.1,.,.,.,37.5
26,HISTORY,370,001,18,3.500,22.2,33.3,22.2,.,.,.,.,22.2
27,HISTORY,400,001,11,3.955,90.9,9.1,.,.,.,.,.,.
28,HISTORY,401,001,14,3.893,85.7,7.1,7.1,.,.,.,.,.
29,HISTORY,401,002,6,3.917,83.3,16.7,.,.,.,.,.,.
31,HISTORY,412,001,33,3.727,57.6,36.4,3.0,.,3.0,.,.,.
32,HISTORY,424,001,57,3.645,54.4,28.1,10.5,1.8,.,.,1.8,.
33,HISTORY,434,001,41,3.550,56.1,24.4,7.3,4.9,.,2.4,2.4,.
34,HISTORY,460,001,27,3.786,55.6,14.8,3.7,3.7,.,.,.,22.2
35,HISTORY,476,001,31,3.932,61.3,9.7,.,.,.,.,.,29.0
36,HISTORY,490,001,18,3.833,50.0,11.1,5.6,.,.,.,.,33.3
37,HISTORY,500,002,13,4.000,84.6,.,.,.,.,.,.,7.7
0,HISTORY,500,003,10,3.833,70.0,10.0,10.0,.,.,.,.,10.0
1,HISTORY,500,004,10,3.800,70.0,20.0,10.0,.,.,.,.,.
2,HISTORY,500,005,7,3.929,85.7,14.3,.,.,.,.,.,.
4,HISTORY,515,001,12,4.000,100.0,.,.,.,.,.,.,.
5,HISTORY,560,001,12,3.625,83.3,8.3,.,.,.,.,8.3,.
6,HISTORY,600,001,9,3.389,66.7,11.1,.,.,11.1,11.1,.,.
7,HISTORY,600,005,12,4.000,100.0,.,.,.,.,.,.,.
8,HISTORY,600,006,22,3.955,90.9,9.1,.,.,.,.,.,.
9,HISTORY,600,007,11,3.500,27.3,45.5,27.3,.,.,.,.,.
10,HISTORY,600,008,15,3.733,80.0,.,13.3,.,6.7,.,.,.
12,HISTORY,628,001,6,3.083,50.0,16.7,16.7,.,.,.,16.7,.
14,HISTORY,680,001,15,4.000,100.0,.,.,.,.,.,.,.
0,HORT,120,001,76,3.676,68.4,14.5,5.3,6.6,.,1.3,1.3,.
1,HORT,121,001,31,4.000,87.1,.,.,.,.,.,.,12.9
2,HORT,234,001,13,2.417,.,.,46.2,.,38.5,7.7,.,7.7
3,HORT,261,001,36,3.052,33.3,8.3,19.4,5.6,5.6,.,8.3,19.4
4,HORT,262,001,10,3.750,60.0,30.0,10.0,.,.,.,.,.
8,HORT,301,001,9,3.625,44.4,22.2,22.2,.,.,.,.,.
9,HORT,320,001,13,3.692,61.5,15.4,23.1,.,.,.,.,.
10,HORT,333,001,16,3.969,93.8,6.3,.,.,.,.,.,.
12,HORT,350,001,80,3.107,23.8,21.3,17.5,15.0,5.0,2.5,2.5,11.3
13,HORT,351,001,19,3.368,47.4,42.1,.,.,.,.,10.5,.
14,HORT,370,001,25,3.180,40.0,4.0,24.0,16.0,16.0,.,.,.
15,HORT,376,001,29,3.914,89.7,3.4,6.9,.,.,.,.,.
16,HORT,501,001,14,3.167,28.6,21.4,14.3,7.1,7.1,7.1,.,14.3
0,I SY E,1,001,14,3.857,85.7,.,14.3,.,.,.,.,.
1,I SY E,210,001,67,3.642,50.7,31.3,13.4,4.5,.,.,.,.
2,I SY E,312,001,48,3.917,89.6,4.2,6.3,.,.,.,.,.
3,I SY E,313,001,77,3.331,27.3,35.1,22.1,10.4,3.9,1.3,.,.
4,I SY E,315,001,56,3.518,41.1,35.7,12.5,7.1,3.6,.,.,.
5,I SY E,320,001,66,3.076,25.8,21.2,19.7,18.2,10.6,4.5,.,.
6,I SY E,321,001,25,2.900,20.0,24.0,20.0,12.0,12.0,12.0,.,.
7,I SY E,321,002,18,3.222,33.3,11.1,27.8,22.2,5.6,.,.,.
8,I SY E,321,003,23,3.152,26.1,26.1,13.0,21.7,13.0,.,.,.
10,I SY E,323,001,55,2.864,18.2,16.4,25.5,7.3,29.1,3.6,.,.
11,I SY E,348,002,15,4.000,100.0,.,.,.,.,.,.,.
12,I SY E,348,003,15,4.000,100.0,.,.,.,.,.,.,.
13,I SY E,348,004,11,3.955,90.9,9.1,.,.,.,.,.,.
15,I SY E,349,001,74,3.885,78.4,20.3,1.4,.,.,.,.,.
16,I SY E,350,001,51,3.961,94.1,3.9,2.0,.,.,.,.,.
17,I SY E,412,001,66,3.811,80.3,9.1,6.1,1.5,3.0,.,.,.
18,I SY E,415,001,22,3.477,27.3,50.0,13.6,9.1,.,.,.,.
19,I SY E,417,001,24,3.152,41.7,12.5,8.3,16.7,8.3,8.3,.,4.2
20,I SY E,450,001,44,3.909,81.8,18.2,.,.,.,.,.,.
21,I SY E,510,001,14,3.714,71.4,7.1,14.3,7.1,.,.,.,.
22,I SY E,512,001,26,3.750,61.5,26.9,11.5,.,.,.,.,.
23,I SY E,515,001,46,3.913,84.8,13.0,2.2,.,.,.,.,.
24,I SY E,516,001,30,3.800,70.0,20.0,10.0,.,.,.,.,.
27,I SY E,517,001,17,3.853,76.5,17.6,5.9,.,.,.,.,.
28,I SY E,517,002,7,3.143,42.9,28.6,14.3,.,.,.,14.3,.
31,I SY E,520,001,26,3.942,88.5,11.5,.,.,.,.,.,.
32,I SY E,520,002,6,3.917,83.3,16.7,.,.,.,.,.,.
34,I SY E,521,001,42,3.583,38.1,40.5,21.4,.,.,.,.,.
35,I SY E,521,002,9,3.667,55.6,22.2,22.2,.,.,.,.,.
37,I SY E,524,001,21,3.167,33.3,23.8,14.3,19.0,.,9.5,.,.
38,I SY E,525,001,9,3.333,44.4,.,44.4,.,11.1,.,.,.
39,I SY E,549,001,56,4.000,100.0,.,.,.,.,.,.,.
0,I SY E,555,001,25,4.000,96.0,.,.,.,.,.,.,.
3,I SY E,602,001,28,3.679,50.0,35.7,14.3,.,.,.,.,.
4,I SY E,603,001,17,3.471,47.1,11.8,29.4,11.8,.,.,.,.
5,I SY E,604,001,8,3.500,75.0,.,12.5,.,.,12.5,.,.
9,I SY E,618,003,20,3.925,90.0,5.0,5.0,.,.,.,.,.
13,I SY E,645,001,30,3.667,46.7,40.0,13.3,.,.,.,.,.
14,I SY E,662,001,23,4.000,100.0,.,.,.,.,.,.,.
0,ILS,126,001,22,3.409,54.5,9.1,22.7,.,9.1,4.5,.,.
1,ILS,138,001,19,4.000,100.0,.,.,.,.,.,.,.
2,ILS,138,002,19,4.000,100.0,.,.,.,.,.,.,.
3,ILS,138,003,17,3.794,76.5,5.9,17.6,.,.,.,.,.
4,ILS,138,004,19,3.974,94.7,5.3,.,.,.,.,.,.
