,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
4,ACCT I S,340,002,39,3.359,33.3,10.3,51.3,5.1,.,.,.,.
5,ACCT I S,340,003,40,3.238,17.5,27.5,45.0,5.0,5.0,.,.,.
7,ACCT I S,406,001,33,3.424,45.5,12.1,27.3,12.1,3.0,.,.,.
8,ACCT I S,406,002,34,3.412,26.5,29.4,44.1,.,.,.,.,.
10,ACCT I S,603,001,17,3.794,64.7,29.4,5.9,.,.,.,.,.
11,ACCT I S,603,002,25,3.740,60.0,28.0,12.0,.,.,.,.,.
12,ACCT I S,603,003,24,3.646,37.5,54.2,8.3,.,.,.,.,.
14,ACCT I S,620,001,38,3.053,7.9,26.3,36.8,26.3,2.6,.,.,.
15,ACCT I S,620,002,41,3.366,24.4,36.6,29.3,7.3,2.4,.,.,.
17,ACCT I S,621,001,32,3.141,15.6,15.6,50.0,18.8,.,.,.,.
18,ACCT I S,621,002,28,3.214,21.4,32.1,21.4,17.9,7.1,.,.,.
20,ACCT I S,630,001,31,3.871,80.6,12.9,6.5,.,.,.,.,.
21,ACCT I S,630,002,30,3.483,46.7,13.3,33.3,3.3,3.3,.,.,.
22,ACCT I S,630,003,24,3.729,66.7,12.5,20.8,.,.,.,.,.
24,ACCT I S,640,001,34,3.897,91.2,2.9,.,5.9,.,.,.,.
25,ACCT I S,640,002,29,3.931,86.2,13.8,.,.,.,.,.,.
26,ACCT I S,640,003,18,3.861,83.3,11.1,.,5.6,.,.,.,.
2,ACT SCI,303,001,41,3.207,26.8,24.4,24.4,12.2,12.2,.,.,.
5,ACT SCI,365,001,17,3.647,70.6,.,17.6,11.8,.,.,.,.
6,ACT SCI,650,001,41,3.146,31.7,26.8,17.1,2.4,17.1,2.4,2.4,.
7,ACT SCI,651,001,23,3.196,34.8,17.4,21.7,13.0,8.7,4.3,.,.
8,ACT SCI,652,001,20,3.075,30.0,25.0,25.0,.,10.0,5.0,5.0,.
9,ACT SCI,652,002,20,3.250,40.0,20.0,15.0,10.0,10.0,5.0,.,.
11,ACT SCI,653,001,22,3.250,27.3,22.7,36.4,9.1,.,4.5,.,.
12,ACT SCI,655,001,24,3.396,37.5,33.3,20.8,4.2,.,.,4.2,.
0,AFRICAN,100,001,87,3.672,70.1,11.5,9.2,5.7,1.1,2.3,.,.
1,AFRICAN,201,001,21,3.381,47.6,19.0,9.5,9.5,14.3,.,.,.
2,AFRICAN,202,001,14,3.571,28.6,57.1,14.3,.,.,.,.,.
3,AFRICAN,202,002,19,3.944,84.2,10.5,.,.,.,.,.,.
5,AFRICAN,204,001,20,3.632,40.0,45.0,5.0,5.0,.,.,.,.
6,AFRICAN,210,001,23,3.591,56.5,17.4,8.7,8.7,4.3,.,.,.
7,AFRICAN,210,002,25,3.600,48.0,36.0,8.0,4.0,4.0,.,.,.
8,AFRICAN,210,003,28,3.538,53.6,17.9,14.3,3.6,.,.,3.6,.
9,AFRICAN,210,004,20,3.350,45.0,20.0,20.0,10.0,.,.,5.0,.
10,AFRICAN,210,005,26,3.885,84.6,7.7,7.7,.,.,.,.,.
11,AFRICAN,210,006,24,3.854,75.0,20.8,4.2,.,.,.,.,.
12,AFRICAN,210,007,17,3.206,52.9,17.6,11.8,.,5.9,.,11.8,.
14,AFRICAN,212,001,24,3.804,87.5,4.2,.,.,.,.,4.2,4.2
15,AFRICAN,231,001,11,3.727,54.5,36.4,9.1,.,.,.,.,.
16,AFRICAN,233,001,10,3.700,40.0,60.0,.,.,.,.,.,.
17,AFRICAN,275,001,15,3.600,53.3,26.7,6.7,13.3,.,.,.,.
18,AFRICAN,277,001,8,3.063,12.5,37.5,25.0,.,25.0,.,.,.
19,AFRICAN,303,001,24,3.563,37.5,45.8,12.5,.,4.2,.,.,.
20,AFRICAN,321,002,13,2.923,38.5,23.1,.,23.1,.,.,15.4,.
21,AFRICAN,321,003,14,3.143,64.3,7.1,.,7.1,7.1,.,14.3,.
23,AFRICAN,323,001,7,2.857,14.3,14.3,28.6,14.3,28.6,.,.,.
26,AFRICAN,329,001,6,3.700,33.3,50.0,.,.,.,.,.,.
27,AFRICAN,331,002,9,4.000,100.0,.,.,.,.,.,.,.
31,AFRICAN,371,002,7,3.357,71.4,14.3,.,.,.,.,14.3,.
38,AFRICAN,405,001,12,3.458,75.0,.,8.3,8.3,.,.,8.3,.
0,AFROAMER,154,001,174,3.929,86.8,6.9,3.4,.,.,.,.,2.3
1,AFROAMER,156,001,266,3.918,84.6,11.3,1.9,0.4,.,.,.,1.9
2,AFROAMER,225,001,30,3.950,90.0,10.0,.,.,.,.,.,.
3,AFROAMER,231,001,90,3.805,82.2,4.4,5.6,.,2.2,2.2,.,.
4,AFROAMER,233,001,14,3.607,42.9,35.7,21.4,.,.,.,.,.
5,AFROAMER,242,001,23,3.870,87.0,.,13.0,.,.,.,.,.
7,AFROAMER,271,001,22,3.947,77.3,9.1,.,.,.,.,.,4.5
8,AFROAMER,271,002,20,3.294,30.0,20.0,15.0,10.0,10.0,.,.,.
9,AFROAMER,271,003,32,3.859,93.8,3.1,.,.,.,.,3.1,.
11,AFROAMER,272,001,28,3.976,71.4,3.6,.,.,.,.,.,25.0
12,AFROAMER,275,001,33,3.424,48.5,30.3,6.1,6.1,3.0,3.0,3.0,.
13,AFROAMER,277,001,7,3.417,14.3,42.9,28.6,.,.,.,.,14.3
14,AFROAMER,318,001,20,3.895,85.0,.,10.0,.,.,.,.,.
15,AFROAMER,319,001,7,3.643,57.1,28.6,.,14.3,.,.,.,.
16,AFROAMER,326,001,6,2.833,.,16.7,50.0,16.7,16.7,.,.,.
17,AFROAMER,333,001,11,3.455,27.3,45.5,18.2,9.1,.,.,.,.
18,AFROAMER,338,001,21,3.905,81.0,19.0,.,.,.,.,.,.
19,AFROAMER,347,001,10,3.800,60.0,40.0,.,.,.,.,.,.
20,AFROAMER,525,001,12,3.375,75.0,8.3,.,.,.,8.3,8.3,.
21,AFROAMER,671,001,6,3.333,16.7,33.3,50.0,.,.,.,.,.
22,AFROAMER,671,003,10,3.550,30.0,50.0,20.0,.,.,.,.,.
0,AGROECOL,103,002,68,3.577,57.4,19.1,10.3,2.9,2.9,1.5,1.5,.
0,AGRONOMY,100,001,56,3.764,66.1,23.2,3.6,5.4,.,.,.,.
1,AGRONOMY,103,002,57,3.614,57.9,21.1,10.5,7.0,3.5,.,.,.
2,AGRONOMY,203,001,42,3.774,73.8,11.9,11.9,.,2.4,.,.,.
7,AGRONOMY,302,001,10,3.800,70.0,20.0,10.0,.,.,.,.,.
8,AGRONOMY,340,001,8,3.000,50.0,.,12.5,.,25.0,12.5,.,.
9,AGRONOMY,370,001,123,4.000,100.0,.,.,.,.,.,.,.
11,AGRONOMY,376,001,15,3.933,86.7,13.3,.,.,.,.,.,.
0,AMER IND,100,001,334,3.658,59.3,25.7,6.6,3.6,2.4,0.6,0.6,1.2
1,AMER IND,172,001,14,3.462,50.0,28.6,7.1,.,.,.,7.1,7.1
2,AMER IND,246,001,17,3.941,94.1,.,5.9,.,.,.,.,.
3,AMER IND,250,001,39,3.237,12.8,38.5,28.2,17.9,.,.,.,.
4,AMER IND,301,001,8,4.000,87.5,.,.,.,.,.,.,.
5,AMER IND,303,001,10,4.000,100.0,.,.,.,.,.,.,.
6,AMER IND,303,002,6,4.000,100.0,.,.,.,.,.,.,.
8,AMER IND,306,001,69,3.566,43.5,42.0,7.2,2.9,.,1.4,1.4,1.4
9,AMER IND,308,001,7,3.833,71.4,.,14.3,.,.,.,.,.
10,AMER IND,330,001,20,3.853,65.0,15.0,5.0,.,.,.,.,.
11,AMER IND,341,001,7,3.000,14.3,42.9,.,14.3,28.6,.,.,.
12,AMER IND,345,001,7,3.500,28.6,42.9,28.6,.,.,.,.,.
13,AMER IND,371,001,12,3.583,83.3,.,8.3,.,.,.,8.3,.
14,AMER IND,437,001,9,3.500,77.8,11.1,.,.,.,.,11.1,.
15,AMER IND,450,001,11,3.500,72.7,.,9.1,.,.,.,9.1,9.1
16,AMER IND,450,002,9,3.667,44.4,44.4,11.1,.,.,.,.,.
0,AN SCI,101,001,114,3.075,24.6,16.7,28.1,19.3,7.0,4.4,.,.
1,AN SCI,102,001,36,3.958,94.4,2.8,2.8,.,.,.,.,.
2,AN SCI,102,002,34,3.897,85.3,8.8,5.9,.,.,.,.,.
3,AN SCI,102,003,29,3.793,82.8,6.9,3.4,.,6.9,.,.,.
5,AN SCI,135,001,70,3.986,97.1,2.9,.,.,.,.,.,.
6,AN SCI,200,001,131,3.178,35.9,16.8,19.1,9.2,14.5,1.5,1.5,0.8
7,AN SCI,245,001,53,3.520,45.3,26.4,9.4,13.2,1.9,.,.,3.8
12,AN SCI,305,001,32,3.156,25.0,12.5,46.9,.,15.6,.,.,.
13,AN SCI,336,001,39,4.000,100.0,.,.,.,.,.,.,.
14,AN SCI,366,001,22,3.659,45.5,40.9,13.6,.,.,.,.,.
15,AN SCI,370,001,32,3.516,25.0,56.3,15.6,3.1,.,.,.,.
18,AN SCI,415,001,9,4.000,88.9,.,.,.,.,.,.,11.1
19,AN SCI,434,001,36,2.694,13.9,16.7,13.9,33.3,13.9,2.8,5.6,.
20,AN SCI,435,001,25,3.860,76.0,20.0,4.0,.,.,.,.,.
21,AN SCI,610,001,6,4.000,50.0,.,.,.,.,.,.,50.0
23,AN SCI,699,001,7,4.000,100.0,.,.,.,.,.,.,.
0,ANAT&PHY,235,001,76,3.02,18.4,26.3,22.4,17.1,13.2,.,2.6,.
1,ANAT&PHY,335,001,45,3.133,44.4,6.7,24.4,6.7,6.7,8.9,2.2,.
2,ANAT&PHY,335,002,47,3.191,44.7,14.9,12.8,2.1,19.1,6.4,.,.
3,ANAT&PHY,335,003,50,3.15,40.0,14.0,24.0,8.0,2.0,10.0,2.0,.
4,ANAT&PHY,335,004,49,2.99,34.7,8.2,24.5,6.1,16.3,10.2,.,.
5,ANAT&PHY,335,005,44,3.091,36.4,9.1,29.5,4.5,13.6,4.5,2.3,.
6,ANAT&PHY,335,006,48,2.906,37.5,4.2,20.8,6.3,16.7,14.6,.,.
7,ANAT&PHY,335,007,44,3.045,31.8,11.4,29.5,6.8,13.6,4.5,2.3,.
8,ANAT&PHY,335,008,42,3.0,31.0,7.1,35.7,7.1,7.1,11.9,.,.
9,ANAT&PHY,335,009,45,3.114,28.9,20.0,20.0,15.6,6.7,6.7,.,.
10,ANAT&PHY,335,010,47,3.202,36.2,19.1,21.3,8.5,8.5,6.4,.,.
11,ANAT&PHY,335,011,47,2.851,29.8,8.5,17.0,12.8,23.4,6.4,2.1,.
12,ANAT&PHY,335,012,49,3.184,46.9,10.2,20.4,2.0,10.2,8.2,2.0,.
14,ANAT&PHY,337,001,141,3.043,34.0,23.4,7.8,10.6,15.6,5.0,3.5,.
15,ANAT&PHY,337,002,135,3.063,28.9,21.5,16.3,13.3,12.6,5.9,0.7,.
16,ANAT&PHY,337,003,73,2.555,8.2,19.2,17.8,15.1,24.7,15.1,.,.
17,ANAT&PHY,337,004,71,2.563,11.3,11.3,16.9,19.7,33.8,4.2,2.8,.
19,ANAT&PHY,338,001,31,3.355,51.6,16.1,9.7,9.7,9.7,.,3.2,.
20,ANAT&PHY,338,002,31,3.306,38.7,16.1,25.8,6.5,12.9,.,.,.
21,ANAT&PHY,338,003,27,3.37,48.1,14.8,25.9,.,3.7,7.4,.,.
22,ANAT&PHY,338,004,22,3.25,36.4,22.7,22.7,9.1,4.5,.,4.5,.
23,ANAT&PHY,338,005,25,3.4,56.0,8.0,12.0,8.0,16.0,.,.,.
24,ANAT&PHY,338,006,23,3.587,52.2,21.7,17.4,8.7,.,.,.,.
25,ANAT&PHY,338,007,28,3.0,28.6,25.0,10.7,10.7,14.3,10.7,.,.
26,ANAT&PHY,338,008,23,3.13,30.4,26.1,21.7,.,17.4,.,4.3,.
28,ANAT&PHY,399,001,9,4.0,100.0,.,.,.,.,.,.,.
29,ANAT&PHY,699,005,13,4.0,100.0,.,.,.,.,.,.,.
0,ANTHRO,100,001,55,3.491,54.5,21.8,10.9,7.3,.,3.6,1.8,.
1,ANTHRO,100,002,53,3.208,30.2,26.4,18.9,11.3,9.4,3.8,.,.
3,ANTHRO,102,001,160,3.566,51.3,20.0,14.4,4.4,3.1,1.3,.,.
4,ANTHRO,104,001,380,3.809,82.9,8.9,2.9,1.3,2.6,0.8,0.5,.
5,ANTHRO,104,002,402,3.797,78.9,12.4,4.7,1.2,1.7,.,1.0,.
6,ANTHRO,104,007,16,3.656,62.5,12.5,18.8,6.3,.,.,.,.
7,ANTHRO,104,011,21,3.905,95.2,.,.,.,4.8,.,.,.
8,ANTHRO,104,018,20,3.975,95.0,5.0,.,.,.,.,.,.
9,ANTHRO,104,031,13,3.731,76.9,7.7,.,15.4,.,.,.,.
10,ANTHRO,104,032,18,3.861,83.3,11.1,.,5.6,.,.,.,.
11,ANTHRO,104,033,22,3.886,86.4,9.1,.,4.5,.,.,.,.
12,ANTHRO,104,039,10,3.700,70.0,10.0,10.0,10.0,.,.,.,.
14,ANTHRO,105,001,275,3.407,38.2,33.1,11.6,8.7,6.2,1.8,.,.
15,ANTHRO,105,002,273,3.458,38.8,37.4,9.9,7.0,4.8,1.8,.,.
16,ANTHRO,105,011,17,3.882,82.4,11.8,5.9,.,.,.,.,.
18,ANTHRO,212,001,64,3.804,75.0,4.7,3.1,1.6,.,3.1,.,12.5
19,ANTHRO,260,001,9,3.333,33.3,22.2,22.2,22.2,.,.,.,.
20,ANTHRO,277,001,17,3.029,23.5,35.3,5.9,17.6,11.8,.,5.9,.
21,ANTHRO,300,001,37,3.943,83.8,10.8,.,.,.,.,.,.
22,ANTHRO,303,001,10,2.900,30.0,.,30.0,.,40.0,.,.,.
23,ANTHRO,321,001,25,2.900,28.0,4.0,16.0,4.0,24.0,.,4.0,16.0
24,ANTHRO,330,001,17,4.000,94.1,.,.,.,.,.,.,5.9
25,ANTHRO,339,001,51,3.908,86.3,5.9,2.0,.,2.0,.,.,3.9
27,ANTHRO,405,001,13,3.731,69.2,7.7,23.1,.,.,.,.,.
28,ANTHRO,410,001,14,3.385,42.9,7.1,28.6,7.1,7.1,.,.,7.1
29,ANTHRO,437,001,10,3.800,70.0,20.0,10.0,.,.,.,.,.
30,ANTHRO,456,001,12,4.000,91.7,.,.,.,.,.,.,8.3
31,ANTHRO,458,001,39,3.158,28.2,20.5,25.6,10.3,7.7,5.1,.,2.6
34,ANTHRO,490,001,13,3.731,76.9,7.7,7.7,.,7.7,.,.,.
35,ANTHRO,490,002,7,3.929,85.7,14.3,.,.,.,.,.,.
37,ANTHRO,570,001,8,3.938,87.5,12.5,.,.,.,.,.,.
0,ANTHRO,668,001,8,3.357,62.5,12.5,.,.,.,.,12.5,.
0,ART,100,001,22,3.977,95.5,4.5,.,.,.,.,.,.
1,ART,100,002,21,3.952,95.2,.,4.8,.,.,.,.,.
2,ART,100,003,21,3.786,90.5,4.8,.,.,.,.,4.8,.
3,ART,100,004,20,4.0,100.0,.,.,.,.,.,.,.
4,ART,100,005,12,4.0,91.7,.,.,.,.,.,.,.
5,ART,100,006,19,3.947,89.5,10.5,.,.,.,.,.,.
6,ART,100,007,20,3.975,95.0,5.0,.,.,.,.,.,.
7,ART,100,008,19,4.0,100.0,.,.,.,.,.,.,.
8,ART,100,009,20,3.875,85.0,10.0,.,5.0,.,.,.,.
9,ART,100,010,17,3.735,82.4,.,5.9,5.9,5.9,.,.,.
10,ART,100,011,19,3.895,84.2,10.5,5.3,.,.,.,.,.
11,ART,100,012,19,3.632,73.7,10.5,10.5,.,.,.,5.3,.
12,ART,100,013,18,3.722,61.1,33.3,.,.,5.6,.,.,.
13,ART,100,014,16,3.969,93.8,6.3,.,.,.,.,.,.
14,ART,100,015,19,4.0,100.0,.,.,.,.,.,.,.
15,ART,100,016,20,3.725,90.0,.,.,5.0,.,.,5.0,.
16,ART,100,017,19,3.947,94.7,.,5.3,.,.,.,.,.
17,ART,100,018,18,3.917,94.4,.,.,5.6,.,.,.,.
18,ART,100,019,20,3.925,90.0,5.0,5.0,.,.,.,.,.
19,ART,100,020,19,3.921,89.5,5.3,5.3,.,.,.,.,.
20,ART,100,021,19,3.921,89.5,5.3,5.3,.,.,.,.,.
21,ART,100,022,20,3.8,90.0,.,5.0,.,.,5.0,.,.
22,ART,100,023,20,3.7,80.0,.,15.0,.,.,5.0,.,.
23,ART,100,024,18,4.0,100.0,.,.,.,.,.,.,.
24,ART,100,025,20,3.95,90.0,10.0,.,.,.,.,.,.
25,ART,100,026,21,3.619,90.5,.,.,.,.,.,9.5,.
26,ART,100,027,21,3.833,81.0,9.5,4.8,4.8,.,.,.,.
27,ART,100,028,22,4.0,100.0,.,.,.,.,.,.,.
28,ART,100,029,18,3.667,88.9,.,.,.,5.6,.,5.6,.
30,ART,102,001,19,3.895,89.5,5.3,.,5.3,.,.,.,.
31,ART,102,002,19,3.921,84.2,15.8,.,.,.,.,.,.
32,ART,102,003,18,3.5,77.8,.,5.6,.,11.1,.,5.6,.
33,ART,102,004,20,3.925,90.0,5.0,5.0,.,.,.,.,.
34,ART,102,005,17,3.941,94.1,.,5.9,.,.,.,.,.
35,ART,102,006,20,3.85,80.0,15.0,.,5.0,.,.,.,.
37,ART,104,001,17,3.824,82.4,5.9,5.9,5.9,.,.,.,.
38,ART,104,002,18,3.861,88.9,5.6,.,.,5.6,.,.,.
39,ART,104,004,16,4.0,100.0,.,.,.,.,.,.,.
40,ART,104,005,17,4.0,100.0,.,.,.,.,.,.,.
42,ART,107,001,146,3.897,89.7,5.5,1.4,2.7,.,0.7,.,.
0,ART,108,001,153,3.763,74.5,13.1,4.6,5.2,1.3,0.7,.,.
1,ART,112,003,15,3.833,80.0,6.7,13.3,.,.,.,.,.
2,ART,112,004,18,3.806,88.9,.,.,5.6,5.6,.,.,.
3,ART,112,005,17,3.824,82.4,11.8,.,.,5.9,.,.,.
4,ART,112,006,16,3.750,75.0,6.3,12.5,6.3,.,.,.,.
5,ART,112,007,16,3.750,75.0,.,25.0,.,.,.,.,.
7,ART,176,001,14,3.929,85.7,14.3,.,.,.,.,.,.
8,ART,176,002,15,3.967,93.3,6.7,.,.,.,.,.,.
9,ART,176,003,11,4.000,100.0,.,.,.,.,.,.,.
10,ART,176,004,13,4.000,100.0,.,.,.,.,.,.,.
11,ART,176,005,13,3.962,92.3,7.7,.,.,.,.,.,.
13,ART,212,001,20,4.000,100.0,.,.,.,.,.,.,.
14,ART,212,002,20,4.000,100.0,.,.,.,.,.,.,.
15,ART,212,003,19,3.842,84.2,10.5,.,.,5.3,.,.,.
16,ART,212,004,20,3.975,95.0,5.0,.,.,.,.,.,.
18,ART,214,001,12,3.833,75.0,16.7,8.3,.,.,.,.,.
19,ART,214,002,11,3.682,54.5,36.4,.,9.1,.,.,.,.
21,ART,222,001,18,4.000,100.0,.,.,.,.,.,.,.
22,ART,222,002,17,3.912,82.4,17.6,.,.,.,.,.,.
24,ART,224,001,12,4.000,100.0,.,.,.,.,.,.,.
25,ART,224,002,13,3.962,92.3,7.7,.,.,.,.,.,.
26,ART,224,003,12,3.417,58.3,.,33.3,.,.,8.3,.,.
27,ART,224,004,11,4.000,100.0,.,.,.,.,.,.,.
28,ART,224,005,14,4.000,100.0,.,.,.,.,.,.,.
31,ART,232,002,12,4.000,100.0,.,.,.,.,.,.,.
32,ART,242,001,15,3.967,93.3,6.7,.,.,.,.,.,.
33,ART,244,001,13,3.923,92.3,.,7.7,.,.,.,.,.
34,ART,244,002,15,3.800,80.0,13.3,.,.,6.7,.,.,.
35,ART,244,003,15,3.967,93.3,6.7,.,.,.,.,.,.
37,ART,302,001,20,3.925,95.0,.,.,5.0,.,.,.,.
38,ART,306,001,13,4.000,100.0,.,.,.,.,.,.,.
39,ART,307,001,13,3.962,92.3,7.7,.,.,.,.,.,.
40,ART,307,002,8,3.786,62.5,12.5,12.5,.,.,.,.,.
1,ART,312,001,13,4.000,100.0,.,.,.,.,.,.,.
3,ART,316,001,9,3.778,88.9,.,.,.,11.1,.,.,.
4,ART,318,001,12,4.000,100.0,.,.,.,.,.,.,.
5,ART,322,001,11,3.682,81.8,9.1,.,.,.,9.1,.,.
6,ART,324,001,11,4.000,100.0,.,.,.,.,.,.,.
7,ART,326,001,9,3.889,88.9,.,11.1,.,.,.,.,.
9,ART,334,001,12,3.708,83.3,8.3,.,.,.,8.3,.,.
10,ART,336,001,8,4.000,100.0,.,.,.,.,.,.,.
11,ART,338,001,16,3.906,87.5,6.3,6.3,.,.,.,.,.
12,ART,341,001,7,3.429,57.1,.,28.6,.,14.3,.,.,.
14,ART,346,001,14,3.964,92.9,7.1,.,.,.,.,.,.
15,ART,346,002,15,3.867,80.0,13.3,6.7,.,.,.,.,.
16,ART,346,003,14,3.929,85.7,14.3,.,.,.,.,.,.
17,ART,346,004,14,3.893,85.7,7.1,7.1,.,.,.,.,.
19,ART,348,002,7,4.000,100.0,.,.,.,.,.,.,.
20,ART,354,001,11,3.955,90.9,9.1,.,.,.,.,.,.
22,ART,372,001,9,3.778,55.6,44.4,.,.,.,.,.,.
23,ART,376,001,9,3.722,77.8,11.1,.,.,11.1,.,.,.
25,ART,376,003,6,3.417,50.0,16.7,16.7,.,16.7,.,.,.
27,ART,409,001,6,3.250,66.7,16.7,.,.,.,.,16.7,.
28,ART,428,001,14,3.893,78.6,21.4,.,.,.,.,.,.
29,ART,428,002,14,3.964,92.9,7.1,.,.,.,.,.,.
31,ART,429,001,14,3.607,71.4,21.4,.,.,.,.,7.1,.
32,ART,429,002,13,3.885,92.3,.,.,7.7,.,.,.,.
33,ART,429,003,15,3.633,66.7,13.3,6.7,6.7,6.7,.,.,.
35,ART,438,001,40,3.813,77.5,17.5,.,.,5.0,.,.,.
36,ART,446,001,9,3.944,88.9,11.1,.,.,.,.,.,.
37,ART,448,001,15,3.833,86.7,6.7,.,.,6.7,.,.,.
38,ART,448,002,7,4.000,100.0,.,.,.,.,.,.,.
39,ART,448,004,16,3.719,56.3,37.5,.,6.3,.,.,.,.
0,ART,448,005,17,4.000,100.0,.,.,.,.,.,.,.
2,ART,448,007,13,4.000,100.0,.,.,.,.,.,.,.
3,ART,448,009,22,4.000,100.0,.,.,.,.,.,.,.
5,ART,454,001,12,3.667,58.3,16.7,25.0,.,.,.,.,.
6,ART,454,002,12,3.667,50.0,33.3,16.7,.,.,.,.,.
