,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
3,COMP SCI,533,001,10,3.600,90.0,.,.,.,.,.,10.0,.
4,COMP SCI,537,001,149,3.205,32.2,24.8,23.5,5.4,9.4,2.0,2.7,.
5,COMP SCI,537,002,168,3.250,39.9,23.8,17.3,6.0,6.0,3.6,3.6,.
6,COMP SCI,537,010,23,3.630,47.8,39.1,4.3,8.7,.,.,.,.
8,COMP SCI,538,001,78,3.051,28.2,19.2,26.9,3.8,16.7,1.3,3.8,.
9,COMP SCI,539,001,31,2.952,16.1,25.8,22.6,29.0,.,.,6.5,.
10,COMP SCI,539,002,40,3.550,32.5,45.0,22.5,.,.,.,.,.
12,COMP SCI,540,001,178,3.435,38.2,31.5,18.5,7.3,2.8,1.1,0.6,.
13,COMP SCI,540,002,187,3.508,41.2,31.0,21.4,3.7,1.1,.,1.1,0.5
14,COMP SCI,540,003,174,3.279,30.5,25.3,29.3,6.9,2.9,2.9,1.1,.
16,COMP SCI,542,001,78,3.766,78.2,3.8,10.3,3.8,2.6,.,.,.
17,COMP SCI,542,002,61,3.303,44.3,21.3,13.1,6.6,8.2,6.6,.,.
19,COMP SCI,544,001,153,3.438,42.5,21.6,24.8,8.5,0.7,1.3,0.7,.
20,COMP SCI,544,002,207,3.572,48.3,26.6,19.3,3.9,1.4,0.5,.,.
22,COMP SCI,552,001,14,3.423,64.3,.,.,21.4,.,7.1,.,.
23,COMP SCI,559,001,125,3.360,30.4,25.6,34.4,8.0,0.8,.,0.8,.
24,COMP SCI,561,001,30,3.383,36.7,23.3,30.0,6.7,.,3.3,.,.
25,COMP SCI,564,001,185,3.849,81.1,12.4,4.3,1.6,.,.,0.5,.
26,COMP SCI,571,001,196,3.686,60.7,21.4,14.8,1.5,1.0,0.5,.,.
27,COMP SCI,571,002,147,3.685,66.0,17.0,10.2,2.0,2.7,1.4,.,0.7
29,COMP SCI,576,001,34,3.417,44.1,20.6,8.8,5.9,2.9,5.9,.,8.8
30,COMP SCI,577,001,212,2.890,27.8,17.5,16.5,13.7,9.4,11.3,2.8,.
31,COMP SCI,577,002,223,2.995,30.5,14.3,21.1,12.6,11.7,8.1,1.3,.
32,COMP SCI,577,003,27,3.315,51.9,.,14.8,25.9,7.4,.,.,.
34,COMP SCI,638,001,23,4.000,100.0,.,.,.,.,.,.,.
36,COMP SCI,638,003,9,3.944,88.9,11.1,.,.,.,.,.,.
37,COMP SCI,638,004,8,3.938,87.5,12.5,.,.,.,.,.,.
38,COMP SCI,638,005,8,4.000,100.0,.,.,.,.,.,.,.
40,COMP SCI,639,004,95,3.816,73.7,20.0,3.2,2.1,1.1,.,.,.
0,COMP SCI,640,001,90,3.303,34.4,23.3,20.0,10.0,11.1,.,.,.
1,COMP SCI,642,001,34,3.750,73.5,.,17.6,.,2.9,.,.,.
21,COMP SCI,699,029,13,4.000,100.0,.,.,.,.,.,.,.
0,COUN PSY,115,002,11,3.864,81.8,9.1,9.1,.,.,.,.,.
1,COUN PSY,115,011,25,4.000,100.0,.,.,.,.,.,.,.
2,COUN PSY,115,012,29,3.879,79.3,17.2,3.4,.,.,.,.,.
3,COUN PSY,115,013,25,4.000,100.0,.,.,.,.,.,.,.
4,COUN PSY,115,014,25,3.760,84.0,8.0,4.0,.,.,.,4.0,.
5,COUN PSY,115,021,10,4.000,100.0,.,.,.,.,.,.,.
6,COUN PSY,115,022,11,3.909,81.8,18.2,.,.,.,.,.,.
7,COUN PSY,115,023,9,4.000,100.0,.,.,.,.,.,.,.
8,COUN PSY,115,024,10,4.000,100.0,.,.,.,.,.,.,.
9,COUN PSY,115,031,10,4.000,100.0,.,.,.,.,.,.,.
10,COUN PSY,115,032,11,4.000,100.0,.,.,.,.,.,.,.
11,COUN PSY,115,033,8,4.000,100.0,.,.,.,.,.,.,.
12,COUN PSY,115,034,10,4.000,100.0,.,.,.,.,.,.,.
13,COUN PSY,115,041,14,3.536,71.4,7.1,14.3,.,.,.,7.1,.
14,COUN PSY,115,042,19,3.895,78.9,21.1,.,.,.,.,.,.
15,COUN PSY,115,043,19,3.868,89.5,5.3,.,.,5.3,.,.,.
16,COUN PSY,115,044,7,3.929,85.7,14.3,.,.,.,.,.,.
17,COUN PSY,115,045,17,3.882,88.2,5.9,.,5.9,.,.,.,.
18,COUN PSY,115,046,17,3.941,94.1,.,5.9,.,.,.,.,.
21,COUN PSY,115,053,6,3.333,83.3,.,.,.,.,.,16.7,.
23,COUN PSY,120,001,46,3.543,56.5,19.6,13.0,2.2,6.5,2.2,.,.
24,COUN PSY,125,001,17,3.500,58.8,17.6,5.9,.,17.6,.,.,.
25,COUN PSY,125,002,18,3.917,88.9,5.6,5.6,.,.,.,.,.
26,COUN PSY,125,003,9,3.944,88.9,11.1,.,.,.,.,.,.
27,COUN PSY,125,004,15,3.733,93.3,.,.,.,.,.,6.7,.
28,COUN PSY,125,005,20,3.850,85.0,5.0,5.0,5.0,.,.,.,.
29,COUN PSY,125,006,18,4.000,100.0,.,.,.,.,.,.,.
30,COUN PSY,125,007,9,4.000,100.0,.,.,.,.,.,.,.
31,COUN PSY,125,008,17,3.853,88.2,5.9,.,.,5.9,.,.,.
32,COUN PSY,125,009,13,3.538,76.9,.,15.4,.,.,.,7.7,.
33,COUN PSY,125,010,20,3.800,95.0,.,.,.,.,.,5.0,.
34,COUN PSY,125,011,19,3.974,94.7,5.3,.,.,.,.,.,.
35,COUN PSY,125,012,20,4.000,100.0,.,.,.,.,.,.,.
36,COUN PSY,125,013,20,3.875,90.0,5.0,.,.,5.0,.,.,.
37,COUN PSY,125,014,19,3.947,89.5,10.5,.,.,.,.,.,.
38,COUN PSY,125,015,13,3.962,92.3,7.7,.,.,.,.,.,.
39,COUN PSY,125,016,7,3.857,85.7,.,14.3,.,.,.,.,.
40,COUN PSY,125,017,6,3.917,83.3,16.7,.,.,.,.,.,.
41,COUN PSY,125,018,18,3.861,88.9,.,5.6,5.6,.,.,.,.
42,COUN PSY,125,019,19,3.842,78.9,10.5,10.5,.,.,.,.,.
0,COUN PSY,125,021,11,4.000,100.0,.,.,.,.,.,.,.
1,COUN PSY,125,022,10,4.000,100.0,.,.,.,.,.,.,.
2,COUN PSY,125,023,10,3.950,90.0,10.0,.,.,.,.,.,.
3,COUN PSY,125,024,14,4.000,100.0,.,.,.,.,.,.,.
4,COUN PSY,125,025,20,3.950,90.0,10.0,.,.,.,.,.,.
5,COUN PSY,125,026,19,3.947,89.5,10.5,.,.,.,.,.,.
6,COUN PSY,125,027,14,3.714,71.4,7.1,14.3,7.1,.,.,.,.
7,COUN PSY,125,028,19,3.974,94.7,5.3,.,.,.,.,.,.
8,COUN PSY,125,029,18,4.000,100.0,.,.,.,.,.,.,.
10,COUN PSY,125,031,10,3.900,90.0,.,10.0,.,.,.,.,.
11,COUN PSY,125,033,11,4.000,100.0,.,.,.,.,.,.,.
12,COUN PSY,125,034,14,4.000,100.0,.,.,.,.,.,.,.
13,COUN PSY,125,035,14,3.964,92.9,7.1,.,.,.,.,.,.
14,COUN PSY,125,036,17,3.971,94.1,5.9,.,.,.,.,.,.
16,COUN PSY,225,001,209,3.852,83.3,11.0,2.4,1.4,1.4,.,0.5,.
17,COUN PSY,230,001,24,3.833,95.8,.,.,.,.,.,4.2,.
18,COUN PSY,237,001,189,3.915,91.0,5.3,2.1,.,.,0.5,0.5,.
19,COUN PSY,300,001,19,3.921,94.7,.,.,5.3,.,.,.,.
20,COUN PSY,300,010,15,4.000,100.0,.,.,.,.,.,.,.
22,COUN PSY,601,001,6,4.000,100.0,.,.,.,.,.,.,.
23,COUN PSY,620,001,8,4.000,100.0,.,.,.,.,.,.,.
26,COUN PSY,620,005,27,3.979,85.2,3.7,.,.,.,.,.,.
28,COUN PSY,655,001,124,3.790,74.2,16.1,6.5,1.6,0.8,0.8,.,.
0,CRB,625,001,37,4.000,97.3,.,.,.,.,.,.,2.7
1,CRB,670,001,15,3.933,86.7,13.3,.,.,.,.,.,.
0,CS&D,110,001,61,3.475,49.2,26.2,8.2,9.8,3.3,3.3,.,.
1,CS&D,201,001,73,3.205,39.7,21.9,15.1,8.2,6.8,5.5,2.7,.
2,CS&D,202,001,83,3.512,57.8,22.9,6.0,2.4,7.2,1.2,2.4,.
3,CS&D,240,001,111,3.649,69.4,6.3,17.1,4.5,0.9,0.9,0.9,.
4,CS&D,303,001,87,3.557,62.1,18.4,10.3,3.4,1.1,1.1,3.4,.
5,CS&D,315,001,93,3.538,50.5,28.0,8.6,8.6,2.2,2.2,.,.
6,CS&D,320,001,87,3.598,54.0,25.3,12.6,4.6,2.3,1.1,.,.
7,CS&D,424,001,138,3.775,76.8,10.1,8.7,1.4,2.2,0.7,.,.
8,CS&D,481,001,15,4.000,100.0,.,.,.,.,.,.,.
9,CS&D,503,001,40,3.925,87.5,10.0,2.5,.,.,.,.,.
16,CS&D,699,005,8,4.000,100.0,.,.,.,.,.,.,.
22,CS&D,699,022,7,4.000,100.0,.,.,.,.,.,.,.
23,CS&D,699,024,11,4.000,100.0,.,.,.,.,.,.,.
24,CS&D,699,046,7,4.000,100.0,.,.,.,.,.,.,.
0,CSCS,125,001,95,3.803,78.9,15.8,1.1,.,.,2.1,1.1,.
1,CSCS,254,001,30,3.948,90.0,3.3,3.3,.,.,.,.,3.3
2,CSCS,300,001,92,3.896,84.8,10.9,1.1,1.1,1.1,.,.,1.1
3,CSCS,330,001,33,3.591,57.6,18.2,12.1,9.1,3.0,.,.,.
4,CSCS,335,001,45,3.878,84.4,11.1,2.2,.,2.2,.,.,.
5,CSCS,375,001,38,3.592,60.5,28.9,5.3,.,.,.,5.3,.
6,CSCS,400,001,33,3.879,93.9,.,3.0,.,.,3.0,.,.
7,CSCS,455,001,34,4.000,100.0,.,.,.,.,.,.,.
8,CSCS,455,002,32,3.875,96.9,.,.,.,.,.,3.1,.
10,CSCS,470,001,29,3.500,65.5,13.8,10.3,3.4,.,.,6.9,.
11,CSCS,501,001,38,3.763,65.8,23.7,7.9,2.6,.,.,.,.
12,CSCS,570,001,21,3.810,85.7,9.5,.,.,.,4.8,.,.
13,CSCS,601,001,7,4.000,100.0,.,.,.,.,.,.,.
0,CURRIC,240,001,45,3.922,84.4,15.6,.,.,.,.,.,.
1,CURRIC,276,001,6,4.000,100.0,.,.,.,.,.,.,.
2,CURRIC,277,001,168,3.943,92.9,4.2,1.2,.,1.2,.,.,.
4,CURRIC,311,001,35,4.000,100.0,.,.,.,.,.,.,.
5,CURRIC,312,001,106,3.948,94.3,0.9,2.8,.,0.9,.,.,.
6,CURRIC,316,001,42,3.988,97.6,2.4,.,.,.,.,.,.
7,CURRIC,319,001,72,3.903,84.7,11.1,4.2,.,.,.,.,.
8,CURRIC,328,001,29,3.862,86.2,3.4,6.9,3.4,.,.,.,.
9,CURRIC,331,001,19,4.000,94.7,.,.,.,.,.,.,.
10,CURRIC,339,001,78,3.981,96.2,1.3,1.3,.,.,.,.,.
11,CURRIC,357,001,12,3.667,58.3,16.7,25.0,.,.,.,.,.
12,CURRIC,357,002,19,3.895,84.2,10.5,5.3,.,.,.,.,.
13,CURRIC,357,003,18,3.944,88.9,11.1,.,.,.,.,.,.
14,CURRIC,357,004,20,3.975,95.0,5.0,.,.,.,.,.,.
15,CURRIC,357,005,20,3.975,95.0,5.0,.,.,.,.,.,.
17,CURRIC,359,001,27,3.926,88.9,7.4,3.7,.,.,.,.,.
24,CURRIC,370,001,28,3.911,82.1,17.9,.,.,.,.,.,.
25,CURRIC,370,002,27,3.926,88.9,7.4,3.7,.,.,.,.,.
26,CURRIC,370,003,26,3.962,92.3,7.7,.,.,.,.,.,.
27,CURRIC,370,004,15,3.933,86.7,13.3,.,.,.,.,.,.
29,CURRIC,371,001,119,3.954,94.1,3.4,1.7,0.8,.,.,.,.
30,CURRIC,372,001,24,3.958,91.7,8.3,.,.,.,.,.,.
32,CURRIC,390,001,12,3.917,91.7,.,8.3,.,.,.,.,.
33,CURRIC,393,001,8,4.000,100.0,.,.,.,.,.,.,.
34,CURRIC,396,001,18,4.000,94.4,.,.,.,.,.,.,.
35,CURRIC,406,001,128,4.000,100.0,.,.,.,.,.,.,.
38,CURRIC,432,001,18,4.000,100.0,.,.,.,.,.,.,.
15,CURRIC,506,001,40,3.850,87.5,.,10.0,.,2.5,.,.,.
16,CURRIC,506,002,54,3.944,94.4,.,5.6,.,.,.,.,.
18,CURRIC,507,001,70,3.936,88.6,10.0,1.4,.,.,.,.,.
25,CURRIC,534,001,10,3.800,80.0,10.0,.,10.0,.,.,.,.
26,CURRIC,545,001,6,4.000,100.0,.,.,.,.,.,.,.
28,CURRIC,550,001,34,3.971,94.1,5.9,.,.,.,.,.,.
30,CURRIC,630,002,10,4.000,100.0,.,.,.,.,.,.,.
31,CURRIC,630,003,7,4.000,100.0,.,.,.,.,.,.,.
33,CURRIC,660,001,43,3.977,97.7,.,2.3,.,.,.,.,.
34,CURRIC,663,001,41,3.975,92.7,4.9,.,.,.,.,.,.
35,CURRIC,673,001,26,3.981,96.2,3.8,.,.,.,.,.,.
36,CURRIC,673,002,16,3.938,87.5,12.5,.,.,.,.,.,.
37,CURRIC,673,003,24,3.452,29.2,20.8,37.5,.,.,.,.,.
39,CURRIC,675,001,18,3.944,88.9,11.1,.,.,.,.,.,.
0,DANCE,101,001,36,3.917,88.9,5.6,5.6,.,.,.,.,.
1,DANCE,101,002,31,3.984,96.8,3.2,.,.,.,.,.,.
3,DANCE,103,001,25,3.920,84.0,16.0,.,.,.,.,.,.
4,DANCE,105,001,31,3.952,90.3,9.7,.,.,.,.,.,.
5,DANCE,106,001,24,3.958,91.7,8.3,.,.,.,.,.,.
6,DANCE,110,010,43,3.791,65.1,27.9,7.0,.,.,.,.,.
7,DANCE,110,011,41,3.890,85.4,9.8,2.4,2.4,.,.,.,.
8,DANCE,110,012,29,4.000,96.6,.,.,.,.,.,.,3.4
9,DANCE,110,013,30,4.000,96.7,.,.,.,.,.,.,.
11,DANCE,111,001,26,3.942,88.5,11.5,.,.,.,.,.,.
12,DANCE,111,002,30,4.000,100.0,.,.,.,.,.,.,.
14,DANCE,115,001,26,3.981,96.2,3.8,.,.,.,.,.,.
17,DANCE,118,001,17,3.971,94.1,5.9,.,.,.,.,.,.
18,DANCE,118,002,11,3.909,90.9,.,9.1,.,.,.,.,.
20,DANCE,121,001,14,3.821,85.7,.,7.1,7.1,.,.,.,.
21,DANCE,125,001,33,3.970,93.9,6.1,.,.,.,.,.,.
22,DANCE,133,001,39,3.833,82.1,5.1,2.6,.,.,.,2.6,2.6
23,DANCE,135,001,32,3.781,75.0,12.5,6.3,6.3,.,.,.,.
24,DANCE,135,002,31,3.984,96.8,3.2,.,.,.,.,.,.
25,DANCE,135,003,27,3.404,51.9,11.1,22.2,.,7.4,.,3.7,3.7
26,DANCE,135,004,44,3.852,79.5,13.6,4.5,2.3,.,.,.,.
28,DANCE,136,001,19,3.806,68.4,15.8,10.5,.,.,.,.,5.3
29,DANCE,140,001,9,4.000,100.0,.,.,.,.,.,.,.
30,DANCE,156,001,22,3.909,81.8,18.2,.,.,.,.,.,.
31,DANCE,156,002,24,3.813,70.8,20.8,8.3,.,.,.,.,.
33,DANCE,162,001,32,3.938,90.6,6.3,3.1,.,.,.,.,.
34,DANCE,165,001,19,3.947,89.5,10.5,.,.,.,.,.,.
35,DANCE,200,001,10,3.750,70.0,10.0,20.0,.,.,.,.,.
36,DANCE,211,001,18,3.750,61.1,27.8,11.1,.,.,.,.,.
37,DANCE,211,002,11,3.364,45.5,9.1,18.2,27.3,.,.,.,.
39,DANCE,225,001,20,3.825,75.0,15.0,10.0,.,.,.,.,.
4,DANCE,265,001,21,3.929,85.7,14.3,.,.,.,.,.,.
5,DANCE,268,001,89,3.459,61.8,9.0,9.0,4.5,5.6,2.2,3.4,4.5
6,DANCE,311,001,9,4.000,100.0,.,.,.,.,.,.,.
7,DANCE,311,002,9,3.944,88.9,11.1,.,.,.,.,.,.
9,DANCE,318,001,16,4.000,100.0,.,.,.,.,.,.,.
10,DANCE,319,001,7,4.000,100.0,.,.,.,.,.,.,.
12,DANCE,331,001,9,4.000,77.8,.,.,.,.,.,.,.
14,DANCE,355,001,15,4.000,100.0,.,.,.,.,.,.,.
19,DANCE,451,001,14,4.000,100.0,.,.,.,.,.,.,.
22,DANCE,451,004,11,4.000,100.0,.,.,.,.,.,.,.
24,DANCE,452,001,9,4.000,100.0,.,.,.,.,.,.,.
25,DANCE,462,001,10,3.950,90.0,10.0,.,.,.,.,.,.
0,DERM,601,001,17,3.971,94.1,5.9,.,.,.,.,.,.
0,DS,101,001,16,3.656,75.0,12.5,.,6.3,.,6.3,.,.
1,DS,101,002,15,3.800,73.3,13.3,13.3,.,.,.,.,.
3,DS,120,001,133,3.837,82.0,12.8,2.3,.,0.8,.,1.5,.
4,DS,153,001,48,3.958,95.8,2.1,.,2.1,.,.,.,.
5,DS,210,001,15,3.667,40.0,53.3,6.7,.,.,.,.,.
6,DS,221,001,124,3.657,69.4,8.9,12.9,1.6,7.3,.,.,.
7,DS,222,001,32,3.969,96.9,.,3.1,.,.,.,.,.
8,DS,223,001,32,3.969,93.8,6.3,.,.,.,.,.,.
9,DS,224,001,33,3.894,78.8,21.2,.,.,.,.,.,.
10,DS,229,001,8,3.688,62.5,12.5,25.0,.,.,.,.,.
11,DS,241,001,16,3.875,75.0,25.0,.,.,.,.,.,.
12,DS,241,002,16,3.938,93.8,.,6.3,.,.,.,.,.
14,DS,252,001,122,3.754,77.9,7.4,8.2,4.1,1.6,.,0.8,.
15,DS,253,001,14,3.462,35.7,14.3,42.9,.,.,.,.,.
16,DS,253,002,6,3.833,83.3,.,16.7,.,.,.,.,.
18,DS,319,001,17,3.471,47.1,17.6,23.5,5.9,5.9,.,.,.
19,DS,321,001,32,3.953,93.8,3.1,3.1,.,.,.,.,.
20,DS,327,001,12,3.708,58.3,25.0,16.7,.,.,.,.,.
21,DS,341,001,30,4.000,100.0,.,.,.,.,.,.,.
22,DS,341,002,24,3.729,45.8,54.2,.,.,.,.,.,.
24,DS,355,001,79,3.829,73.4,20.3,1.3,.,.,.,1.3,1.3
26,DS,421,001,36,4.000,97.2,.,.,.,.,.,.,.
27,DS,429,001,6,3.833,66.7,33.3,.,.,.,.,.,.
28,DS,451,001,21,3.690,61.9,28.6,.,4.8,4.8,.,.,.
29,DS,501,002,27,3.500,37.0,33.3,25.9,.,3.7,.,.,.
30,DS,501,003,12,3.750,75.0,.,25.0,.,.,.,.,.
31,DS,501,004,7,3.929,85.7,14.3,.,.,.,.,.,.
33,DS,528,001,11,3.364,63.6,18.2,.,.,9.1,.,9.1,.
34,DS,601,001,6,3.167,66.7,.,.,.,16.7,16.7,.,.
35,DS,620,001,8,4.000,100.0,.,.,.,.,.,.,.
36,DS,622,001,33,3.818,63.6,36.4,.,.,.,.,.,.
37,DS,626,001,17,3.647,58.8,11.8,29.4,.,.,.,.,.
38,DS,641,001,24,3.938,87.5,12.5,.,.,.,.,.,.
0,DY SCI,101,001,11,3.000,18.2,27.3,18.2,27.3,.,9.1,.,.
4,DY SCI,233,001,15,3.833,73.3,20.0,6.7,.,.,.,.,.
7,DY SCI,375,001,12,4.000,100.0,.,.,.,.,.,.,.
8,DY SCI,378,001,24,3.542,45.8,16.7,37.5,.,.,.,.,.
10,DY SCI,414,001,13,2.962,30.8,7.7,30.8,15.4,7.7,.,7.7,.
12,DY SCI,535,001,16,4.000,100.0,.,.,.,.,.,.,.
15,DY SCI,699,005,7,4.000,100.0,.,.,.,.,.,.,.
0,E C E,1,001,30,3.833,93.3,.,3.3,.,.,.,3.3,.
1,E C E,203,001,125,3.463,41.6,28.8,15.2,4.8,8.0,.,.,.
2,E C E,203,002,79,3.297,35.4,25.3,20.3,3.8,13.9,1.3,.,.
4,E C E,204,001,12,3.955,83.3,8.3,.,.,.,.,.,8.3
5,E C E,204,002,65,3.836,72.3,20.0,6.2,.,.,.,.,.
7,E C E,210,001,91,4.0,100.0,.,.,.,.,.,.,.
8,E C E,210,002,93,3.978,96.8,2.2,1.1,.,.,.,.,.
10,E C E,219,001,121,3.785,77.7,10.7,6.6,2.5,1.7,0.8,.,.
11,E C E,220,001,83,3.169,25.3,24.1,24.1,12.0,14.5,.,.,.
12,E C E,230,001,103,3.074,32.0,17.5,15.5,8.7,21.4,1.0,1.9,.
13,E C E,235,001,23,3.196,21.7,26.1,30.4,13.0,8.7,.,.,.
14,E C E,235,002,51,3.598,52.9,25.5,11.8,7.8,2.0,.,.,.
16,E C E,252,001,128,3.457,49.2,22.7,12.5,9.4,3.9,0.8,1.6,.
17,E C E,252,006,89,3.371,42.7,28.1,9.0,12.4,2.2,5.6,.,.
19,E C E,270,001,67,3.508,44.8,23.9,20.9,7.5,.,1.5,.,.
20,E C E,270,002,43,3.512,44.2,25.6,18.6,11.6,.,.,.,.
22,E C E,271,001,57,3.395,43.9,12.3,29.8,7.0,7.0,.,.,.
23,E C E,271,002,7,3.286,42.9,14.3,14.3,14.3,14.3,.,.,.
25,E C E,303,001,17,3.647,58.8,23.5,5.9,11.8,.,.,.,.
26,E C E,303,002,16,3.594,37.5,43.8,18.8,.,.,.,.,.
28,E C E,313,001,11,3.955,90.9,9.1,.,.,.,.,.,.
29,E C E,313,002,9,4.0,100.0,.,.,.,.,.,.,.
31,E C E,315,001,17,4.0,100.0,.,.,.,.,.,.,.
32,E C E,315,002,18,4.0,100.0,.,.,.,.,.,.,.
33,E C E,315,003,15,3.967,93.3,6.7,.,.,.,.,.,.
34,E C E,315,004,14,3.893,92.9,.,.,7.1,.,.,.,.
35,E C E,315,005,17,4.0,100.0,.,.,.,.,.,.,.
37,E C E,317,001,15,4.0,100.0,.,.,.,.,.,.,.
38,E C E,317,003,17,4.0,100.0,.,.,.,.,.,.,.
40,E C E,320,001,23,3.174,56.5,.,13.0,8.7,8.7,13.0,.,.
0,E C E,330,001,83,3.145,39.8,13.3,14.5,8.4,21.7,1.2,1.2,.
1,E C E,331,001,30,3.183,36.7,20.0,13.3,10.0,16.7,3.3,.,.
2,E C E,332,001,35,3.714,48.6,45.7,5.7,.,.,.,.,.
3,E C E,340,001,73,3.521,43.8,26.0,21.9,6.8,1.4,.,.,.
4,E C E,340,002,63,2.643,17.5,14.3,19.0,12.7,23.8,7.9,4.8,.
6,E C E,342,001,62,3.911,91.9,1.6,4.8,.,1.6,.,.,.
7,E C E,352,001,103,3.311,32.0,29.1,19.4,13.6,2.9,2.9,.,.
8,E C E,352,002,52,3.000,17.3,19.2,34.6,11.5,13.5,3.8,.,.
10,E C E,353,001,84,3.298,35.7,23.8,19.0,16.7,2.4,.,2.4,.
11,E C E,354,001,52,3.275,19.2,28.8,38.5,9.6,1.9,.,.,.
12,E C E,354,002,35,3.157,20.0,20.0,40.0,17.1,.,2.9,.,.
13,E C E,354,003,8,3.375,25.0,50.0,12.5,.,12.5,.,.,.
15,E C E,370,001,18,4.000,100.0,.,.,.,.,.,.,.
16,E C E,370,002,16,3.844,87.5,6.3,.,.,6.3,.,.,.
17,E C E,370,005,17,3.971,94.1,5.9,.,.,.,.,.,.
19,E C E,376,001,99,2.970,22.2,16.2,31.3,12.1,11.1,5.1,2.0,.
31,E C E,399,096,6,3.786,66.7,33.3,.,.,.,.,.,.
39,E C E,411,001,39,3.141,20.5,28.2,25.6,10.3,15.4,.,.,.
40,E C E,411,003,30,3.550,66.7,6.7,16.7,3.3,3.3,.,3.3,.
1,E C E,412,001,35,3.544,48.6,22.9,14.3,8.6,2.9,.,.,2.9
2,E C E,427,001,41,3.288,39.0,14.6,17.1,17.1,9.8,.,.,.
3,E C E,427,003,9,3.944,88.9,11.1,.,.,.,.,.,.
5,E C E,435,001,6,3.000,16.7,.,50.0,33.3,.,.,.,.
6,E C E,436,001,16,3.594,50.0,18.8,31.3,.,.,.,.,.
7,E C E,439,001,32,3.391,25.0,43.8,18.8,9.4,3.1,.,.,.
8,E C E,445,001,24,3.917,83.3,16.7,.,.,.,.,.,.
9,E C E,447,001,8,3.688,50.0,37.5,12.5,.,.,.,.,.
10,E C E,453,001,23,3.783,78.3,4.3,13.0,4.3,.,.,.,.
11,E C E,454,001,20,3.850,75.0,20.0,5.0,.,.,.,.,.
12,E C E,462,001,10,2.700,.,10.0,40.0,30.0,20.0,.,.,.
17,E C E,512,001,23,3.587,30.4,56.5,13.0,.,.,.,.,.
18,E C E,524,001,8,3.125,25.0,12.5,37.5,12.5,12.5,.,.,.
19,E C E,532,001,26,3.558,50.0,19.2,23.1,7.7,.,.,.,.
20,E C E,532,002,16,3.438,43.8,37.5,12.5,.,.,.,6.3,.
21,E C E,532,004,16,3.467,43.8,25.0,6.3,12.5,6.3,.,.,6.3
23,E C E,533,001,25,3.920,84.0,16.0,.,.,.,.,.,.
25,E C E,539,001,13,3.462,23.1,46.2,30.8,.,.,.,.,.
26,E C E,539,002,16,3.406,18.8,43.8,37.5,.,.,.,.,.
28,E C E,542,001,24,3.667,50.0,33.3,16.7,.,.,.,.,.
29,E C E,548,001,17,3.471,17.6,58.8,23.5,.,.,.,.,.
30,E C E,551,001,80,3.281,26.3,36.3,17.5,15.0,1.3,3.8,.,.
31,E C E,552,001,60,3.364,36.7,26.7,16.7,11.7,5.0,1.7,.,1.7
32,E C E,555,001,76,3.336,25.0,30.3,32.9,10.5,1.3,.,.,.
33,E C E,561,001,17,3.441,41.2,23.5,23.5,5.9,5.9,.,.,.
34,E C E,601,001,7,3.286,57.1,.,14.3,.,28.6,.,.,.
35,E C E,601,002,9,3.778,66.7,22.2,11.1,.,.,.,.,.
37,E C E,610,001,50,3.740,74.0,12.0,6.0,4.0,4.0,.,.,.
38,E C E,610,002,59,3.754,67.8,20.3,6.8,5.1,.,.,.,.
17,E C E,699,111,7,4.000,85.7,.,.,.,.,.,.,.
0,E M A,1,001,8,4.000,100.0,.,.,.,.,.,.,.
1,E M A,201,001,138,2.857,22.5,17.4,19.6,18.1,9.4,8.0,3.6,.
2,E M A,201,002,133,3.045,34.6,13.5,21.1,13.5,7.5,6.8,3.0,.
4,E M A,202,001,105,3.000,15.2,22.9,31.4,15.2,11.4,3.8,.,.
5,E M A,303,001,58,2.897,10.3,20.7,36.2,10.3,19.0,3.4,.,.
6,E M A,303,002,44,3.045,15.9,27.3,22.7,27.3,4.5,.,2.3,.
8,E M A,307,001,6,3.833,66.7,33.3,.,.,.,.,.,.
10,E M A,307,003,8,3.875,75.0,25.0,.,.,.,.,.,.
17,E M A,307,010,6,3.750,66.7,16.7,16.7,.,.,.,.,.
22,E M A,307,015,6,4.000,100.0,.,.,.,.,.,.,.
26,E M A,405,001,24,3.438,41.7,33.3,12.5,4.2,4.2,4.2,.,.
27,E M A,469,001,31,3.435,32.3,35.5,19.4,12.9,.,.,.,.
29,E M A,506,001,48,3.333,45.8,16.7,18.8,8.3,6.3,2.1,2.1,.
30,E M A,521,001,37,2.622,18.9,2.7,21.6,18.9,29.7,5.4,2.7,.
31,E M A,524,001,44,3.395,38.6,34.1,9.1,6.8,4.5,4.5,.,.
32,E M A,540,001,14,3.286,21.4,35.7,28.6,7.1,7.1,.,.,.
33,E M A,542,001,42,3.167,21.4,28.6,33.3,4.8,9.5,.,2.4,.
34,E M A,547,001,18,3.000,33.3,11.1,22.2,11.1,11.1,11.1,.,.
0,E M A,601,001,9,4.000,100.0,.,.,.,.,.,.,.
1,E M A,605,001,9,4.000,88.9,.,.,.,.,.,.,11.1
0,E P,271,001,45,2.841,8.9,20.0,33.3,15.6,13.3,6.7,.,.
1,E P,418,001,7,3.929,85.7,14.3,.,.,.,.,.,.
2,E P,418,002,15,3.967,93.3,6.7,.,.,.,.,.,.
5,E P,468,001,11,3.773,72.7,18.2,.,9.1,.,.,.,.
