,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
0,A A E,215,001,50,3.000,22.0,28.0,22.0,12.0,6.0,6.0,4.0,.
1,A A E,244,001,47,3.554,61.7,17.0,6.4,2.1,6.4,4.3,.,.
3,A A E,320,001,39,3.410,28.2,41.0,17.9,10.3,2.6,.,.,.
4,A A E,335,001,48,3.719,72.9,16.7,4.2,2.1,2.1,.,2.1,.
6,A A E,352,001,80,3.425,53.8,26.3,3.8,6.3,3.8,1.3,5.0,.
7,A A E,371,001,16,3.375,25.0,31.3,37.5,6.3,.,.,.,.
8,A A E,373,001,27,3.333,22.2,14.8,51.9,.,.,.,.,.
9,A A E,375,001,19,3.868,84.2,5.3,10.5,.,.,.,.,.
10,A A E,421,001,16,3.250,18.8,50.0,12.5,12.5,.,6.3,.,.
11,A A E,462,001,13,3.846,76.9,15.4,7.7,.,.,.,.,.
12,A A E,473,001,18,3.056,50.0,5.6,16.7,5.6,5.6,11.1,5.6,.
15,A A E,635,001,21,3.300,23.8,23.8,33.3,14.3,.,.,.,.
16,A A E,636,001,27,3.481,51.9,22.2,7.4,11.1,.,.,3.7,3.7
0,A F AERO,101,001,12,3.833,75.0,16.7,8.3,.,.,.,.,.
2,A F AERO,101,003,11,3.545,72.7,18.2,.,.,.,.,9.1,.
5,A F AERO,201,002,8,3.938,87.5,12.5,.,.,.,.,.,.
7,A F AERO,301,001,17,4.000,100.0,.,.,.,.,.,.,.
8,A F AERO,401,001,17,4.000,100.0,.,.,.,.,.,.,.
0,ACCT I S,100,001,32,2.813,9.4,15.6,28.1,28.1,15.6,3.1,.,.
1,ACCT I S,100,002,35,3.1,17.1,25.7,28.6,17.1,11.4,.,.,.
2,ACCT I S,100,003,33,3.25,21.2,27.3,33.3,9.1,6.1,.,.,.
3,ACCT I S,100,004,34,3.074,20.6,17.6,32.4,14.7,14.7,.,.,.
4,ACCT I S,100,005,37,3.054,27.0,13.5,27.0,13.5,16.2,2.7,.,.
5,ACCT I S,100,006,32,3.047,18.8,25.0,28.1,9.4,15.6,3.1,.,.
6,ACCT I S,100,007,36,2.806,16.7,16.7,16.7,11.1,38.9,.,.,.
7,ACCT I S,100,008,36,3.0,19.4,22.2,22.2,11.1,25.0,.,.,.
8,ACCT I S,100,009,34,3.103,17.6,26.5,29.4,11.8,14.7,.,.,.
9,ACCT I S,100,010,33,3.076,15.2,24.2,30.3,21.2,9.1,.,.,.
10,ACCT I S,100,011,34,2.894,26.5,14.7,14.7,11.8,23.5,2.9,2.9,.
11,ACCT I S,100,012,34,2.809,14.7,11.8,29.4,20.6,20.6,.,2.9,.
12,ACCT I S,100,013,36,3.014,11.1,25.0,30.6,22.2,11.1,.,.,.
13,ACCT I S,100,015,30,3.083,16.7,20.0,36.7,16.7,10.0,.,.,.
14,ACCT I S,100,016,36,3.042,16.7,27.8,25.0,8.3,22.2,.,.,.
15,ACCT I S,100,018,32,2.859,9.4,18.8,34.4,9.4,28.1,.,.,.
16,ACCT I S,100,019,35,2.914,11.4,14.3,40.0,14.3,20.0,.,.,.
17,ACCT I S,100,020,32,2.703,9.4,21.9,28.1,12.5,18.8,3.1,6.3,.
19,ACCT I S,211,001,33,2.894,15.2,15.2,24.2,24.2,21.2,.,.,.
20,ACCT I S,211,002,36,3.028,13.9,8.3,58.3,8.3,11.1,.,.,.
21,ACCT I S,211,003,37,3.027,16.2,8.1,56.8,2.7,16.2,.,.,.
22,ACCT I S,211,004,33,3.015,12.1,15.2,51.5,6.1,15.2,.,.,.
23,ACCT I S,211,005,30,3.069,33.3,13.3,20.0,6.7,20.0,.,3.3,.
24,ACCT I S,211,006,34,2.926,23.5,14.7,26.5,11.8,14.7,8.8,.,.
25,ACCT I S,211,007,32,3.094,21.9,15.6,34.4,15.6,12.5,.,.,.
26,ACCT I S,211,008,35,2.943,8.6,22.9,48.6,.,14.3,5.7,.,.
27,ACCT I S,211,009,36,2.986,13.9,11.1,41.7,25.0,8.3,.,.,.
28,ACCT I S,211,010,36,2.986,19.4,16.7,36.1,8.3,13.9,5.6,.,.
30,ACCT I S,300,001,202,3.234,27.2,38.1,9.4,15.3,5.0,3.0,1.5,.
31,ACCT I S,300,002,44,3.602,45.5,38.6,6.8,9.1,.,.,.,.
33,ACCT I S,301,001,35,3.343,28.6,34.3,22.9,5.7,8.6,.,.,.
34,ACCT I S,301,002,38,3.25,13.2,42.1,28.9,13.2,2.6,.,.,.
35,ACCT I S,301,003,38,3.184,18.4,26.3,34.2,15.8,5.3,.,.,.
36,ACCT I S,301,004,38,3.237,34.2,10.5,31.6,15.8,7.9,.,.,.
37,ACCT I S,301,005,37,3.297,29.7,18.9,40.5,2.7,8.1,.,.,.
38,ACCT I S,301,006,38,3.263,21.1,23.7,42.1,13.2,.,.,.,.
40,ACCT I S,302,001,34,3.176,26.5,8.8,44.1,14.7,5.9,.,.,.
41,ACCT I S,302,002,25,3.24,24.0,24.0,32.0,16.0,4.0,.,.,.
1,ACCT I S,310,001,11,3.364,45.5,27.3,.,9.1,18.2,.,.,.
2,ACCT I S,310,002,29,3.362,24.1,41.4,17.2,17.2,.,.,.,.
3,ACCT I S,310,003,29,3.259,34.5,27.6,10.3,17.2,6.9,3.4,.,.
5,ACCT I S,340,001,20,3.200,25.0,20.0,35.0,10.0,10.0,.,.,.
6,ACCT I S,340,002,32,3.328,21.9,37.5,28.1,9.4,3.1,.,.,.
7,ACCT I S,340,003,33,3.288,33.3,12.1,36.4,15.2,3.0,.,.,.
8,ACCT I S,340,004,35,3.271,25.7,22.9,37.1,8.6,5.7,.,.,.
10,ACCT I S,406,001,25,3.120,12.0,24.0,40.0,24.0,.,.,.,.
13,ACCT I S,603,001,25,3.700,56.0,28.0,16.0,.,.,.,.,.
14,ACCT I S,603,002,25,3.540,44.0,20.0,36.0,.,.,.,.,.
15,ACCT I S,603,003,29,3.707,51.7,37.9,10.3,.,.,.,.,.
17,ACCT I S,620,001,26,3.462,38.5,30.8,23.1,.,7.7,.,.,.
18,ACCT I S,620,002,28,3.241,28.6,10.7,39.3,14.3,3.6,.,.,3.6
20,ACCT I S,621,001,8,3.625,62.5,12.5,12.5,12.5,.,.,.,.
21,ACCT I S,621,002,22,3.205,27.3,13.6,36.4,18.2,4.5,.,.,.
23,ACCT I S,630,001,40,3.763,72.5,10.0,15.0,2.5,.,.,.,.
24,ACCT I S,630,002,39,3.833,79.5,7.7,12.8,.,.,.,.,.
2,ACT SCI,303,001,26,3.260,26.9,23.1,26.9,11.5,7.7,.,.,.
3,ACT SCI,303,002,23,3.152,34.8,17.4,17.4,13.0,13.0,4.3,.,.
6,ACT SCI,650,001,33,2.924,30.3,24.2,12.1,15.2,6.1,.,12.1,.
7,ACT SCI,650,002,43,3.256,25.6,23.3,37.2,9.3,2.3,2.3,.,.
9,ACT SCI,652,001,29,2.948,27.6,10.3,27.6,20.7,6.9,.,6.9,.
10,ACT SCI,652,002,12,3.333,33.3,16.7,33.3,16.7,.,.,.,.
12,ACT SCI,653,001,20,3.400,35.0,25.0,25.0,15.0,.,.,.,.
13,ACT SCI,654,001,22,3.182,18.2,36.4,27.3,9.1,4.5,4.5,.,.
0,AFRICAN,100,001,94,3.645,73.4,8.5,5.3,4.3,4.3,2.1,1.1,.
1,AFRICAN,202,001,21,3.900,85.7,.,9.5,.,.,.,.,.
2,AFRICAN,204,001,23,3.652,69.6,17.4,8.7,.,.,.,4.3,.
3,AFRICAN,210,001,17,3.633,70.6,5.9,5.9,.,.,.,5.9,5.9
4,AFRICAN,210,002,34,3.939,91.2,2.9,.,2.9,.,.,.,.
5,AFRICAN,210,003,31,3.694,77.4,9.7,6.5,.,3.2,.,3.2,.
6,AFRICAN,210,004,30,3.717,80.0,10.0,3.3,.,3.3,.,3.3,.
7,AFRICAN,210,005,27,3.741,85.2,7.4,.,.,3.7,.,3.7,.
9,AFRICAN,212,001,26,3.854,69.2,19.2,3.8,.,.,.,.,.
10,AFRICAN,275,001,21,3.833,90.5,4.8,.,.,.,4.8,.,.
11,AFRICAN,277,001,21,3.684,38.1,47.6,4.8,.,.,.,.,.
12,AFRICAN,302,001,11,3.944,72.7,9.1,.,.,.,.,.,9.1
13,AFRICAN,321,001,7,3.214,57.1,14.3,.,.,14.3,14.3,.,.
14,AFRICAN,321,002,17,3.781,70.6,5.9,17.6,.,.,.,.,.
15,AFRICAN,321,003,8,3.500,50.0,25.0,12.5,.,12.5,.,.,.
17,AFRICAN,323,001,8,3.438,50.0,12.5,12.5,25.0,.,.,.,.
18,AFRICAN,323,002,8,3.625,50.0,25.0,25.0,.,.,.,.,.
20,AFRICAN,329,001,10,3.800,70.0,20.0,10.0,.,.,.,.,.
21,AFRICAN,331,001,9,4.000,100.0,.,.,.,.,.,.,.
22,AFRICAN,333,001,7,3.714,42.9,57.1,.,.,.,.,.,.
27,AFRICAN,405,002,6,4.000,100.0,.,.,.,.,.,.,.
28,AFRICAN,405,003,6,4.000,100.0,.,.,.,.,.,.,.
32,AFRICAN,670,001,6,4.000,83.3,.,.,.,.,.,.,.
33,AFRICAN,671,001,8,3.750,75.0,.,25.0,.,.,.,.,.
0,AFROAMER,151,001,25,3.140,28.0,28.0,8.0,24.0,8.0,4.0,.,.
1,AFROAMER,154,001,183,3.939,90.2,6.0,0.5,0.5,.,0.5,.,1.1
2,AFROAMER,156,001,275,3.900,80.4,8.0,4.0,0.4,0.4,.,.,5.1
3,AFROAMER,222,001,18,3.139,22.2,50.0,16.7,.,.,.,11.1,.
4,AFROAMER,227,001,85,3.795,71.8,12.9,11.8,1.2,.,.,.,.
5,AFROAMER,231,001,81,3.700,64.2,11.1,22.2,1.2,.,.,.,.
6,AFROAMER,242,001,26,3.854,69.2,19.2,3.8,.,.,.,.,3.8
7,AFROAMER,265,001,22,3.705,59.1,22.7,18.2,.,.,.,.,.
8,AFROAMER,271,001,27,3.960,85.2,7.4,.,.,.,.,.,.
9,AFROAMER,271,002,29,3.037,31.0,24.1,13.8,3.4,3.4,17.2,.,.
11,AFROAMER,272,001,28,3.982,96.4,3.6,.,.,.,.,.,.
13,AFROAMER,277,001,10,3.700,50.0,40.0,10.0,.,.,.,.,.
14,AFROAMER,326,001,10,3.350,40.0,.,50.0,10.0,.,.,.,.
15,AFROAMER,333,001,9,3.944,88.9,11.1,.,.,.,.,.,.
16,AFROAMER,338,001,30,3.889,73.3,13.3,3.3,.,.,.,.,.
17,AFROAMER,624,001,9,3.750,55.6,.,.,11.1,.,.,.,11.1
18,AFROAMER,628,001,16,3.042,12.5,31.3,18.8,.,6.3,.,6.3,12.5
19,AFROAMER,671,001,10,4.000,60.0,.,.,.,.,.,.,30.0
20,AFROAMER,671,002,16,3.233,12.5,31.3,43.8,.,6.3,.,.,.
22,AFROAMER,677,001,16,3.313,25.0,31.3,31.3,6.3,6.3,.,.,.
0,AGROECOL,103,002,81,3.711,58.0,25.9,6.2,1.2,1.2,1.2,.,.
0,AGRONOMY,100,001,42,3.805,78.6,.,19.0,.,.,.,.,.
1,AGRONOMY,103,002,35,3.643,51.4,28.6,17.1,2.9,.,.,.,.
2,AGRONOMY,203,001,48,3.904,85.4,6.3,6.3,.,.,.,.,.
4,AGRONOMY,302,001,9,3.944,88.9,11.1,.,.,.,.,.,.
5,AGRONOMY,340,001,13,2.417,15.4,15.4,30.8,.,7.7,.,23.1,.
6,AGRONOMY,370,001,57,3.991,98.2,1.8,.,.,.,.,.,.
8,AGRONOMY,376,001,6,3.583,33.3,50.0,16.7,.,.,.,.,.
0,AMER IND,100,001,220,3.547,46.4,28.6,13.2,5.9,2.3,0.5,0.5,0.5
1,AMER IND,172,001,24,3.848,79.2,8.3,4.2,4.2,.,.,.,4.2
2,AMER IND,250,001,34,3.823,70.6,8.8,11.8,.,.,.,.,8.8
3,AMER IND,306,001,53,3.774,67.9,24.5,3.8,1.9,1.9,.,.,.
4,AMER IND,330,001,17,3.794,88.2,.,.,5.9,5.9,.,.,.
5,AMER IND,345,001,10,3.400,30.0,30.0,30.0,10.0,.,.,.,.
6,AMER IND,450,008,12,3.500,33.3,33.3,8.3,.,8.3,.,.,.
9,AMER IND,474,001,12,3.455,41.7,16.7,16.7,16.7,.,.,.,.
0,AN SCI,101,001,75,3.243,21.3,32.0,26.7,13.3,4.0,1.3,.,1.3
1,AN SCI,200,001,145,3.048,31.0,18.6,16.6,11.7,15.9,4.8,1.4,.
2,AN SCI,245,001,30,3.300,30.0,36.7,16.7,10.0,3.3,.,3.3,.
8,AN SCI,305,001,27,3.000,14.8,25.9,33.3,18.5,.,3.7,3.7,.
10,AN SCI,375,003,9,4.000,100.0,.,.,.,.,.,.,.
11,AN SCI,375,005,26,3.865,76.9,19.2,3.8,.,.,.,.,.
17,AN SCI,415,001,10,3.600,60.0,20.0,10.0,.,10.0,.,.,.
18,AN SCI,431,001,8,3.188,25.0,25.0,25.0,12.5,12.5,.,.,.
19,AN SCI,434,001,42,3.786,57.1,42.9,.,.,.,.,.,.
20,AN SCI,435,001,34,3.618,55.9,29.4,11.8,.,.,.,2.9,.
21,AN SCI,610,001,8,3.938,87.5,12.5,.,.,.,.,.,.
0,ANAT&PHY,235,001,83,3.177,21.7,28.9,27.7,10.8,7.2,1.2,1.2,.
1,ANAT&PHY,335,001,406,2.575,19.7,10.6,20.9,9.1,21.2,13.1,5.2,.
2,ANAT&PHY,337,001,123,3.176,34.1,22.0,15.4,13.0,9.8,3.3,1.6,.
3,ANAT&PHY,337,002,122,3.230,45.9,16.4,11.5,9.8,8.2,6.6,1.6,.
4,ANAT&PHY,337,003,76,2.572,10.5,19.7,21.1,13.2,19.7,10.5,5.3,.
5,ANAT&PHY,337,004,84,2.655,20.2,2.4,25.0,16.7,26.2,7.1,2.4,.
7,ANAT&PHY,338,001,24,3.563,58.3,29.2,.,8.3,.,.,4.2,.
8,ANAT&PHY,338,002,22,3.523,59.1,18.2,4.5,13.6,.,4.5,.,.
9,ANAT&PHY,338,003,24,3.229,37.5,25.0,8.3,12.5,12.5,4.2,.,.
10,ANAT&PHY,338,004,21,3.143,38.1,28.6,.,9.5,14.3,9.5,.,.
11,ANAT&PHY,338,005,26,2.962,23.1,34.6,.,11.5,23.1,7.7,.,.
12,ANAT&PHY,338,006,23,3.152,26.1,30.4,13.0,17.4,8.7,4.3,.,.
13,ANAT&PHY,338,007,25,3.200,40.0,20.0,12.0,12.0,8.0,8.0,.,.
14,ANAT&PHY,338,008,22,3.386,31.8,27.3,31.8,4.5,4.5,.,.,.
0,ANTHRO,100,001,55,3.417,45.5,21.8,18.2,9.1,.,.,3.6,.
1,ANTHRO,100,002,53,3.431,47.2,20.8,17.0,5.7,1.9,.,3.8,.
3,ANTHRO,102,001,170,3.864,82.4,10.6,4.1,1.2,1.2,.,.,.
4,ANTHRO,104,001,359,3.814,78.6,11.1,3.9,2.5,1.1,0.6,0.3,.
5,ANTHRO,104,002,442,3.742,72.9,15.8,4.1,1.4,2.3,0.5,1.4,.
6,ANTHRO,104,004,22,3.364,45.5,36.4,9.1,.,.,.,9.1,.
7,ANTHRO,104,005,18,3.444,50.0,33.3,5.6,.,5.6,.,5.6,.
8,ANTHRO,104,009,22,3.909,81.8,18.2,.,.,.,.,.,.
9,ANTHRO,104,012,17,3.971,94.1,5.9,.,.,.,.,.,.
10,ANTHRO,104,035,14,3.607,71.4,7.1,.,14.3,7.1,.,.,.
11,ANTHRO,104,039,22,3.659,68.2,22.7,4.5,.,.,.,4.5,.
13,ANTHRO,105,001,256,3.571,43.4,36.7,11.3,5.5,0.8,0.4,0.4,.
14,ANTHRO,105,002,218,3.579,45.0,39.0,8.7,3.2,1.8,0.5,0.9,0.5
15,ANTHRO,105,006,18,3.500,27.8,50.0,16.7,5.6,.,.,.,.
16,ANTHRO,105,011,20,3.675,50.0,40.0,5.0,5.0,.,.,.,.
19,ANTHRO,212,001,64,3.548,57.8,7.8,21.9,6.3,4.7,.,.,.
20,ANTHRO,264,001,7,3.143,28.6,28.6,28.6,.,.,14.3,.,.
21,ANTHRO,277,001,25,3.540,36.0,40.0,20.0,4.0,.,.,.,.
22,ANTHRO,300,001,32,3.969,96.9,.,3.1,.,.,.,.,.
23,ANTHRO,303,001,11,2.182,.,.,27.3,.,63.6,9.1,.,.
24,ANTHRO,310,001,50,3.915,82.0,8.0,4.0,.,.,.,.,4.0
25,ANTHRO,337,001,9,3.556,88.9,.,.,.,.,.,11.1,.
26,ANTHRO,357,001,17,4.000,100.0,.,.,.,.,.,.,.
28,ANTHRO,405,001,9,4.000,100.0,.,.,.,.,.,.,.
29,ANTHRO,410,001,20,3.528,60.0,15.0,5.0,.,5.0,.,5.0,.
30,ANTHRO,456,001,12,4.000,66.7,.,.,.,.,.,.,8.3
31,ANTHRO,458,001,47,3.351,46.8,10.6,21.3,12.8,6.4,2.1,.,.
34,ANTHRO,474,001,12,3.350,25.0,16.7,33.3,8.3,.,.,.,.
35,ANTHRO,490,001,14,3.786,71.4,21.4,.,7.1,.,.,.,.
37,ANTHRO,603,001,18,4.000,100.0,.,.,.,.,.,.,.
38,ANTHRO,668,001,10,3.850,80.0,10.0,10.0,.,.,.,.,.
0,ART,100,001,21,3.69,85.7,4.8,.,.,.,9.5,.,.
1,ART,100,002,21,3.952,95.2,.,4.8,.,.,.,.,.
2,ART,100,003,18,4.0,94.4,.,.,.,.,.,.,.
3,ART,100,004,21,3.786,81.0,4.8,9.5,.,4.8,.,.,.
4,ART,100,005,18,4.0,100.0,.,.,.,.,.,.,.
5,ART,100,006,18,4.0,100.0,.,.,.,.,.,.,.
6,ART,100,007,18,3.778,94.4,.,.,.,.,.,5.6,.
7,ART,100,008,20,4.0,100.0,.,.,.,.,.,.,.
8,ART,100,009,19,4.0,100.0,.,.,.,.,.,.,.
9,ART,100,010,20,4.0,100.0,.,.,.,.,.,.,.
10,ART,100,011,19,4.0,100.0,.,.,.,.,.,.,.
11,ART,100,012,20,4.0,100.0,.,.,.,.,.,.,.
12,ART,100,013,19,4.0,100.0,.,.,.,.,.,.,.
13,ART,100,014,18,4.0,100.0,.,.,.,.,.,.,.
14,ART,100,015,18,4.0,100.0,.,.,.,.,.,.,.
15,ART,100,016,18,3.778,94.4,.,.,.,.,.,5.6,.
16,ART,100,017,20,4.0,100.0,.,.,.,.,.,.,.
17,ART,100,018,19,3.658,78.9,.,5.3,5.3,10.5,.,.,.
18,ART,100,019,20,4.0,100.0,.,.,.,.,.,.,.
19,ART,100,020,18,3.889,83.3,11.1,5.6,.,.,.,.,.
20,ART,100,021,20,3.975,95.0,5.0,.,.,.,.,.,.
21,ART,100,022,21,3.81,85.7,4.8,.,4.8,4.8,.,.,.
22,ART,100,023,18,3.889,83.3,11.1,5.6,.,.,.,.,.
23,ART,100,024,18,3.694,83.3,.,5.6,5.6,.,5.6,.,.
24,ART,100,025,20,3.725,70.0,10.0,15.0,5.0,.,.,.,.
26,ART,102,001,17,3.912,82.4,17.6,.,.,.,.,.,.
27,ART,102,002,13,3.808,84.6,7.7,.,.,7.7,.,.,.
28,ART,102,003,17,3.676,76.5,5.9,5.9,.,11.8,.,.,.
29,ART,102,004,17,3.941,94.1,.,5.9,.,.,.,.,.
30,ART,102,005,17,3.941,94.1,.,5.9,.,.,.,.,.
31,ART,102,006,16,4.0,100.0,.,.,.,.,.,.,.
32,ART,102,007,13,3.808,76.9,7.7,15.4,.,.,.,.,.
34,ART,104,001,17,3.588,58.8,23.5,5.9,.,11.8,.,.,.
35,ART,104,002,17,3.794,58.8,41.2,.,.,.,.,.,.
36,ART,104,004,13,3.962,92.3,7.7,.,.,.,.,.,.
37,ART,104,005,17,3.882,94.1,.,.,.,5.9,.,.,.
39,ART,107,001,166,3.837,84.9,7.2,4.2,1.2,1.2,0.6,0.6,.
40,ART,108,001,139,3.819,86.3,4.3,4.3,1.4,0.7,0.7,1.4,.
41,ART,112,001,15,3.8,80.0,13.3,.,.,6.7,.,.,.
0,ART,112,002,18,3.944,94.4,.,5.6,.,.,.,.,.
1,ART,112,003,14,3.714,78.6,14.3,.,.,.,7.1,.,.
2,ART,112,004,18,3.917,83.3,16.7,.,.,.,.,.,.
3,ART,112,005,17,3.941,88.2,11.8,.,.,.,.,.,.
5,ART,176,001,15,3.967,93.3,6.7,.,.,.,.,.,.
6,ART,176,002,16,3.969,93.8,6.3,.,.,.,.,.,.
7,ART,176,003,15,3.833,80.0,6.7,13.3,.,.,.,.,.
8,ART,176,004,15,3.567,46.7,33.3,13.3,.,6.7,.,.,.
10,ART,212,001,17,3.794,76.5,17.6,.,.,5.9,.,.,.
11,ART,212,002,16,3.875,81.3,12.5,6.3,.,.,.,.,.
12,ART,212,003,7,3.857,85.7,.,14.3,.,.,.,.,.
13,ART,212,004,18,3.778,77.8,11.1,5.6,.,5.6,.,.,.
14,ART,212,005,17,3.912,88.2,5.9,5.9,.,.,.,.,.
16,ART,214,001,10,3.750,60.0,30.0,10.0,.,.,.,.,.
17,ART,214,002,7,3.786,57.1,42.9,.,.,.,.,.,.
19,ART,222,001,18,3.971,88.9,5.6,.,.,.,.,.,.
20,ART,222,002,19,3.868,89.5,5.3,.,.,5.3,.,.,.
22,ART,224,001,15,3.933,93.3,.,6.7,.,.,.,.,.
23,ART,224,002,15,3.900,93.3,.,.,6.7,.,.,.,.
24,ART,224,003,16,3.938,93.8,.,6.3,.,.,.,.,.
25,ART,224,004,14,3.786,85.7,.,7.1,.,7.1,.,.,.
28,ART,232,002,12,3.042,41.7,25.0,.,16.7,.,8.3,8.3,.
29,ART,242,001,10,4.000,100.0,.,.,.,.,.,.,.
30,ART,244,001,11,3.591,45.5,27.3,27.3,.,.,.,.,.
31,ART,244,002,8,3.813,75.0,12.5,12.5,.,.,.,.,.
32,ART,244,003,8,3.313,62.5,12.5,12.5,.,.,.,12.5,.
34,ART,302,001,19,3.944,84.2,10.5,.,.,.,.,.,.
35,ART,306,001,11,4.000,100.0,.,.,.,.,.,.,.
36,ART,307,001,13,4.000,100.0,.,.,.,.,.,.,.
37,ART,307,002,13,3.615,61.5,15.4,15.4,.,7.7,.,.,.
39,ART,312,001,8,3.813,62.5,37.5,.,.,.,.,.,.
0,ART,316,001,6,4.000,100.0,.,.,.,.,.,.,.
1,ART,318,001,7,3.714,85.7,.,.,.,14.3,.,.,.
2,ART,322,001,10,3.950,90.0,10.0,.,.,.,.,.,.
3,ART,324,001,8,4.000,100.0,.,.,.,.,.,.,.
9,ART,336,001,12,4.000,100.0,.,.,.,.,.,.,.
10,ART,338,001,14,3.846,64.3,28.6,.,.,.,.,.,.
11,ART,341,001,8,2.563,37.5,12.5,12.5,.,12.5,.,25.0,.
13,ART,346,001,16,3.313,31.3,37.5,12.5,12.5,.,6.3,.,.
14,ART,346,002,16,3.500,25.0,50.0,25.0,.,.,.,.,.
15,ART,346,003,15,3.267,60.0,.,20.0,.,13.3,.,6.7,.
16,ART,346,004,15,3.500,46.7,33.3,13.3,.,.,6.7,.,.
18,ART,348,002,7,3.857,85.7,.,14.3,.,.,.,.,.
19,ART,354,001,8,3.938,87.5,12.5,.,.,.,.,.,.
22,ART,376,001,10,3.650,70.0,.,20.0,10.0,.,.,.,.
24,ART,376,003,10,3.550,60.0,30.0,.,.,.,10.0,.,.
26,ART,393,001,7,4.000,100.0,.,.,.,.,.,.,.
27,ART,428,001,9,3.889,77.8,22.2,.,.,.,.,.,.
28,ART,428,002,15,3.933,93.3,.,6.7,.,.,.,.,.
29,ART,428,003,14,3.857,85.7,7.1,.,7.1,.,.,.,.
31,ART,429,001,10,3.500,40.0,20.0,10.0,.,10.0,.,.,.
32,ART,438,001,41,3.244,29.3,19.5,34.1,4.9,12.2,.,.,.
33,ART,446,001,8,4.000,100.0,.,.,.,.,.,.,.
34,ART,448,001,8,3.938,87.5,12.5,.,.,.,.,.,.
35,ART,448,002,13,3.269,46.2,23.1,15.4,.,7.7,.,7.7,.
36,ART,448,004,14,3.607,71.4,.,7.1,21.4,.,.,.,.
38,ART,448,009,20,4.000,100.0,.,.,.,.,.,.,.
1,ART,454,001,12,3.750,58.3,33.3,8.3,.,.,.,.,.
2,ART,458,001,13,2.962,7.7,38.5,38.5,.,7.7,.,7.7,.
3,ART,458,002,15,3.667,46.7,40.0,13.3,.,.,.,.,.
5,ART,466,001,7,4.000,85.7,.,.,.,.,.,.,.
6,ART,467,001,13,3.462,30.8,30.8,38.5,.,.,.,.,.
7,ART,467,002,15,3.321,13.3,46.7,26.7,.,6.7,.,.,6.7
9,ART,476,001,9,3.778,77.8,.,22.2,.,.,.,.,.
12,ART,508,001,64,3.786,65.6,10.9,7.8,1.6,1.6,.,.,9.4
13,ART,508,002,18,3.694,55.6,33.3,5.6,5.6,.,.,.,.
14,ART,508,003,13,4.000,92.3,.,.,.,.,.,.,.
27,ART,546,001,11,3.409,27.3,27.3,45.5,.,.,.,.,.
29,ART,556,001,8,4.000,100.0,.,.,.,.,.,.,.
32,ART,608,001,9,4.000,100.0,.,.,.,.,.,.,.
37,ART,629,002,8,3.875,75.0,25.0,.,.,.,.,.,.
2,ART,656,001,7,3.786,57.1,42.9,.,.,.,.,.,.
0,ART ED,323,002,10,3.350,40.0,10.0,30.0,20.0,.,.,.,.
1,ART ED,324,001,10,3.650,60.0,20.0,10.0,10.0,.,.,.,.
6,ART ED,470,001,10,3.750,60.0,30.0,10.0,.,.,.,.,.
7,ART ED,493,001,10,4.000,100.0,.,.,.,.,.,.,.
0,ART HIST,105,001,8,3.000,25.0,37.5,12.5,12.5,.,.,12.5,.
1,ART HIST,202,001,241,3.465,27.4,27.4,10.0,1.7,2.1,0.8,1.2,28.2
2,ART HIST,227,001,68,3.773,38.2,7.4,1.5,.,.,.,1.5,.
3,ART HIST,242,001,34,3.894,79.4,14.7,2.9,.,.,.,.,.
4,ART HIST,264,001,16,3.692,43.8,31.3,.,6.3,.,.,.,6.3
5,ART HIST,300,001,36,3.203,36.1,16.7,13.9,8.3,8.3,2.8,2.8,11.1
6,ART HIST,303,001,26,3.714,61.5,7.7,3.8,.,7.7,.,.,11.5
7,ART HIST,355,001,18,4.000,100.0,.,.,.,.,.,.,.
8,ART HIST,379,001,13,3.500,7.7,23.1,7.7,.,.,.,.,61.5
9,ART HIST,407,001,12,3.682,58.3,16.7,8.3,8.3,.,.,.,.
10,ART HIST,411,001,18,3.556,44.4,33.3,16.7,.,5.6,.,.,.
11,ART HIST,430,001,25,3.717,68.0,12.0,8.0,.,.,4.0,.,8.0
12,ART HIST,431,001,9,4.000,88.9,.,.,.,.,.,.,.
0,ASIALANG,101,001,20,3.775,70.0,15.0,15.0,.,.,.,.,.
1,ASIALANG,101,002,18,3.618,72.2,5.6,11.1,.,.,.,5.6,5.6
2,ASIALANG,101,003,19,3.684,78.9,5.3,5.3,5.3,.,5.3,.,.
4,ASIALANG,103,001,19,3.500,57.9,10.5,21.1,.,.,.,5.3,.
5,ASIALANG,103,002,19,3.711,68.4,15.8,10.5,.,5.3,.,.,.
6,ASIALANG,103,003,17,3.618,64.7,11.8,5.9,17.6,.,.,.,.
7,ASIALANG,103,004,18,3.583,50.0,27.8,16.7,.,5.6,.,.,.
8,ASIALANG,103,005,19,3.688,57.9,15.8,.,5.3,5.3,.,.,5.3
9,ASIALANG,103,006,19,3.763,78.9,5.3,5.3,10.5,.,.,.,.
10,ASIALANG,103,007,17,3.853,76.5,17.6,5.9,.,.,.,.,.
11,ASIALANG,103,008,19,3.421,52.6,10.5,21.1,10.5,.,5.3,.,.
13,ASIALANG,105,001,89,3.693,67.4,19.1,3.4,3.4,4.5,1.1,.,1.1
14,ASIALANG,111,001,12,3.958,91.7,8.3,.,.,.,.,.,.
15,ASIALANG,114,001,13,3.308,38.5,23.1,23.1,7.7,.,7.7,.,.
