,department,course_num,sec_num,num_of_students,avg_gpa,A,AB,B,BC,C,D,F,S
0,A A E,215,1,63,3.302,41.3,22.2,12.7,12.7,7.9,1.6,1.6,.
1,A A E,246,1,74,3.473,44.6,18.9,28.4,1.4,4.1,1.4,.,.
4,A A E,322,1,39,3.051,30.8,17.9,20.5,12.8,10.3,5.1,2.6,.
5,A A E,323,1,15,3.462,26.7,26.7,33.3,.,.,.,.,6.7
6,A A E,343,1,10,3.361,20.0,50.0,10.0,20.0,.,.,.,.
7,A A E,350,1,97,3.620,47.4,35.1,12.4,3.1,.,1.0,.,.
9,A A E,374,1,16,3.125,31.3,31.3,6.3,18.8,6.3,.,6.3,.
10,A A E,375,1,17,3.267,5.9,52.9,17.6,5.9,5.9,.,.,11.8
12,A A E,419,1,34,3.471,29.4,44.1,20.6,2.9,2.9,.,.,.
13,A A E,474,1,14,3.393,57.1,14.3,14.3,7.1,.,.,7.1,.
15,A A E,500,1,22,4.000,100.0,.,.,.,.,.,.,.
17,A A E,531,1,11,3.545,27.3,63.6,.,9.1,.,.,.,.
18,A A E,637,1,18,3.813,61.1,22.2,5.6,.,.,.,.,5.6
19,A A E,641,1,19,3.842,84.2,5.3,5.3,5.3,.,.,.,.
20,A A E,642,1,11,3.500,27.3,45.5,9.1,9.1,.,.,.,.
1,A F AERO,102,002,10,3.850,80.0,10.0,10.0,.,.,.,.,.
4,A F AERO,202,002,8,3.875,75.0,25.0,.,.,.,.,.,.
6,A F AERO,302,001,17,4.000,100.0,.,.,.,.,.,.,.
7,A F AERO,402,001,14,4.000,100.0,.,.,.,.,.,.,.
0,ACCT I S,100,001,32,2.919,18.8,9.4,34.4,12.5,18.8,3.1,.,3.1
1,ACCT I S,100,002,34,3.029,26.5,8.8,23.5,26.5,14.7,.,.,.
2,ACCT I S,100,003,35,3.171,25.7,22.9,20.0,22.9,8.6,.,.,.
3,ACCT I S,100,004,33,3.197,30.3,9.1,42.4,6.1,12.1,.,.,.
4,ACCT I S,100,005,36,2.819,13.9,13.9,22.2,27.8,19.4,2.8,.,.
5,ACCT I S,100,006,34,3.044,20.6,23.5,17.6,20.6,17.6,.,.,.
6,ACCT I S,100,007,32,2.797,15.6,15.6,21.9,18.8,21.9,6.3,.,.
7,ACCT I S,100,008,38,2.961,15.8,18.4,28.9,26.3,5.3,5.3,.,.
8,ACCT I S,100,009,36,3.028,22.2,19.4,22.2,13.9,22.2,.,.,.
9,ACCT I S,100,010,37,3.122,24.3,10.8,40.5,13.5,10.8,.,.,.
10,ACCT I S,100,011,31,3.065,12.9,22.6,35.5,22.6,6.5,.,.,.
11,ACCT I S,100,012,34,2.824,17.6,17.6,26.5,5.9,26.5,2.9,2.9,.
13,ACCT I S,211,001,34,2.779,20.6,8.8,29.4,11.8,20.6,5.9,2.9,.
14,ACCT I S,211,002,33,2.864,15.2,6.1,48.5,15.2,6.1,9.1,.,.
15,ACCT I S,211,003,35,3.057,20.0,5.7,51.4,11.4,11.4,.,.,.
16,ACCT I S,211,004,30,3.117,26.7,13.3,33.3,10.0,16.7,.,.,.
17,ACCT I S,211,005,39,2.795,20.5,10.3,28.2,10.3,23.1,5.1,2.6,.
18,ACCT I S,211,006,38,3.118,23.7,18.4,31.6,10.5,15.8,.,.,.
19,ACCT I S,211,007,31,3.274,25.8,12.9,51.6,9.7,.,.,.,.
20,ACCT I S,211,008,27,2.981,18.5,11.1,44.4,14.8,7.4,.,3.7,.
21,ACCT I S,211,009,38,2.974,18.4,2.6,50.0,13.2,15.8,.,.,.
22,ACCT I S,211,010,31,2.742,16.1,.,38.7,12.9,29.0,3.2,.,.
23,ACCT I S,211,011,33,2.894,15.2,6.1,48.5,15.2,12.1,.,3.0,.
24,ACCT I S,211,012,35,2.929,20.0,5.7,40.0,14.3,17.1,2.9,.,.
25,ACCT I S,211,013,30,2.783,10.0,10.0,40.0,6.7,33.3,.,.,.
27,ACCT I S,300,001,207,3.305,30.9,30.9,17.9,15.0,1.9,0.5,1.9,.
28,ACCT I S,300,002,48,3.354,25.0,37.5,20.8,16.7,.,.,.,.
30,ACCT I S,301,001,34,3.294,23.5,38.2,23.5,8.8,2.9,2.9,.,.
31,ACCT I S,301,002,36,3.278,25.0,33.3,19.4,16.7,5.6,.,.,.
32,ACCT I S,301,003,34,3.25,23.5,44.1,5.9,11.8,14.7,.,.,.
33,ACCT I S,301,004,36,3.139,22.2,27.8,27.8,11.1,8.3,.,2.8,.
34,ACCT I S,301,005,39,3.295,23.1,28.2,35.9,10.3,2.6,.,.,.
35,ACCT I S,301,006,39,3.372,30.8,25.6,33.3,7.7,2.6,.,.,.
36,ACCT I S,301,007,34,3.397,32.4,29.4,26.5,8.8,2.9,.,.,.
38,ACCT I S,302,001,19,3.342,26.3,26.3,36.8,10.5,.,.,.,.
39,ACCT I S,302,002,23,3.065,26.1,17.4,26.1,13.0,13.0,4.3,.,.
40,ACCT I S,302,003,25,3.18,32.0,24.0,28.0,4.0,4.0,4.0,4.0,.
0,ACCT I S,310,001,15,3.533,46.7,13.3,40.0,.,.,.,.,.
1,ACCT I S,310,002,19,3.526,52.6,10.5,26.3,10.5,.,.,.,.
2,ACCT I S,310,003,20,3.200,20.0,30.0,30.0,10.0,10.0,.,.,.
4,ACCT I S,329,001,45,3.100,15.6,33.3,26.7,13.3,8.9,.,2.2,.
5,ACCT I S,329,002,41,2.974,17.1,14.6,19.5,39.0,2.4,2.4,.,.
7,ACCT I S,406,001,19,3.368,26.3,26.3,42.1,5.3,.,.,.,.
8,ACCT I S,406,002,21,3.381,33.3,19.0,38.1,9.5,.,.,.,.
10,ACCT I S,600,001,59,4.000,100.0,.,.,.,.,.,.,.
11,ACCT I S,601,001,60,3.667,50.0,33.3,16.7,.,.,.,.,.
12,ACCT I S,620,001,29,3.172,17.2,31.0,27.6,17.2,6.9,.,.,.
13,ACCT I S,620,002,34,3.397,26.5,32.4,35.3,5.9,.,.,.,.
15,ACCT I S,621,001,12,3.458,41.7,16.7,33.3,8.3,.,.,.,.
16,ACCT I S,630,001,28,3.607,53.6,21.4,21.4,.,3.6,.,.,.
17,ACCT I S,630,002,15,3.733,66.7,13.3,20.0,.,.,.,.,.
19,ACCT I S,640,001,18,3.889,77.8,22.2,.,.,.,.,.,.
20,ACCT I S,640,002,11,3.955,90.9,9.1,.,.,.,.,.,.
4,ACT SCI,303,001,24,3.083,25.0,25.0,20.8,8.3,16.7,4.2,.,.
5,ACT SCI,303,002,32,3.031,21.9,21.9,31.3,9.4,9.4,3.1,3.1,.
7,ACT SCI,365,001,17,3.706,70.6,11.8,11.8,.,5.9,.,.,.
9,ACT SCI,650,001,22,3.114,22.7,27.3,22.7,13.6,9.1,4.5,.,.
10,ACT SCI,651,001,15,3.367,46.7,13.3,13.3,20.0,6.7,.,.,.
11,ACT SCI,652,001,28,3.071,35.7,7.1,32.1,.,17.9,7.1,.,.
12,ACT SCI,653,001,36,3.222,27.8,27.8,22.2,11.1,8.3,2.8,.,.
13,ACT SCI,654,001,31,3.758,61.3,29.0,9.7,.,.,.,.,.
14,ACT SCI,655,001,21,3.476,33.3,42.9,9.5,14.3,.,.,.,.
0,AFRICAN,100,001,24,3.854,70.8,29.2,.,.,.,.,.,.
1,AFRICAN,201,001,99,3.813,83.8,4.0,9.1,1.0,1.0,.,1.0,.
2,AFRICAN,202,001,22,3.762,81.8,9.1,.,.,.,.,4.5,.
3,AFRICAN,203,001,15,3.643,60.0,26.7,.,.,.,6.7,.,.
4,AFRICAN,203,002,19,3.278,21.1,42.1,26.3,.,.,.,5.3,.
6,AFRICAN,204,001,19,3.579,63.2,21.1,10.5,.,.,.,5.3,.
7,AFRICAN,210,001,25,3.885,44.0,4.0,4.0,.,.,.,.,48.0
8,AFRICAN,210,002,25,3.646,56.0,28.0,8.0,.,.,4.0,.,.
9,AFRICAN,210,003,29,3.741,65.5,27.6,.,3.4,3.4,.,.,.
10,AFRICAN,210,004,28,3.875,82.1,10.7,7.1,.,.,.,.,.
11,AFRICAN,210,005,22,3.500,72.7,.,4.5,9.1,9.1,4.5,.,.
13,AFRICAN,277,001,48,3.539,31.3,39.6,2.1,.,4.2,2.1,.,20.8
14,AFRICAN,322,001,14,3.393,50.0,35.7,.,.,.,14.3,.,.
17,AFRICAN,324,001,11,3.455,27.3,36.4,36.4,.,.,.,.,.
18,AFRICAN,330,001,6,3.417,16.7,50.0,33.3,.,.,.,.,.
19,AFRICAN,332,001,9,4.000,100.0,.,.,.,.,.,.,.
20,AFRICAN,334,001,7,3.571,42.9,28.6,28.6,.,.,.,.,.
29,AFRICAN,671,001,6,3.833,83.3,.,16.7,.,.,.,.,.
0,AFROAMER,102,001,62,3.895,79.0,21.0,.,.,.,.,.,.
1,AFROAMER,151,001,27,3.296,40.7,22.2,11.1,14.8,7.4,3.7,.,.
2,AFROAMER,154,001,183,3.869,91.3,3.3,1.6,1.1,1.1,0.5,1.1,.
3,AFROAMER,156,001,266,3.929,89.5,6.8,1.1,0.4,0.4,0.4,.,1.1
4,AFROAMER,227,001,71,3.310,40.8,28.2,12.7,8.5,4.2,1.4,4.2,.
5,AFROAMER,231,002,86,3.759,74.4,5.8,16.3,.,2.3,.,.,.
6,AFROAMER,242,001,33,3.879,81.8,15.2,.,3.0,.,.,.,.
8,AFROAMER,267,001,17,3.735,58.8,29.4,11.8,.,.,.,.,.
9,AFROAMER,271,001,6,4.000,100.0,.,.,.,.,.,.,.
10,AFROAMER,271,003,23,3.283,8.7,56.5,30.4,.,.,4.3,.,.
12,AFROAMER,272,001,53,3.979,84.9,3.8,.,.,.,.,.,11.3
13,AFROAMER,277,001,15,3.300,33.3,33.3,13.3,13.3,.,6.7,.,.
14,AFROAMER,321,001,21,2.950,4.8,38.1,33.3,9.5,.,4.8,4.8,4.8
15,AFROAMER,326,001,18,3.167,27.8,16.7,27.8,16.7,11.1,.,.,.
16,AFROAMER,337,001,25,3.560,60.0,24.0,4.0,.,8.0,4.0,.,.
17,AFROAMER,393,001,15,3.321,33.3,26.7,20.0,6.7,.,6.7,.,.
18,AFROAMER,567,001,10,3.722,50.0,30.0,10.0,.,.,.,.,.
20,AFROAMER,672,001,11,3.091,54.5,18.2,.,.,.,27.3,.,.
21,AFROAMER,677,001,12,3.083,50.0,16.7,8.3,.,8.3,8.3,8.3,.
1,AGRONOMY,300,001,15,3.433,60.0,13.3,.,6.7,20.0,.,.,.
3,AGRONOMY,338,001,13,3.577,53.8,23.1,7.7,15.4,.,.,.,.
4,AGRONOMY,350,001,55,3.565,36.4,43.6,12.7,5.5,.,.,.,.
5,AGRONOMY,360,001,9,3.389,44.4,22.2,11.1,11.1,11.1,.,.,.
8,AGRONOMY,375,040,8,4.000,100.0,.,.,.,.,.,.,.
10,AGRONOMY,377,001,102,3.931,93.1,2.9,2.0,1.0,1.0,.,.,.
11,AGRONOMY,471,001,18,3.861,77.8,16.7,5.6,.,.,.,.,.
12,AGRONOMY,500,001,14,3.821,71.4,21.4,7.1,.,.,.,.,.
0,AMER IND,100,001,216,3.512,44.9,29.2,15.7,6.9,1.4,0.5,0.9,.
1,AMER IND,102,001,43,3.860,90.7,4.7,2.3,.,.,.,2.3,.
2,AMER IND,172,001,23,3.478,65.2,17.4,8.7,.,.,.,8.7,.
3,AMER IND,303,001,19,4.000,94.7,.,.,.,.,.,.,.
5,AMER IND,325,001,35,3.391,60.0,8.6,8.6,.,5.7,2.9,5.7,2.9
6,AMER IND,410,001,22,3.841,81.8,4.5,13.6,.,.,.,.,.
7,AMER IND,450,008,19,3.556,47.4,21.1,15.8,10.5,.,.,.,.
10,AMER IND,490,002,12,3.292,41.7,33.3,8.3,8.3,.,.,8.3,.
0,AN SCI,200,001,132,2.962,31.8,14.4,15.9,9.8,18.9,6.1,2.3,.
5,AN SCI,311,001,38,2.842,21.1,15.8,15.8,21.1,18.4,7.9,.,.
6,AN SCI,320,001,63,3.556,55.6,11.1,23.8,7.9,1.6,.,.,.
7,AN SCI,321,001,10,3.900,90.0,.,10.0,.,.,.,.,.
9,AN SCI,361,001,32,2.703,18.8,9.4,25.0,6.3,34.4,3.1,3.1,.
10,AN SCI,362,001,23,2.761,8.7,39.1,13.0,.,26.1,13.0,.,.
11,AN SCI,363,001,11,3.136,36.4,9.1,18.2,18.2,18.2,.,.,.
12,AN SCI,373,001,41,2.659,26.8,9.8,24.4,.,14.6,22.0,2.4,.
13,AN SCI,375,005,10,4.000,100.0,.,.,.,.,.,.,.
17,AN SCI,432,001,10,3.550,70.0,10.0,.,.,20.0,.,.,.
18,AN SCI,472,001,19,3.711,57.9,26.3,15.8,.,.,.,.,.
19,AN SCI,515,001,7,3.500,57.1,.,28.6,14.3,.,.,.,.
20,AN SCI,520,001,7,3.571,57.1,28.6,.,.,14.3,.,.,.
0,ANAT&PHY,235,001,73,2.944,23.3,20.5,23.3,12.3,9.6,5.5,4.1,1.4
1,ANAT&PHY,335,001,344,2.631,20.6,7.6,23.5,11.0,21.2,13.4,2.6,.
2,ANAT&PHY,337,001,182,2.887,26.4,20.9,15.4,7.1,19.8,6.6,3.8,.
3,ANAT&PHY,337,002,181,2.853,27.1,19.3,15.5,8.8,15.5,8.3,5.0,.
5,ANAT&PHY,338,001,28,3.375,32.1,39.3,14.3,7.1,3.6,3.6,.,.
6,ANAT&PHY,338,002,29,3.172,41.4,24.1,13.8,3.4,6.9,3.4,6.9,.
7,ANAT&PHY,338,003,24,3.375,37.5,29.2,12.5,12.5,8.3,.,.,.
8,ANAT&PHY,338,004,24,3.021,20.8,33.3,25.0,4.2,4.2,8.3,4.2,.
9,ANAT&PHY,338,005,28,3.304,25.0,39.3,21.4,.,14.3,.,.,.
10,ANAT&PHY,338,006,30,3.250,40.0,16.7,23.3,6.7,6.7,6.7,.,.
11,ANAT&PHY,338,007,23,3.109,26.1,21.7,30.4,8.7,4.3,8.7,.,.
12,ANAT&PHY,338,008,24,3.167,50.0,12.5,12.5,4.2,12.5,.,8.3,.
15,ANAT&PHY,435,001,127,2.897,24.4,15.7,22.8,11.0,15.7,7.1,2.4,.
20,ANAT&PHY,699,006,6,4.000,100.0,.,.,.,.,.,.,.
0,ANTHRO,102,001,150,3.483,48.7,21.3,19.3,4.0,4.0,0.7,1.3,.
1,ANTHRO,104,001,466,3.770,77.7,13.9,3.0,2.4,1.1,0.4,1.5,.
2,ANTHRO,104,002,469,3.816,80.0,13.4,2.3,1.7,1.5,0.4,0.6,.
4,ANTHRO,105,001,291,3.484,45.0,23.4,19.9,5.8,4.1,0.3,0.3,.
5,ANTHRO,105,002,289,3.288,39.1,18.3,23.5,8.7,6.2,2.4,1.4,.
7,ANTHRO,212,001,74,3.604,68.9,2.7,13.5,4.1,6.8,1.4,.,2.7
9,ANTHRO,265,001,86,3.198,16.3,36.0,29.1,10.5,7.0,1.2,.,.
10,ANTHRO,277,001,16,3.094,12.5,62.5,6.3,6.3,.,6.3,6.3,.
11,ANTHRO,322,001,50,3.948,90.0,4.0,.,2.0,.,.,.,4.0
12,ANTHRO,330,001,19,3.765,47.4,42.1,.,.,.,.,.,.
13,ANTHRO,339,001,37,3.971,86.5,5.4,.,.,.,.,.,5.4
16,ANTHRO,410,001,21,3.119,42.9,9.5,14.3,4.8,23.8,4.8,.,.
17,ANTHRO,443,001,22,3.417,22.7,27.3,27.3,4.5,.,.,.,18.2
19,ANTHRO,490,001,18,3.306,66.7,.,16.7,5.6,.,.,11.1,.
20,ANTHRO,545,001,34,3.283,20.6,14.7,29.4,.,.,.,2.9,29.4
0,ART,100,001,20,4.0,100.0,.,.,.,.,.,.,.
1,ART,100,002,20,4.0,100.0,.,.,.,.,.,.,.
2,ART,100,003,19,4.0,100.0,.,.,.,.,.,.,.
3,ART,100,004,17,4.0,100.0,.,.,.,.,.,.,.
4,ART,100,005,19,4.0,100.0,.,.,.,.,.,.,.
5,ART,100,006,18,4.0,100.0,.,.,.,.,.,.,.
6,ART,100,007,19,4.0,100.0,.,.,.,.,.,.,.
7,ART,100,008,19,4.0,100.0,.,.,.,.,.,.,.
8,ART,100,009,18,4.0,100.0,.,.,.,.,.,.,.
9,ART,100,010,20,3.925,90.0,5.0,5.0,.,.,.,.,.
10,ART,100,011,20,3.9,90.0,5.0,.,5.0,.,.,.,.
11,ART,100,012,22,3.705,81.8,.,9.1,4.5,.,4.5,.,.
12,ART,100,013,20,4.0,100.0,.,.,.,.,.,.,.
13,ART,100,014,21,3.976,95.2,4.8,.,.,.,.,.,.
14,ART,100,015,16,3.969,93.8,6.3,.,.,.,.,.,.
15,ART,100,016,14,3.964,92.9,7.1,.,.,.,.,.,.
16,ART,100,017,16,3.969,93.8,6.3,.,.,.,.,.,.
17,ART,100,018,19,3.789,89.5,.,5.3,.,.,5.3,.,.
18,ART,100,019,19,3.5,73.7,5.3,5.3,.,10.5,.,5.3,.
19,ART,100,020,21,3.857,81.0,9.5,9.5,.,.,.,.,.
20,ART,100,021,22,4.0,100.0,.,.,.,.,.,.,.
21,ART,100,022,17,4.0,100.0,.,.,.,.,.,.,.
22,ART,100,023,19,3.868,89.5,5.3,.,.,5.3,.,.,.
23,ART,100,024,18,3.944,88.9,11.1,.,.,.,.,.,.
24,ART,100,025,17,4.0,100.0,.,.,.,.,.,.,.
25,ART,100,026,19,3.737,63.2,26.3,5.3,5.3,.,.,.,.
26,ART,100,027,22,4.0,100.0,.,.,.,.,.,.,.
28,ART,102,001,17,3.853,82.4,5.9,11.8,.,.,.,.,.
29,ART,102,002,17,3.941,88.2,11.8,.,.,.,.,.,.
30,ART,102,003,16,4.0,100.0,.,.,.,.,.,.,.
31,ART,102,004,16,4.0,100.0,.,.,.,.,.,.,.
32,ART,102,005,18,3.611,44.4,33.3,22.2,.,.,.,.,.
33,ART,102,006,18,3.833,72.2,22.2,5.6,.,.,.,.,.
35,ART,104,001,18,3.806,66.7,27.8,5.6,.,.,.,.,.
36,ART,104,002,18,3.778,61.1,33.3,5.6,.,.,.,.,.
37,ART,104,003,17,3.794,88.2,5.9,.,.,.,5.9,.,.
38,ART,104,004,17,3.676,76.5,17.6,.,.,.,.,5.9,.
40,ART,107,001,176,3.883,93.2,1.1,2.3,0.6,0.6,.,1.7,0.6
41,ART,112,001,15,4.0,100.0,.,.,.,.,.,.,.
0,ART,112,003,16,3.875,75.0,25.0,.,.,.,.,.,.
1,ART,112,004,17,3.882,76.5,23.5,.,.,.,.,.,.
2,ART,112,005,16,3.875,81.3,12.5,6.3,.,.,.,.,.
3,ART,112,006,18,3.833,83.3,11.1,.,.,5.6,.,.,.
5,ART,176,001,15,3.967,93.3,6.7,.,.,.,.,.,.
6,ART,176,002,16,4.000,100.0,.,.,.,.,.,.,.
7,ART,176,003,16,3.750,68.8,12.5,18.8,.,.,.,.,.
8,ART,176,004,15,4.000,100.0,.,.,.,.,.,.,.
10,ART,208,001,108,3.825,85.2,6.5,1.9,1.9,0.9,.,1.9,.
11,ART,212,001,15,3.767,73.3,6.7,20.0,.,.,.,.,.
12,ART,212,002,16,3.750,81.3,12.5,.,.,.,6.3,.,.
13,ART,212,003,15,3.867,93.3,.,.,.,6.7,.,.,.
14,ART,212,004,9,3.333,33.3,33.3,11.1,11.1,11.1,.,.,.
16,ART,214,001,12,3.875,83.3,8.3,8.3,.,.,.,.,.
17,ART,214,002,7,3.929,85.7,14.3,.,.,.,.,.,.
19,ART,222,001,18,3.969,83.3,5.6,.,.,.,.,.,.
20,ART,222,002,17,3.941,94.1,.,5.9,.,.,.,.,.
22,ART,224,001,16,4.000,100.0,.,.,.,.,.,.,.
23,ART,224,002,15,4.000,100.0,.,.,.,.,.,.,.
24,ART,224,003,16,4.000,100.0,.,.,.,.,.,.,.
25,ART,224,004,12,4.000,100.0,.,.,.,.,.,.,.
28,ART,232,001,10,3.700,70.0,20.0,.,.,10.0,.,.,.
29,ART,242,002,13,3.923,92.3,.,7.7,.,.,.,.,.
30,ART,244,001,12,3.955,83.3,8.3,.,.,.,.,.,8.3
31,ART,244,002,13,3.923,84.6,15.4,.,.,.,.,.,.
33,ART,302,001,9,4.000,100.0,.,.,.,.,.,.,.
34,ART,306,001,13,4.000,100.0,.,.,.,.,.,.,.
35,ART,307,001,16,3.813,75.0,12.5,12.5,.,.,.,.,.
36,ART,307,002,14,3.536,64.3,7.1,7.1,14.3,7.1,.,.,.
38,ART,309,001,11,3.909,90.9,.,9.1,.,.,.,.,.
39,ART,312,001,11,3.500,72.7,9.1,9.1,.,.,.,9.1,.
1,ART,322,001,12,3.958,91.7,8.3,.,.,.,.,.,.
2,ART,324,001,12,4.000,100.0,.,.,.,.,.,.,.
3,ART,326,001,8,4.000,100.0,.,.,.,.,.,.,.
5,ART,334,001,8,3.938,87.5,12.5,.,.,.,.,.,.
6,ART,334,002,9,4.000,100.0,.,.,.,.,.,.,.
8,ART,336,001,8,3.750,62.5,25.0,12.5,.,.,.,.,.
9,ART,338,001,18,3.917,83.3,16.7,.,.,.,.,.,.
11,ART,341,002,6,3.250,33.3,.,50.0,16.7,.,.,.,.
14,ART,346,001,9,3.778,66.7,22.2,11.1,.,.,.,.,.
15,ART,346,002,13,3.154,46.2,15.4,23.1,.,.,7.7,7.7,.
16,ART,346,003,13,3.769,69.2,15.4,15.4,.,.,.,.,.
17,ART,346,004,13,3.769,76.9,15.4,.,.,7.7,.,.,.
19,ART,348,002,6,3.833,83.3,.,16.7,.,.,.,.,.
20,ART,354,001,8,3.688,50.0,37.5,12.5,.,.,.,.,.
21,ART,376,001,6,3.250,33.3,16.7,16.7,33.3,.,.,.,.
22,ART,376,002,6,3.500,50.0,.,50.0,.,.,.,.,.
23,ART,376,003,9,3.722,66.7,22.2,.,11.1,.,.,.,.
25,ART,393,001,6,4.000,100.0,.,.,.,.,.,.,.
27,ART,414,001,10,3.600,30.0,60.0,10.0,.,.,.,.,.
28,ART,428,001,16,4.000,100.0,.,.,.,.,.,.,.
29,ART,428,002,16,3.500,87.5,.,.,.,.,.,12.5,.
31,ART,429,001,16,3.875,93.8,.,.,.,6.3,.,.,.
32,ART,438,001,37,3.149,32.4,16.2,21.6,18.9,8.1,.,2.7,.
33,ART,448,001,12,3.750,83.3,.,8.3,.,8.3,.,.,.
34,ART,448,003,16,4.000,100.0,.,.,.,.,.,.,.
36,ART,448,010,14,3.679,71.4,14.3,.,7.1,7.1,.,.,.
39,ART,454,001,12,3.625,66.7,8.3,8.3,16.7,.,.,.,.
0,ART,458,001,16,3.250,12.5,43.8,25.0,18.8,.,.,.,.
1,ART,458,002,15,3.250,20.0,33.3,13.3,26.7,.,.,.,.
3,ART,463,001,11,3.000,9.1,18.2,45.5,18.2,9.1,.,.,.
4,ART,465,001,17,3.265,5.9,41.2,52.9,.,.,.,.,.
5,ART,466,001,9,4.000,100.0,.,.,.,.,.,.,.
6,ART,476,001,10,4.000,100.0,.,.,.,.,.,.,.
7,ART,476,002,7,4.000,100.0,.,.,.,.,.,.,.
10,ART,507,001,14,3.857,85.7,7.1,.,7.1,.,.,.,.
11,ART,508,001,74,3.797,67.6,6.8,1.4,1.4,.,1.4,1.4,20.3
16,ART,521,001,6,3.917,83.3,16.7,.,.,.,.,.,.
23,ART,544,001,13,4.000,100.0,.,.,.,.,.,.,.
26,ART,560,001,6,3.500,83.3,.,.,.,.,16.7,.,.
27,ART,565,001,7,3.000,42.9,.,14.3,.,42.9,.,.,.
28,ART,575,001,16,4.000,100.0,.,.,.,.,.,.,.
29,ART,576,001,9,3.444,66.7,22.2,.,.,.,.,11.1,.
30,ART,608,001,11,4.000,100.0,.,.,.,.,.,.,.
0,ART ED,423,001,10,3.750,70.0,10.0,20.0,.,.,.,.,.
1,ART ED,424,001,9,3.722,66.7,11.1,22.2,.,.,.,.,.
0,ART HIST,103,001,124,3.923,83.1,4.0,1.6,.,.,.,0.8,10.5
1,ART HIST,103,002,141,3.729,69.5,9.2,8.5,1.4,2.8,1.4,.,.
3,ART HIST,201,001,74,2.650,8.1,12.2,29.7,6.8,13.5,6.8,4.1,.
4,ART HIST,242,001,27,3.667,63.0,29.6,3.7,.,.,.,3.7,.
5,ART HIST,303,001,15,3.267,53.3,6.7,20.0,6.7,6.7,.,6.7,.
6,ART HIST,303,002,15,3.550,40.0,.,20.0,6.7,.,.,.,.
8,ART HIST,304,001,31,3.435,41.9,29.0,16.1,6.5,3.2,3.2,.,.
9,ART HIST,308,001,30,3.583,66.7,13.3,6.7,3.3,6.7,3.3,.,.
12,ART HIST,346,001,31,3.739,45.2,22.6,3.2,3.2,.,.,.,25.8
13,ART HIST,403,001,23,3.587,60.9,21.7,8.7,.,4.3,4.3,.,.
14,ART HIST,407,001,21,3.500,38.1,47.6,4.8,.,.,.,4.8,4.8
15,ART HIST,408,001,24,3.875,41.7,4.2,4.2,.,.,.,.,50.0
16,ART HIST,411,001,9,3.000,44.4,.,11.1,22.2,11.1,11.1,.,.
19,ART HIST,500,001,6,3.917,83.3,16.7,.,.,.,.,.,.
22,ART HIST,505,001,8,3.438,75.0,12.5,.,.,.,.,12.5,.
23,ART HIST,506,001,9,4.000,100.0,.,.,.,.,.,.,.
25,ART HIST,563,001,10,3.650,50.0,30.0,20.0,.,.,.,.,.
0,ASIALANG,102,001,17,3.500,70.6,5.9,11.8,.,5.9,.,5.9,.
1,ASIALANG,102,002,16,3.625,62.5,25.0,6.3,.,.,6.3,.,.
2,ASIALANG,102,003,16,3.719,68.8,18.8,6.3,.,6.3,.,.,.
4,ASIALANG,104,001,18,3.583,66.7,11.1,5.6,5.6,11.1,.,.,.
5,ASIALANG,104,002,15,3.500,60.0,13.3,6.7,6.7,13.3,.,.,.
6,ASIALANG,104,003,17,3.735,58.8,29.4,11.8,.,.,.,.,.
7,ASIALANG,104,004,14,3.714,64.3,21.4,7.1,7.1,.,.,.,.
8,ASIALANG,104,005,12,3.667,58.3,25.0,8.3,8.3,.,.,.,.
9,ASIALANG,104,006,16,3.594,50.0,25.0,18.8,6.3,.,.,.,.
10,ASIALANG,104,007,18,3.206,44.4,11.1,16.7,5.6,11.1,.,5.6,.
12,ASIALANG,106,001,62,3.702,69.4,17.7,6.5,3.2,1.6,.,1.6,.
13,ASIALANG,113,001,19,3.684,73.7,21.1,.,.,.,.,5.3,.
14,ASIALANG,113,002,19,3.750,68.4,15.8,5.3,.,5.3,.,.,5.3
17,ASIALANG,124,001,6,3.083,50.0,16.7,16.7,.,.,.,16.7,.
18,ASIALANG,126,001,12,3.792,75.0,16.7,.,8.3,.,.,.,.
21,ASIALANG,132,001,10,3.850,70.0,30.0,.,.,.,.,.,.
22,ASIALANG,134,001,9,3.333,33.3,22.2,22.2,22.2,.,.,.,.
26,ASIALANG,202,001,18,3.750,77.8,5.6,11.1,.,5.6,.,.,.
27,ASIALANG,202,002,13,3.846,84.6,.,15.4,.,.,.,.,.
28,ASIALANG,202,003,8,3.875,75.0,25.0,.,.,.,.,.,.
30,ASIALANG,204,001,14,3.536,42.9,35.7,14.3,.,7.1,.,.,.
31,ASIALANG,204,002,13,3.538,38.5,38.5,15.4,7.7,.,.,.,.
32,ASIALANG,204,003,12,3.208,25.0,25.0,25.0,16.7,8.3,.,.,.
34,ASIALANG,206,001,29,3.759,79.3,6.9,3.4,6.9,3.4,.,.,.
7,ASIALANG,302,001,18,3.833,72.2,22.2,5.6,.,.,.,.,.
8,ASIALANG,302,002,20,3.850,85.0,5.0,5.0,5.0,.,.,.,.
10,ASIALANG,306,001,14,3.821,78.6,14.3,.,7.1,.,.,.,.
39,ASIALANG,377,001,18,3.917,83.3,16.7,.,.,.,.,.,.
40,ASIALANG,377,002,17,3.882,76.5,23.5,.,.,.,.,.,.
1,ASIALANG,379,001,24,3.583,62.5,25.0,.,.,8.3,4.2,.,.
8,ASIALANG,452,001,20,3.850,85.0,10.0,.,.,5.0,.,.,.
